id,z_phot,z_phot16,z_phot84,lbol,r_eff_50_phys,z_dist_proxy,log_Sigma,log_Reff,log_lbol,z_asym_norm,density_group,size_group
73890,5.6603184,5.6652412,7.9919577,45.21064685137754,76.25109483703007,2.3267165000000007,-2.606401319545383,1.8822460837993764,1.655240720747504,-1.0042315426052115,Q3 (high Σ),Q2 (small)
7242,5.6587553,5.63392,5.6802125,44.904442146034825,166.7174549082523,0.04629249999999985,-3.2888227107836685,2.221981071774548,1.6522893054595618,0.07297294378140819,Q1 (lowest Σ),Q4 (largest)
8118,5.642418,5.6415772,6.564757,45.86877088254659,124.26756861408884,0.9231797999999998,-3.0243483721902216,2.094357801129933,1.661517102763779,-0.9981784696762218,Q1 (lowest Σ),Q4 (largest)
13074,5.214783,5.190713,5.2351785,45.89264614167283,79.73062908385373,0.04446550000000027,-2.6386571546063315,1.9016251907403974,1.6617430995685967,0.08263710067355097,Q3 (high Σ),Q2 (small)
13666,5.2880526,5.2007127,5.321977,44.92499404868008,115.84346480281005,0.12126429999999999,-2.9724049214716852,2.0638715385132764,1.6524880282490009,0.44048825581807544,Q2 (low Σ),Q3 (large)
15233,4.9860177,4.8592367,5.116281,44.57811011339857,92.76965482447171,0.25704429999999956,-2.782840101423071,1.9674059406860132,1.649121652643089,-0.013547470222062237,Q3 (high Σ),Q3 (large)
16152,5.7143655,5.6783257,5.7690067,44.632015296764145,165.23186775265145,0.09068100000000001,-3.283690999603355,2.2180938120788167,1.6496464972484124,-0.20513007134901087,Q1 (lowest Σ),Q4 (largest)
18540,8.933716,8.737921,9.696712,45.647219283664235,105.95344761289827,0.9587909999999997,-2.887965731687609,2.0251150927589157,1.6594143265243564,-0.5915793953009563,Q2 (low Σ),Q3 (large)
21037,4.4761047,4.402279,4.7394853,44.30389823765816,99.04435864493556,0.33720630000000007,-2.8423674200158624,1.9958297440931698,1.6464419408646114,-0.5621333290629532,Q2 (low Σ),Q3 (large)
21620,8.087144,7.838976,8.4188595,46.67028967182568,88.58474492387647,0.5798835000000002,-2.7228272541885055,1.9473589389772616,1.6690404964601513,-0.14407635326750798,Q3 (high Σ),Q2 (small)
22379,5.734882,4.6806774,5.712509,44.6734537338996,115.64072090795396,1.0318315999999994,-2.97332192415968,2.0631107904127544,1.6500495293599624,1.0433656034569982,Q2 (low Σ),Q3 (large)
22483,7.1354685,7.1039543,7.1671324,46.02055555285152,62.23396554893685,0.06317810000000001,-2.422252965825953,1.794027475115115,1.6629518570984114,-0.002369491960025662,Q4 (highest Σ),Q1 (smallest)
22702,5.4311905,5.3790793,5.478324,46.060762945281866,102.77250209722588,0.09924469999999985,-2.8575726053634822,2.0118769299809744,1.6633311272926008,0.050155826961032046,Q2 (low Σ),Q3 (large)
25633,7.051051,6.892839,7.1214204,46.34215799026494,76.65286982916518,0.2285813999999995,-2.6002304575577724,1.8845284191726366,1.665976253481635,0.3842946101476336,Q3 (high Σ),Q2 (small)
26495,5.019624,4.9326096,5.3448973,45.19626955507923,70.6762484733498,0.41228770000000026,-2.540594260345089,1.8492734889025924,1.6551025901542291,-0.5778947565013455,Q4 (highest Σ),Q1 (smallest)
28491,5.5851088,5.5770946,6.7469363,45.3842027117874,79.56627634394629,1.1698417,-2.641703229934259,1.900729033804234,1.6569047103683432,-0.9862986590407903,Q3 (high Σ),Q2 (small)
28500,5.42897,5.4275904,8.876109,45.4485849337121,75.64182650308877,3.4485186,-2.597153521105552,1.8787620070930904,1.6575203657747624,-0.9991998883230614,Q3 (high Σ),Q2 (small)
29372,5.3858166,5.341225,5.447109,44.786274419203366,93.85081376475873,0.10588400000000053,-2.7908810212059665,1.9724380426687351,1.6511449368256377,-0.15772732424161964,Q2 (low Σ),Q3 (large)
29568,4.3603206,4.087856,6.1488247,43.789493448833255,94.09757458873746,2.060968699999999,-2.8029368101703773,1.9735784294176633,1.6413699213590829,-0.7355955963814498,Q2 (low Σ),Q3 (large)
30073,6.004138,5.7039375,6.137577,44.683014487718935,87.42338542566257,0.43363949999999996,-2.730262648708657,1.9416276203098455,1.6501424646051674,0.3845625225561781,Q3 (high Σ),Q2 (small)
30145,5.6646295,5.6467953,5.681533,44.970855688800285,149.96190821601851,0.03473769999999998,-3.196180637531458,2.1759809580392866,1.6529311512412492,0.026792217101319505,Q1 (lowest Σ),Q4 (largest)
31319,6.3338737,6.2657013,6.4166484,46.08403300701785,130.8597623509306,0.15094709999999978,-3.067211648201324,2.1168061272585903,1.6635504790099904,-0.09673786379466699,Q1 (lowest Σ),Q4 (largest)
31661,4.4626226,4.215018,5.136214,44.443539385589816,122.35028415048204,0.9211960000000001,-3.024551199410696,2.087604982309329,1.6478086379020953,-0.46242797406849206,Q1 (lowest Σ),Q4 (largest)
32535,5.7491784,5.621197,5.821501,44.85069335495111,81.89057825756488,0.20030399999999915,-2.671848587079939,1.9132339378272358,1.6517691612686665,0.27787163511462587,Q3 (high Σ),Q2 (small)
33230,4.7521863,4.4626517,4.79407,43.693428344647614,102.99714741537544,0.3314182999999993,-2.8823841438385767,2.012825196754521,1.6404161223645997,0.7472457012784163,Q2 (low Σ),Q3 (large)
36162,6.410995,6.3461018,6.469876,44.8032159489097,133.52391874334594,0.12377420000000061,-3.0969588237783428,2.125559069803881,1.6513091885235531,0.04857393544050191,Q1 (lowest Σ),Q4 (largest)
42656,5.6853933,5.6423965,5.694129,46.260879845907674,137.01309082108364,0.05173249999999996,-3.1054601112481075,2.1367620635049756,1.6652138884559768,0.6622741990044978,Q1 (lowest Σ),Q4 (largest)
43505,4.6754527,4.4929667,4.7346244,44.40569348772632,109.58652388039856,0.2416577000000002,-2.9292255182079927,2.039757151190138,1.647438656866417,0.5102850022987041,Q2 (low Σ),Q3 (large)
44446,7.1314645,7.051945,7.176915,46.04366739900886,108.95758931533,0.12497000000000025,-2.9084949364411385,2.0372574859175394,1.663169908088074,0.2726174281827608,Q2 (low Σ),Q3 (large)
46914,5.654763,4.8327403,5.6759367,44.823224277439394,113.61711005427549,0.8431964000000001,-2.9565342560651087,2.0554437384402444,1.6515030935095139,0.9497775370008689,Q2 (low Σ),Q3 (large)
47165,5.2337646,5.2158976,5.2572618,45.58907930902709,103.36663149948336,0.041364200000000295,-2.8670497786924103,2.0143803637629114,1.6588608215275462,-0.13611287054990898,Q2 (low Σ),Q3 (large)
