id,field,z_phot,M_msun,R_pc,Sigma,logSigma,f444w_flux,f150w_flux,color_mag,color_excess,z_N,emit_enhance,sersic_enhance,z_sersic,geom_factor,geff_factor,z_final,dmag_N,dmag_emit,dmag_sersic,dmag_geo,dmag_final
56783,primer-uds-north,5.3133664,1122018454.3019652,87.9203147264202,46203.15783713349,4.664671659200591,0.2053555989889028,0.0095608194670685,-3.3300285766317077,-1.3033796341428374,6.108848034815297e-07,1.455,3.671056845830528,2.2425928398347064e-06,1.3,1.1553154276214002,3.368172737454621e-06,1.3265194961529035e-06,1.9300858669024748e-06,4.869728477479779e-06,6.330647020723713e-06,7.313894169867559e-06
57469,primer-uds-north,5.667973,16595869074.375631,105.37355869003378,475758.80276864907,5.677386832604842,0.3784485677644287,0.0832256301549378,-1.6443744345688112,0.3822745079200591,7.539054942753015e-06,1.455,3.671056845830528,2.7676299258685934e-05,1.3,6.132008379784044,0.000220624688668375,1.6370849802015348e-05,2.381958646193233e-05,6.009832023775179e-05,7.812781630907733e-05,0.0004790804243014907
57944,primer-uds-north,5.28979,3548133892.3357606,79.15001961700119,180280.21761493268,5.2559480736329505,0.211403784037747,0.0279583588216963,-2.1965027058581703,-0.16985376336930003,2.145840950031163e-06,1.455,3.671056845830528,7.877504109675386e-06,1.3,2.1970966580588778,2.2499929339176726e-05,4.6596344182028275e-06,6.779768078485115e-06,1.710578283001104e-05,2.2237517679014355e-05,4.8857975776087647e-05
61010,primer-uds-north,7.1341963,5370317963.702533,145.64056178251772,80590.79433047431,4.9062854363484245,0.1094311708435197,0.025731839078338,-1.57167554793042,0.4549733945584502,1.7650873815494823e-06,1.455,3.671056845830528,6.479736115526308e-06,1.3,1.3577958199181377,1.1437606195384477e-05,3.832838549419998e-06,5.576780089406097e-06,1.4070568195811435e-05,1.8291738654554868e-05,2.4836446284189617e-05
61298,primer-uds-north,5.242596,1819700858.6099825,85.42160650122935,79380.65125959249,4.899714657651103,0.2945579257474608,0.0240709351793879,-2.7191943738411832,-0.692545431352313,1.0197197266332678e-06,1.455,3.671056845830528,3.7434490832854923e-06,1.3,1.3497672113100716,6.568620278775754e-06,2.2142932518236026e-06,3.2217966814033418e-06,8.128796400783378e-06,1.0567435321018391e-05,1.4263577703950545e-05
61378,primer-uds-north,7.4582853,13803842646.028866,117.58698040520518,317783.7249362822,5.502131651362998,0.0755870051793338,0.0299985230954844,-1.0033681618983699,1.0232807805905004,5.6193918560792484e-06,1.455,3.671056845830528,2.0629106942664043e-05,1.3,3.8015900413271373,0.00010195042976911538,1.2202354373736447e-05,1.775442561378653e-05,4.4795536558955273e-05,5.823419752664185e-05,0.00022138254538195908
62716,primer-uds-north,5.386735,8511380382.023759,88.86082499488971,343106.89479616104,5.535429445371359,0.3171553771460147,0.0651117747277377,-1.7190313650986522,0.3076175773902181,4.584988120152762e-06,1.455,3.671056845830528,1.683175202653844e-05,1.3,4.143049899480982,9.065522510413056e-05,9.956175200871539e-06,1.448623491726809e-05,3.654968512944759e-05,4.751459066828188e-05,0.0001968553200921052
64273,primer-uds-north,7.13156,1318256738.5564048,95.45100089901749,46056.3114985484,4.663289153776486,0.0993347152558606,0.0094634908227233,-2.5526242147623157,-0.5259752722734454,6.611013879463244e-07,1.455,3.671056845830528,2.426940776008418e-06,1.3,1.1545755635774713,3.642712468497784e-06,1.435563423818348e-06,2.0887447816556964e-06,5.270034934632258e-06,6.851045415021936e-06,7.910049621143802e-06
66007,primer-uds-north,4.5963383,436515832.24016654,90.98577110551594,16784.29743788352,4.224903167136836,0.2298051966981728,0.0185375629412065,-2.733268016912434,-0.7066190744235636,2.2965456130534328e-07,1.455,3.671056845830528,8.430749494561871e-07,1.3,1.0340064939428628,1.1332684644037228e-06,4.986885435941132e-07,7.255918309294345e-07,1.8307139918984245e-06,2.379928189467952e-06,2.4608612030275425e-06
67270,primer-uds-north,5.6651006,7079457843.841373,82.00542927635038,335092.65968048177,5.525164914570045,0.526546407633969,0.0530356235784036,-2.4921724365083713,-0.465523494019501,4.132434221218993e-06,1.455,3.671056845830528,1.517040093775033e-05,1.3,4.033573206095815,7.954819957271273e-05,8.97346689551785e-06,1.3056394332978473e-05,3.294210707762442e-05,4.282473920091175e-05,0.00017273672059883873
68006,primer-uds-north,5.1602645,1862087136.6628656,74.1397249355095,107832.13063781497,5.032748186449448,0.8769797675973392,0.0510654000765394,-3.087157088234182,-1.0605081457453118,1.2022577499164925e-06,1.455,3.671056845830528,4.413556543283747e-06,1.3,1.5537699529224867,8.914947005222336e-06,2.6106695330707613e-06,3.7985241706179583e-06,9.583916261580607e-06,1.245909114005479e-05,1.93585614541399e-05
69921,primer-uds-north,5.6548767,6025595860.743568,112.60075282301597,151275.13147935833,5.179767539067596,0.3545486179333295,0.0243997557900532,-2.9057257928858746,-0.8790768503970043,2.5615760943516958e-06,1.455,3.671056845830528,9.403691457285619e-06,1.3,1.9201495467571617,2.3473442056416527e-05,5.5623918137611245e-06,8.093280089022436e-06,2.0419856547099462e-05,2.65458135112293e-05,5.097193178188708e-05
69936,primer-uds-north,7.0339665,19952623149.688828,78.70314772328626,1025335.3315405479,6.010865922777925,0.1831104617019263,0.0507905301730391,-1.3923260286963401,0.6343229137925301,1.2135465877379829e-05,1.455,3.671056845830528,4.454998508649799e-05,1.3,17.237007530451095,0.0009982809569426849,2.6351829329356317e-05,3.834191167421344e-05,9.673906345969119e-05,0.00012576078249759855,0.0021677395549465285
70423,primer-uds-north,5.4776564,1000000000.0,95.35114842972806,35010.49660218312,4.5441982710066275,0.1973846107114595,0.0121856194170158,-3.0236641984905814,-0.9970152560017111,5.020218589751331e-07,1.455,3.671056845830528,1.8429507821472304e-06,1.3,1.1024482429635272,2.641285207140414e-06,1.0901266157385639e-06,1.5861342258996105e-06,4.00191677552912e-06,5.202491808187856e-06,5.735477952968846e-06
70813,primer-uds-north,4.7062697,2951209226.66639,100.70344797393987,92632.08643657641,4.966761446170423,0.3278291024459838,0.0543455877996551,-1.9512080355992987,0.07544090688957161,1.4028273199316283e-06,1.455,3.671056845830528,5.1498588363530965e-06,1.3,1.4409093180611365,9.646623459200855e-06,3.0462008205471686e-06,4.43222219389613e-06,1.1182776376044255e-05,1.4537609288857531e-05,2.0947376686646947e-05
71037,primer-uds-north,6.849483,5888436553.555884,68.42158433044855,400372.1634805006,5.602463874833589,0.4590818416784424,0.0312240742915758,-2.918501359048373,-0.8918524165595025,4.119603604528417e-06,1.455,3.671056845830528,1.5123299014512163e-05,1.3,4.961894623273617,9.755228088614722e-05,8.945605565377186e-06,1.3015856097623806e-05,3.283982655087759e-05,4.269177451614087e-05,0.00021183208642964896
71893,primer-uds-north,6.429184,6606934480.075964,134.07548138606464,116990.7155993543,5.068151397438807,0.1044738697833578,0.024795766549929,-1.5615753567867732,0.4650735857020971,2.358843840345432e-06,1.455,3.671056845830528,8.65944982834527e-06,1.3,1.625798047909691,1.8302071614964344e-05,5.1221643176674805e-06,7.4527490822061845e-06,1.8803756383842058e-05,2.4444883298994676e-05,3.974244354888575e-05
4278,primer-cosmos-east,5.6582265,5623413251.903491,166.72576349784188,64393.8953603528,4.808844697530957,0.1232575821451096,0.0354007484702483,-1.3545029998040308,0.6721459426848395,1.6145289652097678e-06,1.455,3.671056845830528,5.927027610524996e-06,1.3,1.2555489814006753,9.674175522866838e-06,3.5059051023178464e-06,5.101091923872467e-06,1.2870376926696107e-05,1.673149000470494e-05,2.1007205232722866e-05
6282,primer-cosmos-east,5.673777,17782794100.38923,74.25574260142744,1026573.4688721788,6.011390036009583,0.4279721117206814,0.0887531145019526,-1.7080796687979816,0.3185692736908887,1.1463533647796758e-05,1.455,3.671056845830528,4.208328367515289e-05,1.3,17.266426754112874,0.0009446163156944559,2.4892747031751933e-05,3.6218946931199066e-05,9.138268940244049e-05,0.00011879749622317263,0.002051208267109411
9227,primer-cosmos-east,5.713857,38018939632.05613,165.23975068084368,443221.7511138085,5.646621065251302,0.5157519288997977,0.1641740633088022,-1.242840784473072,0.7838081580157983,1.1013719832339966e-05,1.455,3.671056845830528,4.0431991588571086e-05,1.3,5.614649345882271,0.0002951148916631346,2.3915988742068272e-05,3.479776361970934e-05,8.779695419637556e-05,0.00011413604045528824,0.0006408338448838766
