id,field,z_phot,M_msun,R_pc,Sigma,logSigma,f444w_flux,f150w_flux,color_mag,color_excess,z_N,emit_enhance,sersic_enhance,z_sersic,geom_factor,geff_factor,z_final,dmag_N,dmag_emit,dmag_sersic,dmag_geo,dmag_final
10696,primer-cosmos-east,5.6677623,2630267991.8953815,88.3758712353823,107197.01960438675,5.030182710847775,0.1548298000082258,0.0201041584355387,-2.216421636648676,-0.1897726941598057,1.424671864058607e-06,1.455,3.671056845830528,5.230051399614488e-06,1.3,1.5488847620365465,1.053097099279003e-05,3.093635645417363e-06,4.501239864082264e-06,1.1356912314614755e-05,1.4763986008999181e-05,2.2867712956259595e-05
11967,primer-cosmos-east,5.482298,1995262314.9688828,133.1464167047015,35825.40933663645,4.554191161292043,0.0550797282842516,0.0106947397637601,-1.7795539196361259,0.24709502285274443,7.173301296996897e-07,1.455,3.671056845830528,2.6333596833545464e-06,1.3,1.1060458920899263,3.786401658220383e-06,1.5576625851575956e-06,2.2663990614043014e-06,5.718267896736869e-06,7.43374826575793e-06,8.222066732172172e-06
14086,primer-cosmos-east,7.127323,3890451449.942805,78.36029237983924,201677.7705379764,5.304658031754039,0.1212609202208929,0.0107295677498714,-2.6328465832255117,-0.6061976407366414,2.376580382568437e-06,1.455,3.671056845830528,8.724561683094395e-06,1.3,2.4164268658120367,2.740694481650265e-05,5.160678729744956e-06,7.5087875517789114e-06,1.894514497996221e-05,2.4628688473950876e-05,5.9513424498170154e-05
14487,primer-cosmos-east,7.1692533,8511380382.023759,141.4839957719728,135342.90504908154,5.131435494101384,0.0583685269237209,0.0128816754999156,-1.6405159455437182,0.38613299694515213,2.8796601673957793e-06,1.455,3.671056845830528,1.057139617118376e-05,1.3,1.7786823826518354,2.4444102968632906e-05,6.253102602282906e-06,9.09826428632163e-06,2.2955495115791352e-05,2.984214365052876e-05,5.307969517176083e-05
15393,primer-cosmos-east,5.68946,1949844599.7580414,123.6962826516061,40563.63168385356,4.608136830685507,0.0431664520123244,0.0100997671420755,-1.5770874829445678,0.4495614595443025,7.54556748069306e-07,1.455,3.671056845830528,2.770020715567447e-06,1.3,1.1277651337582777,4.061112617646658e-06,1.6384991598468086e-06,2.3840162775771064e-06,6.015023557643195e-06,7.819530624936154e-06,8.81859400115807e-06
15850,primer-cosmos-east,7.0456376,12302687708.123812,76.68805100667778,665878.091776856,5.823394726295248,0.4006884030741802,0.0222623009802545,-3.138091807616932,-1.111442865128062,7.679286227383602e-06,1.455,3.671056845830528,2.8191096276128662e-05,1.3,9.497657003129731,0.00034807417186474127,1.6675358167541692e-05,2.4262646133773163e-05,6.121618775762994e-05,7.958104408491893e-05,0.000755833460669506
16083,primer-cosmos-east,4.57788,2238721138.568338,90.46193984352976,87079.98277822619,4.939918334478817,0.2600430696890656,0.0390294745534203,-2.0591314488754584,-0.03248250638658812,1.18462981619436e-06,1.455,3.671056845830528,4.3488433965152654e-06,1.3,1.4018690957301725,7.925461907668484e-06,2.5723909613563695e-06,3.7428288487735177e-06,9.443393448839875e-06,1.2276411483491837e-05,1.7209921865174208e-05
16408,primer-cosmos-east,4.574863,2630267991.8953815,91.36930141555192,100288.12654418287,5.001249518448306,0.2612199565997196,0.0415482575463049,-1.9961338448326862,0.030515097656184098,1.3779969339820851e-06,1.455,3.671056845830528,5.0587050780284115e-06,1.3,1.496685390221295,9.842676978840421e-06,2.9922823225400955e-06,4.3537707792958395e-06,1.0984838504818488e-05,1.4280290056264037e-05,2.137310149533282e-05
16563,primer-cosmos-east,5.0219927,3162277660.1683793,70.93498214271098,200045.69042207935,5.301129199823637,0.4834433285643447,0.0378438846120257,-2.7658746544820607,-0.7392257119931904,2.1339689301801923e-06,1.455,3.671056845830528,7.833921249927643e-06,1.3,2.399268017224843,2.4434379715732297e-05,4.633854654651215e-06,6.742258522517518e-06,1.7011143852541e-05,2.2114487008303302e-05,5.305858139635641e-05
17813,primer-cosmos-east,5.226693,1412537544.6227555,109.40921548419055,37561.447426557475,4.574742319410235,0.0928168315140719,0.0114922854442526,-2.2680508360461498,-0.24140189355727948,6.180087894455544e-07,1.455,3.671056845830528,2.26874539727754e-06,1.3,1.1138467368374954,3.2851450547144772e-06,1.3419890351195644e-06,1.9525940460989664e-06,4.926518034405181e-06,6.404473444726736e-06,7.133601847571267e-06
18893,primer-cosmos-east,4.8477397,4073802778.041122,166.86677167428374,46570.44626415152,4.668110399606124,0.0729431290781279,0.04617862078097,-0.4963585796128994,1.530290362875971,1.1686344693457094e-06,1.455,3.671056845830528,4.290123568965093e-06,1.3,1.1571711053012756,6.453729141831907e-06,2.537657506993882e-06,3.6922916726760984e-06,9.315884963423122e-06,1.2110650452450058e-05,1.4014094769979028e-05
19462,primer-cosmos-east,4.365069,1000000000.0,94.0519368287005,35984.431041054115,4.556114640337835,0.101507491886783,0.0144204138222803,-2.118800933940181,-0.0921519914513107,5.089566722829956e-07,1.455,3.671056845830528,1.8684088760156155e-06,1.3,1.1067527492557823,2.688226658343445e-06,1.1051853715017332e-06,1.608044715535022e-06,4.057198323963193e-06,5.274357821152152e-06,5.837410019118881e-06
19946,primer-cosmos-east,5.974449,3162277660.1683793,87.65106225812531,131019.4463220196,5.117335759805128,0.1480027123549141,0.0263662155652542,-1.8730546901232372,0.15359425236563307,1.7269961601794462e-06,1.455,3.671056845830528,6.3399010765497915e-06,1.3,1.7416700600483508,1.4354620655303605e-05,3.750124513170189e-06,5.456431166662625e-06,1.3766920266790298e-05,1.7896996346827392e-05,3.1170662702063976e-05
20187,primer-cosmos-east,6.6081676,14791083881.682072,72.95404931448154,884608.9366864552,5.946751322478769,0.4042006402575828,0.0441939300829077,-2.4030859320923974,-0.3764369896035271,9.705080751213809e-06,1.455,3.671056845830528,3.562790313108153e-05,1.3,14.011701500844195,0.0006489698069058187,2.107431508338811e-05,3.0663128446329705e-05,7.736500865806148e-05,0.00010057451125547992,0.0014092200303050795
21943,primer-cosmos-east,4.7154994,1148153621.496884,118.53507125803986,26010.960949182034,4.415156397071614,0.1255390502766613,0.0220545915368049,-1.8881995500076385,0.13844939248123178,4.6366219898443587e-07,1.455,3.671056845830528,1.7021302897346497e-06,1.3,1.065605719615535,2.3579397039537176e-06,1.00682967243034e-06,1.4649371733861447e-06,3.6961289615607074e-06,4.804967650028919e-06,5.120201010438433e-06
23571,primer-cosmos-east,4.760719,1258925411.794166,102.9091919716332,37839.18649373787,4.577941790914786,0.0716022870536406,0.0230264735028092,-1.2317486584161597,0.7949002840727106,5.855909920681055e-07,1.455,3.671056845830528,2.1497378202883087e-06,1.3,1.1151117865572306,3.116357375834746e-06,1.2715946825371453e-06,1.8501702630915464e-06,4.668096364449684e-06,6.068525273784589e-06,6.767084059817641e-06
26971,primer-cosmos-east,6.4066525,18620871366.628654,133.57555911087675,332197.3211095198,5.5213961259117506,0.341386951947941,0.0785303816098385,-1.5955230254695127,0.43112591701935754,6.673006609420604e-06,1.455,3.671056845830528,2.449698659578587e-05,1.3,3.9943412749356857,0.00012720412207242184,1.449024974087648e-05,2.108331337297528e-05,5.3194530509038635e-05,6.915288966175023e-05,0.00027622024145700216
27072,primer-cosmos-east,4.957128,1995262314968.8828,63.849597371654575,155787928.04819855,8.192533801313576,22.287690937037027,24.43837567091142,0.10001814950400258,2.1266670919928727,0.0014958580836131191,1.455,3.671056845830528,0.005491380058238875,1.3,30410.397103005136,217.09356267893799,0.003248214557117753,0.004726152180606331,0.011924380286633503,0.015501694372623555,471.4126816409024
27765,primer-cosmos-east,5.1726418,3467368504.5253096,83.07954313529999,159904.95740752952,5.203861928044926,0.2407418056465846,0.031105230454699,-2.2217952255962743,-0.195146283107404,1.9978112577793514e-06,1.455,3.671056845830528,7.334078694548186e-06,1.3,2.0,1.9068604605825286e-05,4.3381920256888356e-06,6.3120693973772566e-06,1.5925749534432405e-05,2.0703474394762132e-05,4.1406948789524265e-05
31668,primer-cosmos-east,5.6076913,7244359600.749891,65.8799880032613,531304.0231323845,5.725343104480374,0.6375844856809083,0.0536888255676489,-2.6866345922087733,-0.659985649719903,5.263747453092992e-06,1.455,3.671056845830528,1.9323516122400035e-05,1.3,7.056500600993612,0.0001772633240703333,1.143008236505291e-05,1.6630769841151983e-05,4.196048211463428e-05,5.454862674902457e-05,0.00038492241743786807
31770,primer-cosmos-east,5.77907,19952623149.688828,65.86514684958436,1463992.319903902,6.165538798421755,1.1580546699776224,0.1046995246569771,-2.609460880731225,-0.5828119382423549,1.4500831005804574e-05,1.455,3.671056845830528,5.3233374934090465e-05,1.3,28.702266667865256,0.0019862940798853345,3.148815444416253e-05,4.5815264716256484e-05,0.00011559480493481183,0.0001502732464152554,0.004313182791656487
32928,primer-cosmos-east,4.4581003,8317637711.026709,88.29622998359365,339598.5332437414,5.530965805819486,0.7332383751675383,0.1092351322820811,-2.067207118550793,-0.04055817606192269,4.509271607030085e-06,1.455,3.671056845830528,1.655379240269702e-05,1.3,4.094965531485849,8.812337209574161e-05,9.79175888168087e-06,1.424700917284567e-05,3.5946103475316434e-05,4.672993451791137e-05,0.00019135747113943787
40209,primer-cosmos-east,5.4609075,1905460717.9632444,96.23145359555866,65496.18972319246,4.816216035406668,0.1472200042328561,0.0187520384842549,-2.237295850634407,-0.21064690814553666,9.478323116907431e-07,1.455,3.671056845830528,3.479546296531677e-06,1.3,1.2621387118909564,5.709171104870271e-06,2.0581917136844636e-06,2.9946689434108944e-06,7.555738780553016e-06,9.82246041471892e-06,1.2397307535433248e-05
40642,primer-cosmos-east,4.63434,3548133892.3357606,99.40246644881638,114302.52023016714,5.0580558061607075,0.1279907936643481,0.0458587776689771,-1.1143906433871182,0.912258299101752,1.7086432495856188e-06,1.455,3.671056845830528,6.272526498473405e-06,1.3,1.604353187712832,1.308235224769072e-05,3.7102716741813737e-06,5.398445285933899e-06,1.3620618229394625e-05,1.7706803698213015e-05,2.8407966957433412e-05
40799,primer-cosmos-east,7.681151,4677351412.871982,72.90880432892983,280085.2092437072,5.447290175180421,0.1495580455410324,0.0131920127987987,-2.6362467926821513,-0.609597850193281,3.0709205429203084e-06,1.455,3.671056845830528,1.1273523882089199e-05,1.3,3.31815446434433,4.862948167772071e-05,6.6684192307681395e-06,9.702549980767643e-06,2.448014606797932e-05,3.182418988837312e-05,0.00010559757775224695
42464,primer-cosmos-east,5.3674827,20892961308.54041,104.96168627510784,603654.6198649973,5.780788528705892,0.8972310687822099,0.1460570661224725,-1.9709543275717636,0.0556946149171067,9.528351204930261e-06,1.455,3.671056845830528,3.497911892033679e-05,1.3,8.334827439227336,0.00037900839623038494,2.0690551749687063e-05,3.0104752795794676e-05,7.595619164469949e-05,9.874304913810934e-05,0.0008230062753892869
43445,primer-cosmos-east,5.696871,933254300.7969924,150.07226935186785,13190.13460592452,4.120249227563952,0.0361454043915147,0.0094462248040453,-1.4569870278141186,0.5696619146747517,2.9767893677095547e-07,1.455,3.671056845830528,1.092796298692569e-06,1.3,1.023690866708621,1.4542912671879399e-06,6.464015980922647e-07,9.405143252242452e-07,2.372977011832402e-06,3.0848701153821224e-06,3.157953362099049e-06
45179,primer-cosmos-east,7.1054926,14791083881.682072,59.43450155455832,1332824.2245296533,6.124772877583081,0.2461396585729854,0.0351413125968607,-2.1134090365706464,-0.0867600940817761,1.1912692480059606e-05,1.455,3.671056845830528,4.3732171281196665e-05,1.3,25.06392272592495,0.0014249296901174759,2.5868083043501248e-05,3.7638060828294314e-05,9.496320334535785e-05,0.0001234521643489652,0.0030941955075906515
47824,primer-cosmos-east,5.655495,9549925860.214369,104.23361021977952,279791.5324326653,5.446834566934171,0.2984700954318159,0.0599754347410591,-1.7423185493606517,0.2843303931282186,4.385718729607589e-06,1.455,3.671056845830528,1.6100222766213108e-05,1.3,3.314509450073053,6.937364265896305e-05,9.523467217241577e-06,1.3856644801086496e-05,3.49611895238973e-05,4.5449546381066494e-05,0.0001506429509815784
48498,primer-cosmos-east,4.453304,1288249551.6931322,183.0793189388025,12234.086617101255,4.087571550969365,0.0766188897336654,0.0135304804422611,-1.882556591426219,0.14409235106265128,3.3682883837224753e-07,1.455,3.671056845830528,1.2365178129795836e-06,1.3,1.021162376389406,1.6414911088550817e-06,7.314145292547468e-07,1.0642081400656567e-06,2.685064314760551e-06,3.4905836091887166e-06,3.5644526533450596e-06
48540,primer-cosmos-east,5.656249,912010839.3559115,129.66140636657602,17267.468467731214,4.237228671610118,0.0990061812406797,0.0147066042828918,-2.070374757185175,-0.04372581469630488,3.366958999299411e-07,1.455,3.671056845830528,1.2360297884008807e-06,1.3,1.035485433523481,1.6638580936772894e-06,7.311258570951144e-07,1.0637881220733914e-06,2.684004582852732e-06,3.489205957708552e-06,3.6130219437705527e-06
50325,primer-cosmos-east,6.427699,16218100973.58933,136.02620503510835,279000.4883350286,5.4456049634206325,0.1718035715894881,0.063577805246791,-1.079316640950666,0.9473323015382042,5.7072378703336655e-06,1.455,3.671056845830528,2.0951594654671644e-05,1.3,3.3047008026177704,9.001037717284024e-05,1.2393109569975886e-05,1.8031974424314912e-05,4.54958097279878e-05,5.914455264638415e-05,0.00019545505060097467
50988,primer-cosmos-east,4.526494,7762471166.286927,112.92731964664192,193754.62894167955,5.287252086919325,1.146513173053595,0.1184412810132794,-2.4646898827401214,-0.43804094025125107,3.2904063567018914e-06,1.455,3.671056845830528,1.2079268781334765e-05,1.3,2.3337831860548848,3.664751269623178e-05,7.14502661967507e-06,1.0396013731627228e-05,2.6229798885799526e-05,3.409873855153938e-05,7.95790626972641e-05
51514,primer-cosmos-east,4.43674,7585775750.291851,100.43890060929056,239357.05162863905,5.379046226630144,0.7682207048901791,0.1069966947161641,-2.140289115197525,-0.11364017270865467,3.6153188484245356e-06,1.455,3.671056845830528,1.3272041008369033e-05,1.3,2.831371485290868,4.8851502001519276e-05,7.850565130957972e-06,1.142257226554385e-05,2.88198708676417e-05,3.746583212793421e-05,0.0001060796887597274
51855,primer-cosmos-east,4.651201,10232929922.807537,94.25044203453028,366676.7183269399,5.564283335858807,0.5627795480139237,0.1440403491640696,-1.479635352203038,0.5470135902858322,5.197148903613237e-06,1.455,3.671056845830528,1.9079029061409998e-05,1.3,4.472418902778729,0.00011092823328718924,1.1285465452343819e-05,1.6420352233160257e-05,4.142958520721069e-05,5.385846076937391e-05,0.0002408775980195145
52084,primer-cosmos-east,7.07561,16982436524.61746,55.488546720226125,1755672.175207103,6.244443426268326,0.6759826556804638,0.0432296500806207,-2.985384582007786,-0.9587356395189155,1.465025571410655e-05,1.455,3.671056845830528,5.378192153243866e-05,1.3,37.38080021207337,0.002613534642973145,3.181262607554029e-05,4.6287370939911124e-05,0.00011678595873845894,0.00015182174635999663,0.00567521836853111
52124,primer-cosmos-east,4.833804,5623413251.903491,147.2682086334743,82533.85280308091,4.916632119095319,0.4421126626884445,0.0773312974378788,-1.8929441429175706,0.13370479957129966,1.8278457849917332e-06,1.455,3.671056845830528,6.710125782116377e-06,1.3,1.3708132862853546,1.1957828447202348e-05,3.9691166909601364e-06,5.7750647853469985e-06,1.457085300024942e-05,1.8942108900324247e-05,2.5966094550828547e-05
54661,primer-cosmos-east,5.667634,5754399373.371567,121.9266954000634,123211.86203931346,5.090652520898438,0.1574909363673108,0.0417783850677551,-1.4407597917106876,0.5858891507781827,2.259174370560087e-06,1.455,3.671056845830528,8.29355753896948e-06,1.3,1.6763724183464432,1.807401844078694e-05,4.905734813957489e-06,7.1378441543081476e-06,1.800923137260779e-05,2.341200078439013e-05,3.9247232373256906e-05
55423,primer-cosmos-east,5.408047,3090295432.5135922,88.75092882326122,124883.28484236864,5.096504313582168,0.6328233229416595,0.040824669442705,-2.9758994998250508,-0.9492505573361805,1.6667698994582912e-06,1.455,3.671056845830528,6.118807049830621e-06,1.3,1.6901819199620536,1.3444466161568089e-05,3.619344849685868e-06,5.266146756292938e-06,1.328682068786077e-05,1.7272866894219e-05,2.9194287330520066e-05
344,primer-uds-south,7.1353946,8317637711.026709,95.11385632924762,292659.44648609316,5.466362546870058,0.212919840980347,0.0221490617817633,-2.4571519964961723,-0.43050305400730204,4.186053412602357e-06,1.455,3.671056845830528,1.5367240037346127e-05,1.3,3.4760016413170267,6.944151707002623e-05,9.089899490227397e-06,1.3225803758280865e-05,3.336953775151072e-05,4.3380399076963934e-05,0.00015079033839251427
2480,primer-uds-south,4.684057,1778279410.0389228,168.19655201304698,20008.565349761517,4.301215950054563,0.1287479225702585,0.0332665154568174,-1.4693322940615072,0.5573166484273631,5.060943245659212e-07,1.455,3.671056845830528,1.857901034833702e-06,1.3,1.0442619999156566,2.5221760853650527e-06,1.0989698624076644e-06,1.5990011498031519e-06,4.03438083675309e-06,5.244695087779017e-06,5.476835781311936e-06
4620,primer-uds-south,5.7462945,10232929922.807537,81.08071303865651,495467.313268807,5.695015008699734,0.4844921554907088,0.0717974308582961,-2.0729446140504972,-0.04629567156162695,6.0413082609582644e-06,1.455,3.671056845830528,2.217798604916336e-05,1.3,6.4541819398430755,0.00018608298412678238,1.3118534206053522e-05,1.9087467269807874e-05,4.815888480439473e-05,6.260655024571315e-05,0.00040407406591175986
7830,primer-uds-south,5.5453625,4466835921.509635,130.2652787861676,83790.11389973178,4.923192780777409,0.1746560921831883,0.0332282498089002,-1.8016906801412136,0.2249582623476567,1.6414206108752689e-06,1.455,3.671056845830528,6.025748370440983e-06,1.3,1.3793117351337134,1.0804801072405728e-05,3.5642995689269696e-06,5.186055872788741e-06,1.3084746333100151e-05,1.7010170233030195e-05,2.3462327419040722e-05
9104,primer-uds-south,6.0930605,7244359600.749891,106.35932378958098,203844.4972694396,5.3092989922769,0.1776482333862145,0.0305895364426177,-1.9099699933547867,0.11667894913408361,3.2604157934288585e-06,1.455,3.671056845830528,1.1969171718720984e-05,1.3,2.439314154488221,3.795554098826906e-05,7.079902938981828e-06,1.030125877621856e-05,2.5990726151964917e-05,3.378794399755439e-05,8.241941004428974e-05
9791,primer-uds-south,5.0277753,1445439770.745928,111.88804446545645,36752.150841671275,4.565282760327307,0.18552269092645,0.0220293044225811,-2.31349062613103,-0.2868416836421597,6.183934376276957e-07,1.455,3.671056845830528,2.2701574626198256e-06,1.3,1.1101872256774694,3.27638975985998e-06,1.3428242880344546e-06,1.9538093390901314e-06,4.929584295336389e-06,6.408459583937306e-06,7.114589966357548e-06
11501,primer-uds-south,4.6799717,13489628825.916561,86.79155573125136,570026.6771407401,5.755895181047767,0.786012053311014,0.1317736010305254,-1.9390019791358304,0.0876469633530399,7.4399682563943006e-06,1.455,3.671056845830528,2.7312546400398114e-05,1.3,7.7305395330540625,0.0002744829356056464,1.615568579643701e-05,2.350652283381585e-05,5.9308440942097114e-05,7.710097322472625e-05,0.000596032121550689
14258,primer-uds-south,5.4718714,4265795188.0159345,164.2733944448308,50317.10718637642,4.701715664847635,0.1283600104241032,0.0234077993637161,-1.8476728934559512,0.17897604903291908,1.2430291819727473e-06,1.455,3.671056845830528,4.563230788048175e-06,1.3,1.1765145887510773,6.97931987216978e-06,2.6992035728773857e-06,3.9273411985365964e-06,9.908929754501747e-06,1.2881608680852272e-05,1.5155400539605218e-05
17986,primer-uds-south,4.940114,13182567385.564047,70.42326572571035,846092.4232806263,5.927417805980394,1.2830039782984,0.1803693668377593,-2.130163055683445,-0.10351411319457471,8.960503112846774e-06,1.455,3.671056845830528,3.28945162945019e-05,1.3,13.171211714332143,0.0005632388298620629,1.9457485284931323e-05,2.8310641089575074e-05,7.142953455789388e-05,9.285839492526205e-05,0.0012230575790136919
21488,primer-uds-south,5.413992,10715193052.376049,69.83585733604345,699347.7614665919,5.8446931890911955,1.1317268523578263,0.0914372530164102,-2.731546125200897,-0.7048971827120267,7.3446327793852005e-06,1.455,3.671056845830528,2.696256444487334e-05,1.3,10.146330523925469,0.00035564241781942373,1.5948667438463676e-05,2.3205311122964654e-05,5.8548464781846517e-05,7.611300421640047e-05,0.0007722676979485321
22358,primer-uds-south,4.6764946,3019951720.402019,105.99213398821126,85566.32013458002,4.93230285512111,0.0725801309928383,0.0274571670541884,-1.0554050540854556,0.9712438884034147,1.3638761017584884e-06,1.455,3.671056845830528,5.0068667002251526e-06,1.3,1.3914365640443114,9.056758617385915e-06,2.961619324967147e-06,4.309156117827199e-06,1.0872272897664632e-05,1.4133954766964022e-05,1.9666501457302133e-05
23107,primer-uds-south,4.9525127,1258925411.794166,169.02787965091744,14025.98726394513,4.1469334402093585,0.0852243719097751,0.0160680395838029,-1.8115022907004594,0.21514665178841086,3.565251835617446e-07,1.455,3.671056845830528,1.308824215825328e-06,1.3,1.025978093061693,1.7456724650370668e-06,7.74184599402048e-07,1.12643859212998e-06,2.842075673571453e-06,3.6946983756428892e-06,3.7906795938802264e-06
25430,primer-uds-south,7.1282,14125375446.227554,73.30048856467192,836828.3575038185,5.922636388658428,0.1494159858038104,0.0233863409067107,-2.013586970842822,0.013061971646048498,9.224475598947195e-06,1.455,3.671056845830528,3.386357429671176e-05,1.3,12.971861692590126,0.0005710556828518034,2.00306942553698e-05,2.9144660141563057e-05,7.353381727291353e-05,9.55939624547876e-05,0.001240031659610158
28931,primer-uds-south,7.9047303,40738027780.41122,64.03652116954194,3162238.823205317,6.499994666255105,0.4955814110285065,0.0417457748440699,-2.686256203657721,-0.6596072611688508,3.0452350878136112e-05,1.455,3.671056845830528,0.00011179231116281486,1.3,88.94256072378307,0.012926022751265927,6.612643973678079e-05,9.621396981701604e-05,0.00024275391928610894,0.0003155800950719416,0.028068501769153403
29392,primer-uds-south,7.4709635,22387211385.683376,99.15001900293842,724877.340053729,5.860264523750797,0.2817244007038482,0.0351745718229047,-2.2589891105107256,-0.2323401680218553,1.080825926682374e-05,1.455,3.671056845830528,3.967773417298453e-05,1.3,10.651701758286766,0.0005494260081117785,2.3469836792806178e-05,3.414861253353299e-05,8.615910502875632e-05,0.00011200683653738323,0.001193063417685383
30157,primer-uds-south,4.726915,1122018454.3019652,140.7088541482793,18038.784673682134,4.256207274486787,0.0572195401318723,0.0168915882105202,-1.324684694027243,0.7019642484616273,3.817043675665541e-07,1.455,3.671056845830528,1.4012584316386104e-06,1.3,1.0378894254429545,1.8906567010636409e-06,8.288605027626248e-07,1.2059920315196191e-06,3.0427940229052673e-06,3.955632229776848e-06,4.105508862226725e-06
30191,primer-uds-south,4.036579,2089296130.8540409,143.98042061934908,32080.656814375474,4.506243251380791,0.1184423555772603,0.0194405851416999,-1.9619942585749226,0.06465468391394769,6.946165357684293e-07,1.455,3.671056845830528,2.549976788859778e-06,1.3,1.0898611526522626,3.612856835046203e-06,1.5083406426149077e-06,2.1946356350046908e-06,5.537204241915874e-06,7.1983655144906375e-06,7.845218936835063e-06
30520,primer-uds-south,5.349781,4265795188.0159345,125.41466121274044,86328.36359410538,4.936153508676872,0.1471384815861304,0.0365291588270728,-1.512716495839253,0.5139324466496173,1.6281718671652469e-06,1.455,3.671056845830528,5.977111479145652e-06,1.3,1.3966773204774574,1.0852524858354663e-05,3.5355302874999046e-06,5.144196568312362e-06,1.2979132665567699e-05,1.687287246523801e-05,2.3565958303506494e-05
32880,primer-uds-south,4.7559557,2884031503.1266117,103.41219140791682,85843.3474581816,4.933706644585471,0.1613611409491521,0.0197371301299558,-2.2812873787982437,-0.25463843630937344,1.3349863168176446e-06,1.455,3.671056845830528,4.900810657443496e-06,1.3,1.3933390593091024,8.877038184682648e-06,2.8988859540512463e-06,4.217879063144564e-06,1.0641975126901789e-05,1.3834567664972325e-05,1.9276243496260664e-05
33445,primer-uds-south,4.34576,3801893963.2056127,148.13361631268566,55149.66477491557,4.741542876942178,0.1234776992568293,0.0627364815195542,-0.7351709260957309,1.2914780163931394,1.2285559243507574e-06,1.455,3.671056845830528,4.5100986365735e-06,1.3,1.2025449517915636,7.050675251741519e-06,2.6677752932754138e-06,3.881613051715727e-06,9.79355475351625e-06,1.2731621179571126e-05,1.531034677761581e-05
33898,primer-uds-south,4.545273,2089296130.8540409,109.44208787273796,55524.082131524745,4.744481387958761,0.0689757754562705,0.0247899018817562,-1.1110544596824137,0.9155944828064566,9.138274217263575e-07,1.455,3.671056845830528,3.354712412436206e-06,1.3,1.2046110998600166,5.253460951516476e-06,1.984351033338164e-06,2.887230753507029e-06,7.284665445466949e-06,9.470065079107033e-06,1.140774551068906e-05
36872,primer-uds-south,7.135115,7244359600.749891,79.31382445272976,366566.13787096296,5.564152343836736,0.2133764536803566,0.0155709959469545,-2.8420752530354476,-0.8154263105465773,4.372196416636526e-06,1.455,3.671056845830528,1.605058158660922e-05,1.3,4.470848230186899,9.328762856395096e-05,9.494103887712068e-06,1.3813921156621062e-05,3.4853395072011624e-05,4.5309413593615115e-05,0.00020257151157582036
37557,primer-uds-south,5.655718,15848931924.611109,144.48232119913436,241668.86745550254,5.383220706828277,0.6300669594057948,0.0710715170380277,-2.3692278005811898,-0.34257885809231947,5.250901184370353e-06,1.455,3.671056845830528,1.9276356739662414e-05,1.3,2.8579677362858833,7.161856732561977e-05,1.1402187046956468e-05,1.659018215332166e-05,4.1858076816169715e-05,5.441549986102064e-05,0.00015551774295666595
37751,primer-uds-south,5.3592114,4466835921.509635,69.87817287995404,291183.69018913934,5.4641670455749685,0.5543057916727511,0.0394303541483216,-2.8697968464790473,-0.843147903990177,3.059898458540937e-06,1.455,3.671056845830528,1.1233061183772987e-05,1.3,3.457297146276702,5.0486839486992925e-05,6.644485078642975e-06,9.667725789425529e-06,2.4392282434971088e-05,3.1709967165462414e-05,0.00010963077898968113
37878,primer-uds-south,4.7731967,3019951720.402019,141.10773680466824,48277.911533356455,4.6837484745745055,0.1396167894647467,0.0328280138384266,-1.571732598029216,0.45491634445965423,1.02446642398507e-06,1.455,3.671056845830528,3.7608744790939115e-06,1.3,1.165893671839609,5.7002136824862794e-06,2.224600574159365e-06,3.2367938354018767e-06,8.16663516700626e-06,1.0616625717108138e-05,1.2377856739866027e-05
39711,primer-uds-south,5.461955,3090295432.5135922,118.3386882015886,70241.96070480224,4.846596625782323,0.0688377936790444,0.0162412147141649,-1.5680210859877817,0.4586278565010886,1.2500339403761557e-06,1.455,3.671056845830528,4.5889456543383965e-06,1.3,1.291140113251968,7.702463355404484e-06,2.714414212485714e-06,3.9494726791667144e-06,9.964768877165362e-06,1.2954199540314971e-05,1.672568666157086e-05
44435,primer-uds-south,5.1732736,977237220.9558111,98.62308043066938,31981.070786792912,4.504893000655063,0.1361026936528697,0.0125178321950522,-2.590843987829481,-0.5641950453406106,4.7431842187405633e-07,1.455,3.671056845830528,1.7412498897242868e-06,1.3,1.089443051795348,2.466090371939402e-06,1.0299693664248064e-06,1.4986054281480935e-06,3.781076093609517e-06,4.9153989216923726e-06,5.3550472020401005e-06
45383,primer-uds-south,4.8551655,1230268770.812381,118.60664697163948,27837.617956935457,4.444632070291314,0.1010903059242556,0.0235939755900017,-1.5797709626570875,0.4468779798317828,4.965231788748641e-07,1.455,3.671056845830528,1.8227648149221055e-06,1.3,1.0726365508266913,2.5417134132601895e-06,1.0781863836120734e-06,1.568761188155567e-06,3.958083504640362e-06,5.14550855603247e-06,5.519260549791898e-06
45637,primer-uds-south,4.5362873,9549925860.214369,109.9240731348419,251573.27444259718,5.40066450251807,0.4291730607619723,0.135416424928694,-1.252402773625024,0.7742461688638462,4.158682293684109e-06,1.455,3.671056845830528,1.526675910386325e-05,1.3,2.973348826308963,5.901142034191752e-05,9.030463860678834e-06,1.3139324917287705e-05,3.315134617677021e-05,4.3096750029801276e-05,0.0001281416711188404
