id,field,z,m_f444w,color,logSigma,reff_kpc
50300,primer-cosmos-west,5.6961317,27.50564426090893,-1.4285773995871445,-9.354918934509,0.15008269342514519
50560,primer-cosmos-west,5.145899,26.198004133158065,-2.279442946816687,-8.39035729609256,0.09027714609838806
51657,primer-cosmos-west,4.7941256,24.621918904279667,-2.490558668963242,-7.655730342564506,0.08007213167615052
53626,primer-cosmos-west,5.6552424,25.240458768110138,-1.7525449487432532,-8.132219759188077,0.10423609330794172
54067,primer-cosmos-west,5.6564326,26.43431283462158,-2.0333685793766207,-8.79933155994534,0.1296591627943341
55716,primer-cosmos-west,4.438319,24.19094830743045,-2.135757955325573,-7.680043547879625,0.10042275056217166
1498,gds,4.6633844,25.346054847646123,-2.9582296707598807,-7.853833165662083,0.07206188418034794
2981,gds,4.812245,27.02595426315569,-1.7379139541495618,-8.927137673192586,0.11438734607843122
3099,gds,5.458368,25.752049995080963,-2.641511855214347,-8.026460364281316,0.0729155545516948
5434,gds,4.1072683,24.308423052367193,-2.1334890511263964,-7.990890809057242,0.13606950160423822
14381,gds,5.44441,27.076934902811843,-1.9440075128375227,-8.721951849371482,0.08822444685490777
14605,gds,6.9280586,25.6608537573703,-0.7421400824088273,-8.485347350727945,0.1289742241066029
16053,gds,6.9018006,27.648727765321922,-0.7901869466603344,-8.93365172806778,0.08651278858910993
18537,gds,4.277338,24.98616982133328,-1.410093195074328,-8.372057681444748,0.15445247659225816
22388,gds,7.18187,22.693163385844215,-0.785474051405533,-6.502859131862657,0.051617490766362045
23636,gds,7.1328406,25.637272113647573,-2.2372616374010406,-8.161854173405269,0.08984060419451027
23868,gds,8.927632,27.19235321813025,-2.742110936482284,-8.793833528127875,0.09087535500375511
29303,gds,5.9859753,26.013933138470712,-1.4148677027756484,-8.635610905799192,0.13032232675744793
32147,gds,4.603241,24.179641195400905,-1.801764303843683,-7.707745421571125,0.10421841686410552
32402,gds,4.9424376,26.96637091876979,-1.7025281636208227,-8.88070936484026,0.11145010928298252
35367,gds,5.489472,24.638039617410875,-3.011602430178229,-7.4590414141112005,0.06337424282665512
37563,gds,5.7131443,26.490123155508204,-0.8008258392467766,-8.916187236149963,0.1445669394743945
39509,gds,4.2876787,26.94790154444003,-1.7616840390704098,-8.844374963091532,0.10779712363249555
41129,gds,7.1333513,26.125056711929286,-3.7810735805374875,-8.120231687436132,0.06840762320978455
44531,gds,7.1240745,26.299215321801988,-2.087429564202381,-8.510601063848538,0.0989594943584412
45202,gds,7.1312556,25.57486327908964,-3.3017101249387686,-8.13143157672064,0.08927772862245316
46221,gds,4.0452294,25.412348928578933,-1.7711758692800466,-8.108435055289704,0.09370175862178227
46281,gds,4.789628,25.61887518683305,-2.0896411462453344,-8.235682153666167,0.0986429472163686
51983,gds,7.1353054,26.349132372689397,-2.719419753736638,-8.224872963055684,0.06960012298027199
52017,gds,6.3311334,26.402471907770618,-1.4290165085172255,-8.892855541242294,0.14653230763618522
64049,gds,5.2713456,27.041227813078024,-2.0946543076919006,-8.639301934593444,0.08154651482482295
65646,gds,5.658066,25.854789235291847,-2.463987976759263,-8.246190764195795,0.08956483600565815
66116,gds,6.846422,25.28630362039172,-2.147889885594438,-8.136987455609113,0.1026202347336458
