id,field,group,z_phot,n_bands,ir_excess,r_eff,z_dist_pred,chi2nu_null,chi2nu_geff,delta_chi2_nu,delta_BIC,verdict
44531,gds,Silver,7.124074,6,6.838673,98.959494,0.094878,20.205416,21.468459,-1.263043,-5.052171,Null wins
46221,gds,Silver,4.045229,7,5.110582,93.701759,0.025506,342.078626,348.941910,-6.863283,-34.316416,Null wins
46281,gds,Silver,4.789628,7,6.852617,98.642947,0.038219,8.540575,8.530852,0.009723,0.048615,Weak
51983,gds,Silver,7.135305,7,12.239619,69.600123,0.095210,247.635458,258.509651,-10.874193,-54.370967,Null wins
64049,gds,Silver,5.271346,7,6.884331,81.546515,0.047869,68.783842,70.905384,-2.121542,-10.607711,Null wins
65646,gds,Silver,5.658066,7,9.673757,89.564836,0.056396,992.821857,1012.632751,-19.810894,-99.054471,Null wins
66116,gds,Silver,6.846422,7,7.230294,102.620235,0.086844,61.086177,68.212324,-7.126147,-35.630734,Null wins
1470,primer-uds-north,Noise,5.396759,7,3.554977,146.571828,0.050559,10.476975,10.622154,-0.145179,-0.725896,Neutral
7991,primer-uds-north,Noise,5.655741,7,41.911829,127.573151,0.056342,2127.340634,2180.253290,-52.912656,-264.563280,Null wins
10404,primer-uds-north,Noise,5.655996,7,18.724005,83.287287,0.056348,1336.937281,1372.229802,-35.292522,-176.462608,Null wins
19416,primer-uds-north,Noise,5.433182,7,3.565126,167.726150,0.051353,24.529909,25.189468,-0.659559,-3.297796,Neutral
33332,primer-uds-north,Noise,4.541976,7,2.970534,151.494182,0.033688,138.434459,138.178938,0.255520,1.277602,Weak
42014,primer-uds-north,Noise,4.551596,7,5.152938,191.766970,0.033859,10.709522,10.674653,0.034869,0.174346,Weak
42859,primer-uds-north,Noise,6.580927,7,28.920196,79.065149,0.079488,192.109651,34.476169,157.633482,788.167410,Weak
56783,primer-uds-north,Noise,5.313366,7,21.478870,87.920315,0.048762,38.587590,40.043449,-1.455860,-7.279298,Null wins
61010,primer-uds-north,Noise,7.134196,7,4.252754,145.640562,0.095178,7.586534,7.908720,-0.322185,-1.610927,Neutral
4278,primer-cosmos-east,Noise,5.658226,7,3.481779,166.725763,0.056399,37.171763,37.906315,-0.734552,-3.672760,Neutral
9227,primer-cosmos-east,Noise,5.713857,7,3.141495,165.239751,0.057682,998.305817,1006.247887,-7.942070,-39.710352,Null wins
15850,primer-cosmos-east,Noise,7.045638,7,17.998517,76.688051,0.092573,559.541224,578.934739,-19.393515,-96.967577,Null wins
18893,primer-cosmos-east,Noise,4.847740,7,1.579587,166.866772,0.039325,103.352188,102.482448,0.869740,4.348702,Weak
43445,primer-cosmos-east,Noise,5.696871,7,3.826439,150.072269,0.057289,6.567525,6.791563,-0.224038,-1.120190,Neutral
48498,primer-cosmos-east,Noise,4.453304,7,5.662688,183.079319,0.032138,8.562978,2.950761,5.612217,28.061084,Weak
52124,primer-cosmos-east,Noise,4.833804,7,5.717125,147.268209,0.039058,120.350119,120.878214,-0.528095,-2.640475,Neutral
2480,primer-uds-south,Noise,4.684057,7,3.870196,168.196552,0.036251,7.482199,7.533434,-0.051235,-0.256175,Neutral
14258,primer-uds-south,Noise,5.471871,7,5.483643,164.273394,0.052204,42.644007,43.531330,-0.887323,-4.436617,Neutral
23107,primer-uds-south,Noise,4.952513,7,5.303968,169.027880,0.041360,7.882082,7.544959,0.337123,1.685614,Weak
33445,primer-uds-south,Noise,4.345760,7,1.968196,148.133616,0.030310,222.915747,182.422252,40.493495,202.467475,Weak
37557,primer-uds-south,Noise,5.655718,7,8.865253,144.482321,0.056342,983.856854,1006.771570,-22.914716,-114.573581,Null wins
47509,primer-uds-south,Noise,5.659403,7,4.739710,196.775371,0.056426,117.535860,120.503579,-2.967719,-14.838593,Null wins
48686,primer-uds-south,Noise,4.843895,7,3.266593,188.834393,0.039251,1.178895,1.143473,0.035422,0.177108,Weak
59971,primer-uds-south,Noise,5.391544,7,3.624247,146.738890,0.050445,9.975323,10.124676,-0.149353,-0.746764,Neutral
66511,primer-uds-south,Noise,7.130755,7,40.221406,111.285086,0.095076,1100.902436,1141.645149,-40.742713,-203.713565,Null wins
68947,primer-uds-south,Noise,5.655997,7,17.991009,82.594081,0.056348,1342.731202,1378.063542,-35.332340,-176.661699,Null wins
20897,ceers-full,Noise,4.533114,6,29.348937,66.447932,0.033531,400.273190,388.873226,11.399964,45.599857,Weak
22239,ceers-full,Noise,7.131442,6,30.527660,63.884953,0.095096,25.735622,26.893397,-1.157775,-4.631099,Null wins
41913,ceers-full,Noise,5.245997,6,24.568089,61.633787,0.047334,7910.370370,8079.027728,-168.657358,-674.629432,Null wins
7242,primer-cosmos-west,Noise,5.658755,7,3.550491,166.717455,0.056411,36.206162,36.944975,-0.738813,-3.694063,Neutral
16152,primer-cosmos-west,Noise,5.714366,7,3.121526,165.231868,0.057694,998.305664,1006.314036,-8.008371,-40.041856,Null wins
25633,primer-cosmos-west,Noise,7.051051,7,17.879786,76.652870,0.092731,558.172967,577.521965,-19.348999,-96.744994,Null wins
30145,primer-cosmos-west,Noise,5.664630,7,6.580006,149.961908,0.056546,101.315541,103.718441,-2.402901,-12.014504,Null wins
50300,primer-cosmos-west,Noise,5.696132,7,3.727614,150.082693,0.057272,6.756312,6.976860,-0.220548,-1.102741,Neutral
18537,gds,Noise,4.277338,7,3.664690,154.452477,0.029177,872.015133,880.241465,-8.226333,-41.131664,Null wins
37563,gds,Noise,5.713144,7,2.090886,144.566939,0.057666,269.711408,270.650157,-0.938748,-4.693740,Neutral
41129,gds,Noise,7.133351,7,32.540890,68.407623,0.095153,307.006307,322.100136,-15.093829,-75.469144,Null wins
45202,gds,Noise,7.131256,7,20.925895,89.277729,0.095090,535.289015,564.949178,-29.660163,-148.300817,Null wins
52017,gds,Noise,6.331133,7,3.729122,146.532308,0.072858,246.258136,12.971811,233.286325,1166.431627,Weak
