id,field,ra,dec,f090w_flux,f090w_fluxerr,f105w_flux,f105w_fluxerr,f115w_flux,f115w_fluxerr,f115wn_flux,f115wn_fluxerr,f125w_flux,f125w_fluxerr,f140w_flux,f140w_fluxerr,f150w_flux,f150w_fluxerr,f150wn_flux,f150wn_fluxerr,f160w_flux,f160w_fluxerr,f200w_flux,f200w_fluxerr,f200wn_flux,f200wn_fluxerr,f277w_flux,f277w_fluxerr,f356w_flux,f356w_fluxerr,f410m_flux,f410m_fluxerr,f435w_flux,f435w_fluxerr,f444w_flux,f444w_fluxerr,f475w_flux,f475w_fluxerr,f606w_flux,f606w_fluxerr,f775w_flux,f775w_fluxerr,f814w_flux,f814w_fluxerr,f606wu_flux,f606wu_fluxerr,f850lp_flux,f850lp_fluxerr,f110w_flux,f110w_fluxerr,f182m_flux,f182m_fluxerr,f210m_flux,f210m_fluxerr,f150w2-f162m_flux,f150w2-f162m_fluxerr,f250m_flux,f250m_fluxerr,f300m_flux,f300m_fluxerr,f335m_flux,f335m_fluxerr,f350lpu_flux,f350lpu_fluxerr,f430m_flux,f430m_fluxerr,f460m_flux,f460m_fluxerr,f480m_flux,f480m_fluxerr,f814wu_flux,f814wu_fluxerr,f850lpu_flux,f850lpu_fluxerr,z_phot,z_phot16,z_phot84,av,av_err,lbol,lbol_err,muv,muv_err,r_eff_16_pix,r_eff_50_pix,r_eff_84_pix,r_eff_16_phys,r_eff_50_phys,r_eff_84_phys
71037,primer-uds-north,34.446952703995976,-5.086685438086616,0.02541915240599491,0.009141009783385529,-99.0,-99.0,0.02563915448933157,0.009186393960846091,,,-99.0,-99.0,-99.0,-99.0,0.031224074291575872,0.00830536595870425,,,-99.0,-99.0,0.04311117379534837,0.0064494701683662815,,,0.1749836442531531,0.005282267126367308,0.4464929041249643,0.005288793940786035,0.6571055461417419,0.009315615302305052,-99.0,-99.0,0.4590818416784424,0.007544826665797922,,,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.849483,6.072962,6.891432,1.4000000000000001,0.09963820035684745,45.7036248700976,0.16262039236489254,-18.214225486236323,0.09963820035684812,0.27630442261695864,0.3230914771556854,0.43111097693443295,58.51341706501422,68.42158433044855,91.2970417040365
71893,primer-uds-north,34.356130376619554,-5.084246459987784,0.011346139339888083,0.008278345674270028,-99.0,-99.0,0.01750183978194683,0.008478137272521988,,,-99.0,-99.0,-99.0,-99.0,0.024795766549929057,0.007253181540571105,,,-99.0,-99.0,0.02049235909254266,0.005762895041057703,,,0.04075106348764383,0.004573021231879194,0.09327384810134688,0.00416509087759915,0.08687657972786156,0.007672101332236501,-99.0,-99.0,0.10447386978335785,0.006279302204832291,,,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.429184,5.7084055,6.6415253,1.7000000000000002,0.12025071942779064,44.937835358635304,0.2813304747285271,-18.516175992769384,0.12025071942779064,0.40975325465202334,0.6102591156959534,0.9655652594566344,90.02383324389078,134.07548138606464,212.1371457494266
4278,primer-cosmos-east,150.13230609496728,2.16969237330149,0.030213488051343333,0.007940571354528468,-99.0,-99.0,0.03615317171158691,0.005342919368767524,,,-99.0,-99.0,-99.0,-99.0,0.03540074847024834,0.0044289078242004615,,,0.04891002401281489,0.13429430377706184,0.029530093650037084,0.005312848611630574,,,0.03880388270429407,0.003121765597493913,0.1104080170109673,0.004257300570938744,0.06675015298396278,0.007882557831397699,0.002133690751509678,0.005281998091110496,0.12325758214510969,0.004190298255520567,0.00926267831214642,0.010733351973929548,0.003660138451728615,0.004734150252525293,,,0.02210571626301434,0.005100946829943741,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6582265,5.633438,5.680078,2.1,0.15131078199540693,44.95604445568988,0.23404928402946784,-18.682312022164837,0.11287362807802204,0.5407502055168152,0.7071452438831329,0.932979998588562,127.49430425541519,166.72576349784188,219.9715036457218
6282,primer-cosmos-east,150.14915417262176,2.1839552062959657,0.07163705414427576,0.00734911739987787,-99.0,-99.0,0.12402670207736699,0.005921610405860005,,,-99.0,-99.0,-99.0,-99.0,0.08875311450195265,0.004880145316120567,,,-0.0066440939319444186,0.15663208458513875,0.1030545852374879,0.005261440650212159,,,0.14542347696401517,0.0031617814963200833,0.274023120514612,0.004836603237304075,0.22025925081094233,0.008450961758675454,-0.008881927528883672,0.005722923476443723,0.4279721117206814,0.004284240949272322,-0.013692792136113933,0.011791544642798819,-0.0034922906229320635,0.005746778400571912,,,0.03554150756868772,0.0070810166995014835,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.673777,5.6488457,5.687664,1.8,0.15016635081592733,45.358567732265605,0.27238624096972175,-19.83129225899538,0.1117291968985441,0.2721880376338959,0.31540752947330475,0.41820451498031613,64.08066698813818,74.25574260142744,98.45702438045791
9227,primer-cosmos-east,150.12492421630216,2.214572200483446,0.16161423089072502,0.005455146068768387,-99.0,-99.0,0.20304645120075376,0.005542435196612297,,,0.19702710780462046,0.013074534215310359,0.15343828554376454,0.025532978866255718,0.16417406330880227,0.004631456274730963,,,0.16007436621155727,0.012770903560102225,0.1939353460127578,0.003834412614419557,,,0.261896171680606,0.0034167462588063496,0.6818771586465453,0.003714060645813178,0.261380076044042,0.005653393527814592,-0.0032051339965363107,0.004084201129859147,0.5157519288997977,0.004812982430866616,0.0054216569137122235,0.012030009880141516,0.012460557915500593,0.007170090452273731,,,0.09678630573562892,0.0069529209080319105,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.713857,5.677495,5.766107,0.0,0.15392173972397738,44.630865890131304,0.25680490801564226,-20.6002220843258,0.11548458580659293,0.6282516026496887,0.7045189440250397,0.7976528477668762,147.35180518153018,165.23975068084368,187.0836246671304
10696,primer-cosmos-east,150.1495153793968,2.2286532067228113,0.010241408096756076,0.005816778142880802,-99.0,-99.0,0.026728141613412127,0.005862006960255378,,,0.029232927201458935,0.01341174605242075,0.009038722637588335,0.02595364977151187,0.020104158435538706,0.004956728977575381,,,0.001223916620074294,0.012195195887603587,0.028490924798782114,0.003971568564537836,,,0.04083188014438613,0.0024765553472655285,0.11532962358955105,0.0024099341478876334,0.08196533889467719,0.004212785313406855,-0.00478268626268862,0.005792437736961672,0.1548298000082258,0.0034964148759680344,0.006104833008087407,0.007020908868173008,0.002294732749751422,0.005472118023295324,,,0.004997706246818479,0.005594226234141256,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6677623,5.647373,5.6844573,1.2000000000000002,0.15120992303038416,44.54897787202853,0.2985035526472486,-17.913941567128244,0.11277276911300049,0.30054656028747556,0.3751714378595352,0.5204236125946045,70.79713813967766,88.3758712353823,122.5916621929334
11967,primer-cosmos-east,150.1368162018058,2.2375628581426503,0.017332681076073463,0.005267716921812319,-99.0,-99.0,0.01184264718054283,0.004742222103805849,,,0.003768588811585499,0.014473184161222811,0.014370878645600065,0.009018882298131517,0.01069473976376012,0.004016670004623961,,,-0.0015979762928413459,0.012752361964772219,0.011573203618330873,0.0032889559631474998,,,0.017258384957685474,0.002184865922926921,0.042879483649032976,0.002052838936263003,0.057459231940368005,0.0038701669099954626,6.534281866410379e-05,0.003346733882197592,0.05507972828425164,0.0031036511252038176,0.017273598305019195,0.014243906373279835,0.006600642237504106,0.0068623365945275575,,,0.0073140407513634775,0.008764206839965828,0.012776233812965497,0.007894001445267114,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.482298,5.350056,6.710068,3.1,0.292845474886098,45.011070952798974,0.12135558858792422,-17.70741974049986,0.2544083209687127,0.3850608992576599,0.555377870798111,0.8610315918922424,92.31458731974715,133.14641670470147,206.4239091219961
14086,primer-cosmos-east,150.14935997753886,2.252564342128723,0.0012625659486201928,0.004836574348218543,-99.0,-99.0,0.017524723676788756,0.004737978457294617,,,0.004634918087856615,0.012845769615060128,0.053203204332465975,0.024075809509367923,0.010729567749871475,0.0038315090362954973,,,0.0005960331767404847,0.009342455410558746,0.011834287349718604,0.003188293892366214,,,0.030505691688305442,0.002100623966142556,0.0741179548382371,0.0020000882905311865,0.1488678288619819,0.0038041867690560005,-0.00102925752432292,0.003861992712443203,0.12126092022089291,0.003017826892899372,0.006680552235374158,0.01218362455310373,0.00022890698609238637,0.0062028412073031345,,,0.013203872924878202,0.007602355914302975,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.127323,5.441244,7.147128,1.9000000000000001,0.21619111122108925,45.30666451987038,0.14162979521404584,-17.672069166585732,0.21619111122108947,0.3029005825519562,0.3788807541131973,0.5248265504837035,62.6460382405794,78.36029237983924,108.54486932402611
14487,primer-cosmos-east,150.12353516120825,2.254835218295432,0.0010030089499984626,0.005629217239589437,-99.0,-99.0,0.025179331190402277,0.005676032115570938,,,0.034944645045237276,0.01531468862094411,0.012252398625382788,0.010054038706248042,0.012881675499915684,0.004704608833960807,,,0.02874483286904313,0.013444654859614836,0.024445922920070928,0.003890956867459729,,,0.02148592010483202,0.0026565487922708465,0.0445964811489493,0.0024438117756660814,0.07362528099183023,0.005039089017496177,0.003217602138157183,0.004014805855971585,0.058368526923720965,0.00415676008740564,0.027248807505366228,0.014629044327703249,-0.01482707865846636,0.0068700360463040885,,,0.002284671581298786,0.009243451996754557,0.0017169402088915361,0.008019702392847846,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.1692533,7.0069613,7.4625435,2.0,0.16495949920980657,45.02603779455422,0.36023340315559815,-18.42799352396667,0.1265223452924218,0.4640827298164368,0.6865074932575226,1.070608983039856,95.64393634165893,141.48399577197281,220.644404201756
15393,primer-cosmos-east,150.1606400419916,2.260086902949174,0.012130071727229163,0.004187483621318204,-99.0,-99.0,0.014728044197664726,0.004095456181284398,,,0.010438951488356475,0.012690238184394565,-0.011376234883261338,0.024975582019269204,0.0100997671420755,0.003299863548419937,,,0.015626337163655676,0.01074424802390868,0.010741311409314159,0.0027290660292353503,,,0.014921412806906485,0.0020069940571401513,0.03448993990456825,0.0018703629107546496,0.009592088716265608,0.003493548700331449,-0.020836991438542896,0.0053977607015036535,0.04316645201232445,0.002767423011886543,-0.006239136387576218,0.011204382004673127,-0.010467712439733302,0.005509494994265306,,,0.013748137494001729,0.006606251089163349,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.68946,5.659401,5.9460554,1.4000000000000001,0.18283698274406257,44.07797773646327,0.198192479556151,-17.60131108719087,0.14439982882667657,0.35694588780403136,0.5261861681938171,0.8921098852157593,83.91113658630518,123.6962826516061,209.71793480761642
15850,primer-cosmos-east,150.124732216842,2.262793675222228,0.020811152339907775,0.003697985682618576,-99.0,-99.0,0.022560900489762028,0.003595853660713686,,,0.027541555771126828,0.013580166539187349,0.03025692651808777,0.009427483339142466,0.022262300980254522,0.002930306037799628,,,0.016093131409900575,0.011533254100321284,0.0302518043608771,0.0024596298158581476,,,0.05120163619344977,0.0018692751224711457,0.16525354904985495,0.0019216061785490106,0.215740095568979,0.0035371903372512867,0.0010729449975037276,0.0033069366946546167,0.4006884030741802,0.003093408271620256,0.010623238142776362,0.012530217108193813,0.005950116095596971,0.004708652174374367,,,0.004739002933675701,0.005262793192501541,0.012504497097888236,0.006852754868208929,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0456376,6.8909955,7.1198378,3.3000000000000003,0.14259644259269333,46.39097637244016,0.3595897022462716,-18.854532485601553,0.10415928867531221,0.3168779158592224,0.36824461817741394,0.4427505409717559,65.99078051588556,76.68805100667778,92.20413386440289
16083,primer-cosmos-east,150.15079646268185,2.2640963505382845,0.0398404951708956,0.004279988311680261,-99.0,-99.0,0.02735170165722684,0.004126419895122109,,,0.024515170064266744,0.013246838619813846,0.04164244484479243,0.024524839901334635,0.03902947455342031,0.0034066995096690743,,,0.021317011433460167,0.011721300961561867,0.0650435462373574,0.0028193779625196574,,,0.17595236584320753,0.002467065751577564,0.31949093048768507,0.0024964257494099313,0.22847868940774735,0.004122402997612419,-0.004801452063682291,0.00534884169692656,0.2600430696890656,0.0033646105366736128,0.011147602163288424,0.012038117323903065,0.013299044628726778,0.0047283695395032065,,,0.030549254898273058,0.005805560790746567,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.57788,4.5403266,4.6972613,1.0,0.16629373037093909,44.543844308412204,0.13425590606945442,-18.228176455232102,0.12785657645355641,0.2854479086399078,0.34520384669303894,0.46266151428222657,74.80267612083195,90.46193984352975,121.24215437880615
16408,primer-cosmos-east,150.15615715727048,2.2660570085501224,0.03138473109327071,0.005298582492346156,-99.0,-99.0,0.04020723220774791,0.005152598078980603,,,0.04082509363507837,0.013456751250104251,-0.01939748627909726,0.024755935879587042,0.04154825754630495,0.00417464419392039,,,0.0341720841070481,0.011498926996483626,0.05923894096581183,0.003378586422296469,,,0.17537764769807848,0.002734764907894395,0.27737284765996917,0.002656524758273379,0.2554020395445799,0.004611431250741863,-0.004956374614134641,0.005479648118249941,0.26121995659971964,0.003727633682106638,0.002658270759594467,0.009902864346285312,0.02184826761996178,0.0050047141368259095,,,0.0389761936682845,0.006443102361495587,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.574863,4.5220294,4.740056,1.1,0.1715447866190027,44.60082383946506,0.3827059643158188,-18.39209251194425,0.13310763270161807,0.2866553902626038,0.34855999052524567,0.47178343415260315,75.14202280023157,91.36930141555193,123.67031205445035
16563,primer-cosmos-east,150.11970350414322,2.26701306487594,0.030550898623390336,0.003460104688224755,-99.0,-99.0,0.035542019342503325,0.0034397354581057332,,,0.018656910988253124,0.008559530181366883,0.02029393035169945,0.028296994624407455,0.037843884612025744,0.0028608002198096125,,,0.025454585071775143,0.011348425954291976,0.047159874458481625,0.0023744414594336336,,,0.2412859156262411,0.0022215171822474464,0.5223144994459196,0.0024260987674300967,0.44894385810358645,0.0037779400953264737,-9.743103928036712e-05,0.0032835434459271133,0.48344332856434474,0.003214136360457059,-0.010245942166833038,0.011646172440762007,0.005768274859687869,0.004315623354701975,,,0.0320668585113602,0.005184581872485258,0.015214252933059025,0.006789732159723893,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0219927,4.9464006,5.348527,1.8,0.19072724092825066,45.19648364960499,0.19144563604510137,-18.386393790064062,0.15229008701086855,0.2619000065326691,0.2829626202583313,0.33142261862754824,65.65486377532858,70.93498214271098,83.08326206681518
17813,primer-cosmos-east,150.15276902849044,2.2731888044520874,0.009560762904690262,0.004209021025217975,-99.0,-99.0,0.011252187408832612,0.004033286292380435,,,0.03037322676769896,0.009035548215048319,0.06509291960009521,0.026618111726812416,0.011492285444252669,0.0033039710577671575,,,0.0028433826222600883,0.012574971677618372,0.013459592355830432,0.002729292821442792,,,0.032773140847860614,0.0019740623517021873,0.04321088004736662,0.001842274047315831,0.09910121984696746,0.003490580608537407,0.011534646905805065,0.005588289913428932,0.09281683151407193,0.0027539550114001913,-0.008241635326528607,0.012708420578752851,-0.0114167669194976,0.004764769051954941,,,0.012478178140753101,0.005878517848581158,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.226693,5.164284,5.269545,1.8,0.14859266390423387,44.476127034495434,0.19364826230520907,-17.484805685649018,0.11015550998684986,0.33624083995819093,0.4452674686908722,0.6528880190849304,82.61965919435042,109.40921548419057,160.42484796189157
18893,primer-cosmos-east,150.175824712277,2.2802447039933083,0.029701775789648086,0.0051982821964437365,-99.0,-99.0,0.036560102753104125,0.004967338988639489,,,0.022278072726852803,0.014075519129054147,0.023489936296134224,0.02323842444082246,0.046178620780970084,0.004048203750858401,,,0.04467618551505014,0.012328599319983738,0.04739159295085342,0.0035092396987308366,,,0.1389909717259348,0.0028883026402418775,0.12973472245630668,0.002765739140319872,0.11929827775835936,0.004769321616885783,-99.0,-99.0,0.07294312907812793,0.003741041551539507,-99.0,-99.0,0.01141669887851362,0.005550558115745539,,,0.027514269870866328,0.006729669087442135,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.8477397,4.7977743,4.873869,0.1,0.14761780135230354,43.82570538272963,0.25475102568610797,-18.71116084971713,0.10918064743492017,0.4502341592311859,0.6542483270168304,0.9918555736541748,114.83272871473575,166.86677167428374,252.97387965435215
19462,primer-cosmos-east,150.11522538084762,2.2829872921207177,-0.0035436361597707693,0.005681593232262926,-99.0,-99.0,0.023293585390013978,0.00568483342832021,,,0.013763553052282992,0.013243531443398996,0.07047466110950668,0.031044660668112924,0.01442041382228034,0.004691107094098171,,,0.023802509443406103,0.011930561295502224,0.03123657934198617,0.003844884392134699,,,0.06543093115569268,0.002229992081588991,0.10964800362047661,0.0020754494500897515,0.08369977185615016,0.004061864407066042,-0.011701546879632985,0.005172954837942786,0.10150749188678304,0.0033706818001252733,-0.008820756163229915,0.011789627133464054,0.014033466079595497,0.005981943154357059,,,0.014663906177364931,0.0060801894924593395,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.365069,4.230365,6.2596855,0.4,0.4194415003903323,43.784074278711806,0.19976400086551996,-17.517428739792308,0.3810043464729489,0.28625127077102663,0.3512226641178131,0.5128861165046692,76.65361375045273,94.0519368287005,137.34288119184097
19946,primer-cosmos-east,150.13261022932556,2.2854226857852873,0.015617235293476417,0.0033986546476210927,-99.0,-99.0,0.013415922916379656,0.00326726825213702,,,0.012659649158564983,0.008691354225918093,0.013152362831695448,0.02125080890608742,0.026366215565254276,0.0027251199625449697,,,0.02672163310617194,0.011074934694598328,0.02769602399195687,0.0022545361993714682,,,0.08034891844364421,0.00178381725330589,0.1517235021234711,0.0017962310669718746,0.14756178273366743,0.0031221367296201306,-99.0,-99.0,0.14800271235491413,0.0025138461836142064,0.00351593969140215,0.0134566687177108,0.0008773786845208716,0.005656965848456134,,,0.006541547835091854,0.00564883973869861,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.974449,5.6627064,6.112001,1.0,0.126925784239746,44.67299303497486,0.340065792750051,-17.95800058449554,0.08848863032236132,0.3108264815807343,0.3828732669353485,0.5061778998374938,71.15741327823605,87.65106225812531,115.87915491586163
20187,primer-cosmos-east,150.16025737937798,2.286544505284899,0.011732893304130682,0.005834288090953233,-99.0,-99.0,0.054063537466126625,0.005599776542629193,,,0.03266838395401864,0.011805140114216654,0.045801073327959615,0.023806183882763572,0.04419393008290771,0.004602629810765513,,,0.04038189935661993,0.010149208386021616,0.05174823492529596,0.003869653232562742,,,0.08377977557844948,0.002739261613149542,0.2215914034212626,0.002655845454189999,0.23816022424990108,0.004647149396228284,-0.0035501674715330035,0.006008987861981512,0.4042006402575828,0.003863344155434569,-99.0,-99.0,0.0038347077705230357,0.0066264992740178484,,,0.008727745225252357,0.006076512213131681,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,6.6081676,6.536915,6.7627773,2.4000000000000004,0.16135485838340058,45.863721409238245,0.390192230039733,-19.234168973485463,0.12291770446601546,0.291625941991806,0.33734747767448425,0.41872346758842466,63.06640707710126,72.95404931448154,90.55224812753107
21943,primer-cosmos-east,150.16301259177584,2.2946759190769757,0.016995526880856683,0.003592433197829027,-99.0,-99.0,0.018369825392324388,0.003497679969809268,,,0.0013118466118591334,0.012388717070138762,0.018008105216926206,0.022982729416998,0.022054591536804908,0.0029027656390635723,,,0.02826660511096682,0.010800831496818911,0.02831816236654491,0.002534562297575103,,,0.07894844502349803,0.0019840740384970855,0.15549657629863115,0.001963806144539309,0.12248665640486397,0.0033221507753811957,0.009819932434815465,0.005127566335137987,0.12553905027666137,0.0027481316047013996,-99.0,-99.0,0.0054973206622885625,0.006457913858936187,,,0.019648310248847316,0.0053872598955762565,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.7154994,4.5712404,4.7767925,0.8,0.13659823354661627,44.16644971617496,0.20850668405521783,-17.48759376893191,0.09816107962923226,0.3575264763832092,0.458646222949028,0.6126601600646973,92.40112364215301,118.53507125803986,158.33928657099585
23571,primer-cosmos-east,150.12923557237977,2.301744061249596,0.008407533207290927,0.003729802695852955,-99.0,-99.0,0.024128904309590117,0.0035903984123488316,,,0.02179866030140583,0.010451194924499028,0.025790169584176206,0.020791922510024225,0.02302647350280929,0.0029991384204187273,,,0.012350379697180166,0.010860655790194773,0.022958317112041503,0.002467451105240891,,,0.065973900022192,0.0017796805673330634,0.08377627592696672,0.0017038554564624726,0.0693454587776475,0.0031661151175478314,0.0009538999035844906,0.003700633884427263,0.07160228705364063,0.002527741801074821,-99.0,-99.0,0.011807217625410994,0.004743957831530959,,,0.01796548561236587,0.004725857969551117,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.760719,4.5230947,4.811995,0.2,0.11800626227990899,43.69029471827781,0.17358545051449567,-17.571934379257396,0.07956910836252362,0.3095353162288666,0.39999404549598694,0.5889745545387267,79.63625868554637,102.90919197163319,151.52949445603952
26971,primer-cosmos-east,150.12915260966713,2.3158155426656775,0.031561631377896394,0.004620830789921923,-99.0,-99.0,0.06420837408176308,0.004531299670365996,,,0.053590840685076385,0.015006664712865637,0.025724754000950905,0.02852003410547367,0.07853038160983856,0.0038444459283350956,,,0.04495696391658418,0.011195033206749425,0.09950048731036822,0.003153574115708804,,,0.147596304932944,0.002350872419274518,0.4406250047723197,0.0026187146315543373,0.16017996981513608,0.0038040817388683514,-0.008004936928553714,0.004479254129722395,0.34138695194794105,0.0033182226956937843,-99.0,-99.0,-0.0066379897830319366,0.005581493128151233,,,0.02233613923525571,0.006899980965983049,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,6.4066525,6.3416157,6.465545,0.5,0.15090200317625518,44.79830651459673,0.28281626963563444,-19.574107712870415,0.11246484925887401,0.5447060990333558,0.6067659556865692,0.6751433515548706,119.91348731349996,133.57555911087675,148.6283958728195
27072,primer-cosmos-east,150.20508952388434,2.3169437028962645,39.085406279188085,0.017536293668038896,-99.0,-99.0,19.568679019527803,0.10281391037292927,,,-99.0,-99.0,-99.0,-99.0,24.43837567091142,0.0861121350800682,,,-99.0,-99.0,21.843284309668352,0.013966064772477867,,,11.020415115857329,-124.17064345312279,30.20910092336014,0.014280910575749428,27.180249938968263,0.014729980831546958,-99.0,-99.0,22.287690937037027,0.013027952453400975,-99.0,-99.0,3.7956482293412557,0.008722149354141704,,,19.023184887751498,0.01287144078074442,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.957128,4.943915,4.964197,0.0,0.15072033661743162,46.59575706911795,0.2408214326142093,-24.93581603619396,0.11228318270004678,0.2511274290084839,0.25307314097881317,0.25755409479141234,63.35870005467246,63.849597371654575,64.98012863099271
27765,primer-cosmos-east,150.15836273334443,2.320200072943564,0.03098317817625066,0.0037919928574236305,-99.0,-99.0,0.038820016137781965,0.0037300093331958948,,,0.00486324413622095,0.01241689941368233,0.03665072788351632,0.02543159670137228,0.031105230454699054,0.0030625584678178677,,,0.024254512606306997,0.011241587707927058,0.024882203920898287,0.002547367003295196,,,0.10055277763010753,0.0018720443084081603,0.11755230326099855,0.001787397162548851,0.279680649024971,0.003417588253615355,-0.005576475960518006,0.005512230272167131,0.24074180564658462,0.0027648352871834543,-99.0,-99.0,0.0007609643583257786,0.00794641858828988,,,0.044477980280020216,0.0061687880053611505,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.1726418,5.1333156,5.212574,2.2,0.1517843967337389,45.10875502552641,0.275638762928215,-18.41738423430438,0.11334724281635289,0.2832262754440308,0.33633793890476227,0.4427867031097412,69.96031920878711,83.07954313529999,109.37367672684559
31668,primer-cosmos-east,150.14110035653763,2.3383750263790875,0.031901268923047,0.004120725116138053,-99.0,-99.0,0.04636112412073639,0.004055401336060093,,,0.042180194611998435,0.012865098307269937,0.04552223726733869,0.02388101641774689,0.053688825567648944,0.0033807105109215233,,,0.06353394271910155,0.0113439263774511,0.08008998279016442,0.00281948598894599,,,0.3490222979238201,0.0023140730808065245,0.7239855557011519,0.0026672262803643016,0.5967588727463147,0.0038860972711165977,-0.010269490668960162,0.0038172803755860698,0.6375844856809083,0.0033581514144572,-99.0,-99.0,0.014208485086477266,0.004539439474889576,,,0.03891285377770098,0.006862851608871928,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6076913,5.4341836,5.7174525,1.6,0.1419434622094211,45.495762608354575,0.2508172022999675,-18.95291826112945,0.10350630829203666,0.2603411614894867,0.2780912071466446,0.3194186878204346,61.67499063225755,65.8799880032613,75.67049507800881
31770,primer-cosmos-east,150.17577901959814,2.3387875925965056,0.07919695489121731,0.005587529564809065,-99.0,-99.0,0.1004098483890644,0.005607273307255318,,,0.08460581329027662,0.01329910536594913,0.0935689037764773,0.025301391296466018,0.10469952465697711,0.004584404617263884,,,0.07372031818618584,0.013092781020428773,0.14261003194001687,0.003918490658570015,,,0.27529862705568114,0.0031718111525783077,0.6799198198948447,0.0033504700187042477,0.6175444410195489,0.005202271514885218,-99.0,-99.0,1.1580546699776224,0.004716361273145798,-99.0,-99.0,-0.001990118964216574,0.006203009203011313,,,0.048176868523398524,0.006175841229298904,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.77907,5.622505,5.8317294,1.9000000000000001,0.13693232078463669,45.84868051222367,0.29516743957753216,-19.908183131952807,0.09849516686725224,0.2625948190689087,0.2825436592102051,0.3258615469932556,61.21477426979186,65.86514684958436,75.96319345951296
32928,primer-cosmos-east,150.14445146027904,2.3443942646772653,0.11959668427228488,0.004314047008952054,-99.0,-99.0,0.09881862054332564,0.004179042615238003,,,0.08803198800802543,0.01319229748961734,0.07866588980876464,0.026502734311873218,0.10923513228208116,0.0035038810556899803,,,0.0943803473006529,0.011697979201469111,0.1797611738798571,0.003010615275256075,,,0.4513465633851406,0.0024206587207740945,0.7705866874521365,0.002699823395006282,0.6874960284974239,0.0038441083275812375,0.002159250368738963,0.003977662754355839,0.7332383751675383,0.003346121879626531,-99.0,-99.0,0.07374613428682676,0.0046801531812072665,,,0.12646500135114386,0.0065434444119386705,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.4581003,4.4134326,4.483596,1.7000000000000002,0.1480757783144918,45.31800454200084,0.3846992046121299,-19.620503351914046,0.10963862439710681,0.29048905849456785,0.33287085592746735,0.39790714979171754,77.05417359260461,88.29622998359365,105.54754369298517
