rank,pair_type,score,source_1_id,source_2_id,s1_sample,s2_sample,s1_field,s2_field,same_field,s1_z,s2_z,delta_z,s1_logSigma,s2_logSigma,delta_logSigma,s1_Sigma_rank,s2_Sigma_rank,s1_color_AB,s2_color_AB,delta_color,s1_flux_ratio,s2_flux_ratio,s1_Av,s2_Av,delta_Av,sep_arcmin,sep_deg,higher_z_bluer,higher_z_lower_Sigma
1492,I,100.4005,45383,48982,A,A,primer-uds-south,primer-uds-south,True,4.8552,5.3879,0.5327,-5.144,-4.536,0.607,253,154,-1.58,-2.164,0.584,4.285,7.339,0.9,2.0,-1.1,0.86,0.0144,False,False
1493,I,100.315,32880,52581,A,A,primer-uds-south,primer-uds-south,True,4.756,6.167,1.411,-4.821,-4.052,0.77,211,74,-2.281,-2.502,0.221,8.176,10.017,0.9,1.3,-0.4,4.83,0.0805,False,False
1494,I,100.016,27765,31770,A,A,primer-cosmos-east,primer-cosmos-east,True,5.1726,5.7791,0.6064,-4.457,-3.574,0.884,133,42,-2.222,-2.609,0.388,7.74,11.061,2.2,1.9,0.3,1.53,0.0255,False,False
1495,I_conflict,99.8735,15233,22379,A,A,primer-cosmos-west,primer-cosmos-west,True,4.986,5.7349,0.7489,-4.455,-4.828,0.373,131,212,-2.324,-2.572,0.249,8.501,10.687,0.8,0.9,-0.1,2.25,0.0375,False,True
1496,I,99.697,28748,48983,A,A,ceers-full,ceers-full,True,4.753,7.1368,2.3838,-3.889,-3.536,0.353,54,41,-2.524,-2.691,0.167,10.224,11.927,1.3,2.7,-1.4,2.06,0.0343,False,False
1497,I,99.318,31581,61298,A,A,primer-uds-north,primer-uds-north,True,4.1634,5.2426,1.0792,-5.06,-4.394,0.666,240,124,-2.356,-2.719,0.363,8.757,12.237,0.0,1.6,-1.6,3.26,0.0543,False,False
1498,I,99.291,12544,59626,A,A,ceers-full,ceers-full,True,4.5497,6.3671,1.8174,-5.01,-4.189,0.821,235,100,-1.316,-1.364,0.048,3.36,3.511,0.4,0.9,-0.5,4.93,0.0821,False,False
1499,I_conflict,98.993,24081,32237,A,A,primer-uds-north,primer-uds-north,True,5.6564,4.6122,1.0442,-4.252,-3.896,0.356,110,55,-2.416,-2.263,-0.153,9.254,8.04,1.8,1.2000000000000002,0.6,4.48,0.0747,False,True
1500,I,98.8855,19946,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,5.9744,6.6082,0.6337,-4.715,-4.12,0.596,196,88,-1.873,-2.403,0.53,5.613,9.146,1.0,2.4000000000000004,-1.4,1.66,0.0276,False,False
1501,I,98.84949999999999,23107,48982,A,A,primer-uds-south,primer-uds-south,True,4.9525,5.3879,0.4353,-5.525,-4.536,0.989,287,154,-1.812,-2.164,0.353,5.304,7.339,0.3,2.0,-1.7,4.72,0.0787,False,False
1502,I_conflict,98.799,18537,29303,A,A,gds,gds,True,4.2773,5.986,1.7086,-4.812,-5.076,0.264,210,245,-1.41,-1.415,0.005,3.665,3.681,1.2000000000000002,2.0,-0.8,1.4,0.0234,False,True
1503,I,98.604,31770,42464,A,A,primer-cosmos-east,primer-cosmos-east,True,5.7791,5.3675,0.4116,-3.574,-4.089,0.516,42,81,-2.609,-1.971,-0.639,11.061,6.143,1.9,2.3000000000000003,-0.4,3.0,0.0499,False,False
1504,I,98.527,36872,44435,A,A,primer-uds-south,primer-uds-south,True,7.1351,5.1733,1.9618,-4.47,-4.854,0.385,136,217,-2.842,-2.591,-0.251,13.703,10.873,2.4000000000000004,1.1,1.3,2.33,0.0389,False,False
1505,I_conflict,98.203,15257,57469,A,A,primer-uds-north,primer-uds-north,True,6.9201,5.668,1.2522,-4.731,-4.467,0.264,201,135,-1.774,-1.644,-0.13,5.126,4.547,1.3,3.1,-1.8,4.18,0.0696,False,True
1506,I_conflict,98.108,19416,33332,A,A,primer-uds-north,primer-uds-north,True,5.4332,4.542,0.8912,-5.405,-5.076,0.328,285,246,-1.38,-1.182,-0.198,3.565,2.971,1.9,0.8,1.1,3.61,0.0602,False,True
1507,I,97.952,67270,70813,A,A,primer-uds-north,primer-uds-north,True,5.6651,4.7063,0.9588,-4.106,-4.49,0.384,84,141,-2.492,-1.951,-0.541,9.928,6.032,1.3,0.7000000000000001,0.6,0.85,0.0142,False,False
1508,I,97.7655,29421,60774,A,A,ceers-full,ceers-full,True,4.7851,5.2848,0.4997,-4.558,-4.075,0.484,164,79,-1.572,-2.187,0.615,4.254,7.495,1.4,2.2,-0.8,3.58,0.0597,False,False
1509,I,97.5195,43932,62716,A,A,primer-uds-north,primer-uds-north,True,4.2354,5.3867,1.1513,-4.802,-4.396,0.405,207,125,-1.257,-1.719,0.462,3.183,4.871,0.5,1.2000000000000002,-0.7,1.99,0.0332,False,False
1510,I,97.50200000000001,19354,48983,A,A,ceers-full,ceers-full,True,5.4279,7.1368,1.7088,-4.295,-3.536,0.759,115,41,-2.609,-2.691,0.082,11.057,11.927,1.6,2.7,-1.1,3.88,0.0647,False,False
1511,I,97.42,45179,47824,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1055,5.6555,1.45,-4.157,-4.561,0.404,96,166,-2.113,-1.742,-0.371,7.004,4.977,1.9,2.7,-0.8,1.81,0.0301,False,False
1512,I,97.159,55490,60774,A,A,ceers-full,ceers-full,True,7.1493,5.2848,1.8646,-3.522,-4.075,0.553,40,79,-2.338,-2.187,-0.152,8.618,7.495,2.7,2.2,0.5,2.83,0.0471,False,False
1513,I,97.11800000000001,23575,31581,A,A,primer-uds-north,primer-uds-north,True,5.6606,4.1634,1.4972,-4.518,-5.06,0.542,146,240,-2.624,-2.356,-0.268,11.212,8.757,2.0,0.0,2.0,2.44,0.0407,False,False
1514,I,96.9235,36162,50300,A,A,primer-cosmos-west,primer-cosmos-west,True,6.411,5.6961,0.7149,-4.715,-5.795,1.08,197,296,-1.605,-1.429,-0.176,4.385,3.728,0.5,0.5,0.0,4.67,0.0778,False,False
1515,I,96.912,12234,14076,A,A,ceers-full,ceers-full,True,6.1422,5.6614,0.4808,-4.0,-4.855,0.855,65,218,-2.028,-1.647,-0.381,6.475,4.557,1.7000000000000002,1.9,-0.2,1.48,0.0247,False,False
1516,I,96.738,54143,62716,A,A,primer-uds-north,primer-uds-north,True,4.7315,5.3867,0.6552,-5.073,-4.396,0.677,243,125,-1.287,-1.719,0.432,3.272,4.871,0.9,1.2000000000000002,-0.3,4.29,0.0714,False,False
1517,I,96.557,52581,59880,A,A,primer-uds-south,primer-uds-south,True,6.167,5.6631,0.5038,-4.052,-5.281,1.23,74,270,-2.502,-2.36,-0.142,10.017,8.792,1.3,3.2,-1.9,2.29,0.0382,False,False
1518,I_conflict,96.39750000000001,27765,32928,A,A,primer-cosmos-east,primer-cosmos-east,True,5.1726,4.4581,0.7145,-4.457,-4.027,0.431,133,71,-2.222,-2.067,-0.155,7.74,6.712,2.2,1.7000000000000002,0.5,1.67,0.0279,False,True
1519,I,96.3075,21620,30145,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.6646,2.4225,-4.626,-5.1,0.474,182,249,-2.061,-2.046,-0.015,6.675,6.58,3.7,2.0,1.7,2.84,0.0473,False,False
1520,I,95.85900000000001,43932,57469,A,A,primer-uds-north,primer-uds-north,True,4.2354,5.668,1.4326,-4.802,-4.467,0.334,207,135,-1.257,-1.644,0.387,3.183,4.547,0.5,3.1,-2.6,2.94,0.049,False,False
1521,I,95.81,19354,42093,A,A,ceers-full,ceers-full,True,5.4279,6.4459,1.018,-4.295,-3.857,0.438,115,52,-2.609,-3.058,0.448,11.057,16.711,1.6,1.7000000000000002,-0.1,2.59,0.0432,False,False
1522,I,95.61699999999999,13736,48983,A,A,ceers-full,ceers-full,True,5.357,7.1368,1.7798,-4.06,-3.536,0.524,77,41,-2.527,-2.691,0.164,10.254,11.927,1.4,2.7,-1.3,3.08,0.0513,False,False
1523,I,95.4485,21488,60446,A,A,primer-uds-south,primer-uds-south,True,5.414,4.3661,1.0479,-3.634,-4.53,0.896,44,152,-2.732,-2.575,-0.157,12.377,10.713,2.1,1.2000000000000002,0.9,4.18,0.0696,False,False
1524,I_conflict,95.3485,10696,16083,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6678,4.5779,1.0899,-4.703,-4.498,0.205,191,142,-2.216,-2.059,-0.157,7.701,6.663,1.2000000000000002,1.0,0.2,2.13,0.0355,False,True
1525,I,95.0775,54143,57469,A,A,primer-uds-north,primer-uds-north,True,4.7315,5.668,0.9365,-5.073,-4.467,0.606,243,135,-1.287,-1.644,0.357,3.272,4.547,0.9,3.1,-2.2,2.22,0.0371,False,False
1526,I,94.87700000000001,26971,43445,A,A,primer-cosmos-east,primer-cosmos-east,True,6.4067,5.6969,0.7098,-4.718,-5.795,1.076,198,295,-1.596,-1.457,-0.139,4.347,3.826,0.5,0.5,0.0,4.67,0.0778,False,False
1527,I,94.635,24081,31581,A,A,primer-uds-north,primer-uds-north,True,5.6564,4.1634,1.493,-4.252,-5.06,0.808,110,240,-2.416,-2.356,-0.06,9.254,8.757,1.8,0.0,1.8,1.61,0.0268,False,False
1528,I,94.086,35111,53667,A,A,primer-uds-north,primer-uds-north,True,5.6563,4.5639,1.0924,-4.472,-4.837,0.365,138,215,-2.382,-1.947,-0.435,8.971,6.008,1.9,0.9,1.0,2.49,0.0415,False,False
1529,I,94.008,29106,42014,A,A,primer-uds-north,primer-uds-north,True,5.2048,4.5516,0.6532,-4.528,-5.575,1.047,150,291,-1.936,-1.78,-0.156,5.948,5.153,1.1,0.3,0.8,2.12,0.0353,False,False
1530,I,93.95349999999999,13736,42093,A,A,ceers-full,ceers-full,True,5.357,6.4459,1.0889,-4.06,-3.857,0.204,77,52,-2.527,-3.058,0.53,10.254,16.711,1.4,1.7000000000000002,-0.3,2.59,0.0431,False,False
1531,I,93.495,27765,31668,A,A,primer-cosmos-east,primer-cosmos-east,True,5.1726,5.6077,0.435,-4.457,-3.833,0.624,133,51,-2.222,-2.687,0.465,7.74,11.876,2.2,1.6,0.6,1.5,0.0251,False,False
1532,I,93.3155,31319,33230,A,A,primer-cosmos-west,primer-cosmos-west,True,6.3339,4.7522,1.5817,-4.541,-5.169,0.628,155,257,-1.33,-1.215,-0.115,3.404,3.062,2.8000000000000003,0.2,2.6,4.47,0.0745,False,False
1533,I,93.094,22483,31319,A,A,primer-cosmos-west,primer-cosmos-west,True,7.1355,6.3339,0.8016,-4.222,-4.541,0.319,102,155,-1.86,-1.33,-0.53,5.548,3.404,2.7,2.8000000000000003,-0.1,4.34,0.0724,False,False
1534,I,92.3455,55490,63106,A,A,ceers-full,ceers-full,True,7.1493,5.6557,1.4937,-3.522,-3.95,0.428,40,60,-2.338,-2.097,-0.242,8.618,6.896,2.7,2.2,0.5,2.41,0.0402,False,False
1535,I_conflict,92.1995,26495,28500,A,A,primer-cosmos-west,primer-cosmos-west,True,5.0196,5.429,0.4093,-4.014,-4.306,0.292,69,116,-2.764,-3.01,0.246,12.75,15.999,1.8,2.8000000000000003,-1.0,2.3,0.0384,False,True
1536,I_conflict,91.555,19354,28748,A,A,ceers-full,ceers-full,True,5.4279,4.753,0.675,-4.295,-3.889,0.406,115,54,-2.609,-2.524,-0.085,11.057,10.224,1.6,1.3,0.3,2.35,0.0391,False,True
1537,I,91.10499999999999,13736,30600,A,A,ceers-full,ceers-full,True,5.357,4.0259,1.331,-4.06,-4.874,0.813,77,220,-2.527,-2.492,-0.035,10.254,9.925,1.4,0.6000000000000001,0.8,4.6,0.0767,False,False
1538,I,90.9485,9104,29392,A,A,primer-uds-south,primer-uds-south,True,6.0931,7.471,1.3779,-4.804,-4.543,0.261,208,156,-1.91,-2.259,0.349,5.807,8.009,0.7000000000000001,2.2,-1.5,2.59,0.0431,False,False
1539,I,90.70150000000001,13736,58630,A,A,ceers-full,ceers-full,True,5.357,4.5468,0.8101,-4.06,-4.326,0.265,77,119,-2.527,-2.016,-0.512,10.254,6.401,1.4,0.9,0.5,4.3,0.0717,False,False
1540,I,90.6035,61298,71037,A,A,primer-uds-north,primer-uds-north,True,5.2426,6.8495,1.6069,-4.394,-4.008,0.385,124,68,-2.719,-2.919,0.199,12.237,14.703,1.6,1.4,0.2,3.36,0.0561,False,False
1541,I,90.429,23107,59880,A,A,primer-uds-south,primer-uds-south,True,4.9525,5.6631,0.7106,-5.525,-5.281,0.244,287,270,-1.812,-2.36,0.549,5.304,8.792,0.3,3.2,-2.9,4.71,0.0786,False,False
1542,I_conflict,90.13550000000001,19416,54143,A,A,primer-uds-north,primer-uds-north,True,5.4332,4.7315,0.7017,-5.405,-5.073,0.332,285,243,-1.38,-1.287,-0.093,3.565,3.272,1.9,0.9,1.0,3.42,0.0569,False,True
1543,I_conflict,90.128,30145,43505,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6646,4.6755,0.9892,-5.1,-4.762,0.338,249,204,-2.046,-2.043,-0.003,6.58,6.564,2.0,0.8,1.2,4.26,0.071,False,True
1544,I_conflict,89.901,14419,44053,A,A,primer-uds-north,primer-uds-north,True,4.8168,5.4381,0.6214,-4.606,-4.897,0.291,178,222,-2.546,-2.683,0.137,10.429,11.832,0.9,2.5,-1.6,4.09,0.0682,False,True
1545,I_conflict,89.67750000000001,18804,57944,A,A,primer-uds-north,primer-uds-north,True,4.3173,5.2898,0.9725,-4.229,-4.472,0.243,103,137,-2.141,-2.197,0.056,7.184,7.561,1.5,1.7000000000000002,-0.2,3.93,0.0655,False,True
1546,I,89.4085,18537,32147,A,A,gds,gds,True,4.2773,4.6032,0.3259,-4.812,-4.148,0.664,210,93,-1.41,-1.802,0.392,3.665,5.257,1.2000000000000002,2.6,-1.4,3.08,0.0513,False,False
1547,I,89.3195,344,28931,A,A,primer-uds-south,primer-uds-south,True,7.1354,7.9047,0.7693,-4.628,-3.918,0.711,183,57,-2.457,-2.686,0.229,9.613,11.871,2.5,2.8000000000000003,-0.3,4.82,0.0803,False,False
1548,I,89.30250000000001,30191,55783,A,A,primer-uds-south,primer-uds-south,True,4.0366,4.626,0.5895,-5.243,-4.261,0.982,265,112,-1.962,-2.082,0.12,6.093,6.805,0.0,1.4,-1.4,3.05,0.0509,False,False
1549,I,89.25,19354,30600,A,A,ceers-full,ceers-full,True,5.4279,4.0259,1.402,-4.295,-4.874,0.579,115,220,-2.609,-2.492,-0.117,11.057,9.925,1.6,0.6000000000000001,1.0,1.96,0.0326,False,False
1550,I_conflict,88.777,48982,55783,A,A,primer-uds-south,primer-uds-south,True,5.3879,4.626,0.7618,-4.536,-4.261,0.275,154,112,-2.164,-2.082,-0.082,7.339,6.805,2.0,1.4,0.6,3.69,0.0615,False,True
1551,I,88.6715,17986,57494,A,A,primer-uds-south,primer-uds-south,True,4.9401,4.024,0.9161,-3.587,-4.008,0.421,43,67,-2.13,-1.784,-0.346,7.113,5.173,0.9,1.6,-0.7,4.2,0.0699,False,False
1552,I,88.1365,48982,52581,A,A,primer-uds-south,primer-uds-south,True,5.3879,6.167,0.7791,-4.536,-4.052,0.485,154,74,-2.164,-2.502,0.338,7.339,10.017,2.0,1.3,0.7,4.45,0.0741,False,False
1553,I,88.097,49360,59626,A,A,ceers-full,ceers-full,True,4.7373,6.3671,1.6298,-4.549,-4.189,0.36,159,100,-1.207,-1.364,0.157,3.039,3.511,0.8,0.9,-0.1,3.42,0.057,False,False
1554,I,88.05199999999999,11219,24100,A,A,primer-uds-north,primer-uds-north,True,5.4287,4.9919,0.4368,-3.83,-4.26,0.43,49,111,-2.534,-2.062,-0.472,10.317,6.681,2.7,1.3,1.4,2.15,0.0359,False,False
1555,I_conflict,87.628,44435,60446,A,A,primer-uds-south,primer-uds-south,True,5.1733,4.3661,0.8072,-4.854,-4.53,0.324,217,152,-2.591,-2.575,-0.016,10.873,10.713,1.1,1.2000000000000002,-0.1,2.68,0.0447,False,True
1556,I_conflict,87.3505,31319,32535,A,A,primer-cosmos-west,primer-cosmos-west,True,6.3339,5.7492,0.5847,-4.541,-4.325,0.216,155,118,-1.33,-1.188,-0.142,3.404,2.987,2.8000000000000003,0.6000000000000001,2.2,1.05,0.0175,False,True
1557,I,87.1985,39509,46281,A,A,gds,gds,True,4.2877,4.7896,0.5019,-5.284,-4.676,0.609,271,188,-1.762,-2.09,0.328,5.066,6.853,0.8,-99.0,99.8,0.89,0.0148,False,False
1558,I,87.1325,11219,44681,A,A,primer-uds-north,primer-uds-north,True,5.4287,4.5812,0.8475,-3.83,-4.45,0.619,49,129,-2.534,-2.317,-0.217,10.317,8.448,2.7,0.8,1.9,4.61,0.0769,False,False
1559,I,87.025,28748,30600,A,A,ceers-full,ceers-full,True,4.753,4.0259,0.727,-3.889,-4.874,0.984,54,220,-2.524,-2.492,-0.032,10.224,9.925,1.3,0.6000000000000001,0.7,3.98,0.0664,False,False
1560,I,86.78649999999999,60446,62395,A,A,primer-uds-south,primer-uds-south,True,4.3661,5.6592,1.2931,-4.53,-4.057,0.473,152,76,-2.575,-2.738,0.164,10.713,12.456,1.2000000000000002,1.6,-0.4,2.15,0.0359,False,False
1561,I,86.54650000000001,15233,28491,A,A,primer-cosmos-west,primer-cosmos-west,True,4.986,5.5851,0.5991,-4.455,-4.123,0.332,131,90,-2.324,-2.776,0.452,8.501,12.896,0.8,2.0,-1.2,4.17,0.0695,False,False
1562,I,86.3965,31661,47165,A,A,primer-cosmos-west,primer-cosmos-west,True,4.4626,5.2338,0.7711,-4.603,-4.313,0.291,177,117,-1.535,-1.957,0.422,4.111,6.063,0.5,2.3000000000000003,-1.8,4.91,0.0818,False,False
1563,I,86.3365,64049,66116,A,A,gds,gds,True,5.2713,6.8464,1.5751,-5.079,-4.577,0.502,247,170,-2.095,-2.148,0.053,6.884,7.23,-99.0,-99.0,0.0,1.3,0.0217,False,False
1564,I,86.3335,31581,35111,A,A,primer-uds-north,primer-uds-north,True,4.1634,5.6563,1.4929,-5.06,-4.472,0.588,240,138,-2.356,-2.382,0.026,8.757,8.971,0.0,1.9,-1.9,4.41,0.0735,False,False
1565,I,86.2865,21943,27765,A,A,primer-cosmos-east,primer-cosmos-east,True,4.7155,5.1726,0.4571,-5.049,-4.457,0.591,239,133,-1.888,-2.222,0.334,5.692,7.74,0.8,2.2,-1.4,1.56,0.0259,False,False
1566,I,86.06450000000001,10696,21943,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6678,4.7155,0.9523,-4.703,-5.049,0.346,191,239,-2.216,-1.888,-0.328,7.701,5.692,1.2000000000000002,0.8,0.4,4.04,0.0674,False,False
1567,I,85.946,10696,20187,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6678,6.6082,0.9404,-4.703,-4.12,0.583,191,88,-2.216,-2.403,0.187,7.701,9.146,1.2000000000000002,2.4000000000000004,-1.2,3.53,0.0589,False,False
1568,I,85.844,32147,39509,A,A,gds,gds,True,4.6032,4.2877,0.3156,-4.148,-5.284,1.137,93,271,-1.802,-1.762,-0.04,5.257,5.066,2.6,0.8,1.8,2.48,0.0413,False,False
1569,I,85.7225,20187,27765,A,A,primer-cosmos-east,primer-cosmos-east,True,6.6082,5.1726,1.4355,-4.12,-4.457,0.338,88,133,-2.403,-2.222,-0.181,9.146,7.74,2.4000000000000004,2.2,0.2,2.02,0.0337,False,False
1570,I,85.2595,70681,71267,A,A,ceers-full,ceers-full,True,7.9008,7.5175,0.3833,-4.347,-4.649,0.302,120,184,-2.016,-1.507,-0.509,6.406,4.008,3.8,3.1,0.7,2.65,0.0442,False,False
1571,I_conflict,85.048,29421,73890,A,A,ceers-full,ceers-full,True,4.7851,5.6603,0.8752,-4.558,-4.777,0.219,164,205,-1.572,-1.579,0.007,4.254,4.282,1.4,3.0,-1.6,4.32,0.072,False,True
1572,I,84.955,29421,57051,A,A,ceers-full,ceers-full,True,4.7851,5.6681,0.883,-4.558,-4.281,0.277,164,113,-1.572,-1.94,0.368,4.254,5.971,1.4,2.3000000000000003,-0.9,3.47,0.0578,False,False
1573,I,84.7735,48498,48540,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4533,5.6562,1.2029,-5.641,-5.23,0.411,293,260,-1.883,-2.07,0.188,5.663,6.732,0.9,0.4,0.5,3.75,0.0626,False,False
1574,I,84.7495,1939,3992,A,A,primer-uds-north,primer-uds-north,True,4.3621,5.6593,1.2973,-4.526,-4.053,0.473,148,75,-2.601,-2.723,0.122,10.972,12.278,1.3,1.6,-0.3,2.15,0.0359,False,False
1575,I_conflict,84.5955,46281,64049,A,A,gds,gds,True,4.7896,5.2713,0.4817,-4.676,-5.079,0.404,188,247,-2.09,-2.095,0.005,6.853,6.884,-99.0,-99.0,0.0,4.33,0.0722,False,True
1576,I,84.054,24081,29106,A,A,primer-uds-north,primer-uds-north,True,5.6564,5.2048,0.4516,-4.252,-4.528,0.276,110,150,-2.416,-1.936,-0.48,9.254,5.948,1.8,1.1,0.7,1.02,0.0171,False,False
1577,I,83.6755,14381,44531,A,A,gds,gds,True,5.4444,7.1241,1.6797,-5.162,-4.951,0.211,256,226,-1.944,-2.087,0.143,5.992,6.839,3.0,1.5,1.5,3.91,0.0652,False,False
1578,I,83.6285,44435,62395,A,A,primer-uds-south,primer-uds-south,True,5.1733,5.6592,0.4859,-4.854,-4.057,0.798,217,76,-2.591,-2.738,0.148,10.873,12.456,1.1,1.6,-0.5,2.07,0.0346,False,False
1579,I,83.574,52084,55423,A,A,primer-cosmos-east,primer-cosmos-east,True,7.0756,5.408,1.6676,-3.658,-4.095,0.437,45,82,-2.985,-2.976,-0.009,15.637,15.501,1.6,1.4,0.2,1.2,0.0201,False,False
1580,I,83.4975,30520,33898,A,A,primer-uds-south,primer-uds-south,True,5.3498,4.5453,0.8045,-5.029,-5.24,0.211,237,264,-1.513,-1.111,-0.402,4.028,2.782,0.9,1.2000000000000002,-0.3,2.25,0.0376,False,False
1581,I,83.4075,22483,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,7.1355,6.411,0.7245,-4.222,-4.715,0.493,102,197,-1.86,-1.605,-0.255,5.548,4.385,2.7,0.5,2.2,4.37,0.0728,False,False
1582,I,83.3965,47021,72956,A,A,ceers-full,ceers-full,True,8.0231,8.9042,0.8811,-5.003,-4.596,0.406,234,175,-1.44,-1.699,0.26,3.767,4.784,0.9,2.1,-1.2,2.5,0.0416,False,False
1583,I,83.209,22773,46085,A,A,primer-uds-north,primer-uds-north,True,4.4013,4.7858,0.3846,-4.533,-3.966,0.568,153,61,-1.65,-1.958,0.308,4.573,6.071,1.3,1.3,0.0,2.46,0.041,False,False
1584,I,83.0775,3992,14419,A,A,primer-uds-north,primer-uds-north,True,5.6593,4.8168,0.8425,-4.053,-4.606,0.553,75,178,-2.723,-2.546,-0.177,12.278,10.429,1.6,0.9,0.7,2.25,0.0375,False,False
1585,I,82.649,22773,24100,A,A,primer-uds-north,primer-uds-north,True,4.4013,4.9919,0.5906,-4.533,-4.26,0.273,153,111,-1.65,-2.062,0.412,4.573,6.681,1.3,1.3,0.0,0.27,0.0045,False,False
1586,I,82.6435,43738,44681,A,A,primer-uds-north,primer-uds-north,True,5.0901,4.5812,0.5089,-4.063,-4.45,0.387,78,129,-2.685,-2.317,-0.368,11.862,8.448,1.7000000000000002,0.8,0.9,0.4,0.0067,False,False
1587,I_conflict,82.0715,43932,54143,A,A,primer-uds-north,primer-uds-north,True,4.2354,4.7315,0.4961,-4.802,-5.073,0.271,207,243,-1.257,-1.287,0.03,3.183,3.272,0.5,0.9,-0.4,4.9,0.0817,False,True
1588,I,81.588,15393,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6895,6.4067,0.7172,-5.55,-4.718,0.831,290,198,-1.577,-1.596,0.018,4.274,4.347,1.4,0.5,0.9,3.84,0.064,False,False
1589,I,81.131,21943,40209,A,A,primer-cosmos-east,primer-cosmos-east,True,4.7155,5.4609,0.7454,-5.049,-4.799,0.25,239,206,-1.888,-2.237,0.349,5.692,7.851,0.8,1.4,-0.6,4.99,0.0831,False,False
1590,I,81.04050000000001,64049,65646,A,A,gds,gds,True,5.2713,5.6581,0.3867,-5.079,-4.686,0.393,247,189,-2.095,-2.464,0.369,6.884,9.674,-99.0,-99.0,0.0,1.44,0.0241,False,False
1591,I,81.00450000000001,29372,30073,A,A,primer-cosmos-west,primer-cosmos-west,True,5.3858,6.0041,0.6183,-4.978,-4.712,0.266,230,194,-1.465,-1.84,0.375,3.854,5.445,2.2,1.0,1.2,0.21,0.0034,False,False
1592,I,80.843,11967,19946,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4823,5.9744,0.4922,-5.508,-4.715,0.792,286,196,-1.78,-1.873,0.094,5.15,5.613,3.1,1.0,2.1,2.88,0.048,False,False
1593,I_conflict,80.769,22773,31645,A,A,primer-uds-north,primer-uds-north,True,4.4013,4.7559,0.3546,-4.533,-4.758,0.225,153,203,-1.65,-1.725,0.074,4.573,4.897,1.3,0.8,0.5,4.59,0.0765,False,True
1594,I,80.232,32025,32237,A,A,primer-uds-north,primer-uds-north,True,4.0433,4.6122,0.5688,-4.381,-3.896,0.485,122,55,-2.02,-2.263,0.243,6.426,8.04,0.6000000000000001,1.2000000000000002,-0.6,1.95,0.0325,False,False
1595,I,79.70750000000001,48498,52124,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4533,4.8338,0.3805,-5.641,-4.691,0.95,293,190,-1.883,-1.893,0.01,5.663,5.717,0.9,1.2000000000000002,-0.3,1.86,0.0311,False,False
1596,I,79.311,12234,58630,A,A,ceers-full,ceers-full,True,6.1422,4.5468,1.5954,-4.0,-4.326,0.326,65,119,-2.028,-2.016,-0.012,6.475,6.401,1.7000000000000002,0.9,0.8,4.04,0.0674,False,False
1597,I,79.226,30600,68816,A,A,ceers-full,ceers-full,True,4.0259,4.5323,0.5064,-4.874,-4.383,0.491,220,123,-2.492,-2.73,0.238,9.925,12.354,0.6000000000000001,0.7000000000000001,-0.1,3.57,0.0595,False,False
1598,I,79.0435,30157,30520,A,A,primer-uds-south,primer-uds-south,True,4.7269,5.3498,0.6229,-5.539,-5.029,0.51,289,237,-1.325,-1.513,0.188,3.387,4.028,0.2,0.9,-0.7,3.68,0.0613,False,False
1599,I,78.8915,39711,48686,A,A,primer-uds-south,primer-uds-south,True,5.462,4.8439,0.6181,-5.308,-5.657,0.349,275,294,-1.568,-1.285,-0.283,4.238,3.267,1.5,0.3,1.2,4.69,0.0781,False,False
1600,I_conflict,78.588,29303,52017,A,A,gds,gds,True,5.986,6.3311,0.3452,-5.076,-5.333,0.257,245,278,-1.415,-1.429,0.014,3.681,3.729,2.0,-99.0,101.0,3.47,0.0578,False,True
1601,I,77.921,14419,31581,A,A,primer-uds-north,primer-uds-north,True,4.8168,4.1634,0.6534,-4.606,-5.06,0.454,178,240,-2.546,-2.356,-0.19,10.429,8.757,0.9,0.0,0.9,2.49,0.0414,False,False
1602,I,77.6695,22483,30073,A,A,primer-cosmos-west,primer-cosmos-west,True,7.1355,6.0041,1.1313,-4.222,-4.712,0.49,102,194,-1.86,-1.84,-0.02,5.548,5.445,2.7,1.0,1.7,2.73,0.0456,False,False
1603,I,77.4575,23054,70681,A,A,ceers-full,ceers-full,True,6.8683,7.9008,1.0325,-4.611,-4.347,0.264,180,120,-1.835,-2.016,0.181,5.421,6.406,2.1,3.8,-1.7,4.63,0.0772,False,False
1604,I,76.76350000000001,32402,64049,A,A,gds,gds,True,4.9424,5.2713,0.3289,-5.321,-5.079,0.241,276,247,-1.703,-2.095,0.392,4.797,6.884,3.2,-99.0,102.2,4.28,0.0714,False,False
1605,I,76.75399999999999,19462,27765,A,A,primer-cosmos-east,primer-cosmos-east,True,4.3651,5.1726,0.8076,-4.94,-4.457,0.483,225,133,-2.119,-2.222,0.103,7.039,7.74,0.4,2.2,-1.8,3.42,0.0569,False,False
