field,obsid,s_ra,s_dec
primer-cosmos-west,199685960,150.10157791666668,2.2666055555555555
primer-cosmos-west,266463119,150.18048124999999,2.400672222222222
primer-cosmos-west,266463122,150.18048124999999,2.400672222222222
primer-cosmos-west,266463123,150.18048124999999,2.400672222222222
primer-cosmos-west,266463126,150.18048124999999,2.400672222222222
primer-cosmos-west,250360896,150.18048124999999,2.400672222222222
primer-cosmos-west,266463120,150.18048124999999,2.400672222222222
primer-cosmos-west,250360902,150.18048124999999,2.400672222222222
primer-cosmos-west,266463124,150.18048124999999,2.400672222222222
primer-cosmos-west,199463401,150.16989125,2.2417611111111113
primer-cosmos-west,200499063,150.06509416666668,2.485047222222222
primer-cosmos-west,268591013,150.18169541666666,2.117847222222222
primer-cosmos-west,250360897,150.18048124999999,2.400672222222222
primer-cosmos-west,266463121,150.18048124999999,2.400672222222222
primer-cosmos-west,250360903,150.18048124999999,2.400672222222222
primer-cosmos-west,266463125,150.18048124999999,2.400672222222222
primer-cosmos-west,268591012,150.18169541666666,2.117847222222222
primer-cosmos-west,268591018,150.18169541666666,2.117847222222222
primer-cosmos-west,213505175,149.89779666666666,2.2381305555555557
primer-cosmos-west,126650139,149.89779666666666,2.2381305555555557
primer-cosmos-west,268591017,150.18169541666666,2.117847222222222
primer-cosmos-west,268591015,150.18169541666666,2.117847222222222
primer-cosmos-west,268591016,150.18169541666666,2.117847222222222
primer-cosmos-west,300768081,150.05670166666667,2.434663888888889
primer-cosmos-west,300768163,150.05670166666667,2.434663888888889
primer-cosmos-west,300768263,150.05670166666667,2.434663888888889
primer-cosmos-west,300768367,150.05670166666667,2.434663888888889
primer-cosmos-west,300768107,150.05670166666667,2.434663888888889
primer-cosmos-west,300768188,150.05670166666667,2.434663888888889
primer-cosmos-west,300768287,150.05670166666667,2.434663888888889
primer-cosmos-west,300768388,150.05670166666667,2.434663888888889
primer-cosmos-west,368595153,150.37254333333334,2.3732444444444445
primer-cosmos-west,268591014,150.18169541666666,2.117847222222222
primer-cosmos-west,368595154,150.37254333333334,2.3732444444444445
primer-cosmos-west,257307862,150.23706041666665,2.3199249999999996
primer-cosmos-west,300768048,150.05670166666667,2.434663888888889
primer-cosmos-west,300768147,150.05670166666667,2.434663888888889
primer-cosmos-west,300768233,150.05670166666667,2.434663888888889
primer-cosmos-west,300768341,150.05670166666667,2.434663888888889
primer-cosmos-west,257308011,150.23706041666665,2.3199249999999996
primer-cosmos-west,300768025,150.05670166666667,2.434663888888889
primer-cosmos-west,300768129,150.05670166666667,2.434663888888889
primer-cosmos-west,300768215,150.05670166666667,2.434663888888889
primer-cosmos-west,300768313,150.05670166666667,2.434663888888889
primer-cosmos-west,199457798,150.26890583333335,2.5135222222222224
primer-cosmos-west,199685968,150.06741333333332,2.279027777777778
primer-cosmos-west,266463268,150.18048124999999,2.400672222222222
primer-cosmos-west,266463271,150.18048124999999,2.400672222222222
primer-cosmos-west,266463272,150.18048124999999,2.400672222222222
primer-cosmos-west,266463275,150.18048124999999,2.400672222222222
primer-cosmos-west,250361040,150.18048124999999,2.400672222222222
primer-cosmos-west,266463269,150.18048124999999,2.400672222222222
primer-cosmos-west,250361046,150.18048124999999,2.400672222222222
primer-cosmos-west,266463273,150.18048124999999,2.400672222222222
primer-cosmos-west,199802676,150.1664275,2.5507916666666666
primer-cosmos-west,266463300,150.18048124999999,2.400672222222222
primer-cosmos-west,266463303,150.18048124999999,2.400672222222222
primer-cosmos-west,266463304,150.18048124999999,2.400672222222222
primer-cosmos-west,266463307,150.18048124999999,2.400672222222222
primer-cosmos-west,268591029,150.1929575,2.1471638888888886
primer-cosmos-west,250361041,150.18048124999999,2.400672222222222
primer-cosmos-west,266463270,150.18048124999999,2.400672222222222
primer-cosmos-west,250361047,150.18048124999999,2.400672222222222
primer-cosmos-west,266463274,150.18048124999999,2.400672222222222
primer-cosmos-west,250361072,150.18048124999999,2.400672222222222
primer-cosmos-west,266463301,150.18048124999999,2.400672222222222
primer-cosmos-west,250361078,150.18048124999999,2.400672222222222
primer-cosmos-west,266463305,150.18048124999999,2.400672222222222
primer-cosmos-west,268591036,150.1929575,2.1471638888888886
primer-cosmos-west,268591028,150.1929575,2.1471638888888886
primer-cosmos-west,250361073,150.18048124999999,2.400672222222222
primer-cosmos-west,266463302,150.18048124999999,2.400672222222222
primer-cosmos-west,250361079,150.18048124999999,2.400672222222222
primer-cosmos-west,266463306,150.18048124999999,2.400672222222222
primer-cosmos-west,268591031,150.1929575,2.1471638888888886
primer-cosmos-west,268591030,150.1929575,2.1471638888888886
primer-cosmos-west,127234725,150.17105083333334,2.13875
primer-cosmos-west,268591033,150.1929575,2.1471638888888886
primer-cosmos-west,268591034,150.1929575,2.1471638888888886
primer-cosmos-west,268591032,150.1929575,2.1471638888888886
gds,104981450,53.144999999999996,-27.809055555555574
gds,104662659,53.144999999999996,-27.809055555555574
gds,104662658,53.144999999999996,-27.809055555555574
gds,104662661,53.144999999999996,-27.809055555555574
gds,104662656,53.144999999999996,-27.809055555555574
gds,104955076,53.144999999999996,-27.809055555555574
gds,104688170,53.144999999999996,-27.809055555555574
gds,104688232,53.144999999999996,-27.809055555555574
gds,377849223,53.15334166666667,-27.787286111111086
gds,355580657,53.09792541666666,-27.83568055555554
gds,378634837,53.14808333333333,-27.8138222222222
gds,378634865,53.14808333333333,-27.8138222222222
gds,378634836,53.14808333333333,-27.8138222222222
gds,378634864,53.14808333333333,-27.8138222222222
gds,378634874,53.14808333333333,-27.8138222222222
gds,378634843,53.14808333333333,-27.8138222222222
gds,378634842,53.14808333333333,-27.8138222222222
gds,378634839,53.14808333333333,-27.8138222222222
gds,378634867,53.14808333333333,-27.8138222222222
gds,378634838,53.14808333333333,-27.8138222222222
gds,378634866,53.14808333333333,-27.8138222222222
gds,378634831,53.14808333333333,-27.8138222222222
gds,378634859,53.14808333333333,-27.8138222222222
gds,378634869,53.14808333333333,-27.8138222222222
gds,378635081,53.255374999999994,-27.86483333333331
gds,378635107,53.255374999999994,-27.86483333333331
gds,378634840,53.14808333333333,-27.8138222222222
gds,378634868,53.14808333333333,-27.8138222222222
gds,378634834,53.14808333333333,-27.8138222222222
gds,378634862,53.14808333333333,-27.8138222222222
gds,378634872,53.14808333333333,-27.8138222222222
gds,378634835,53.14808333333333,-27.8138222222222
gds,378634863,53.14808333333333,-27.8138222222222
gds,378634873,53.14808333333333,-27.8138222222222
gds,378634844,53.14808333333333,-27.8138222222222
gds,378635097,53.255374999999994,-27.86483333333331
gds,378635104,53.255374999999994,-27.86483333333331
gds,378634833,53.14808333333333,-27.8138222222222
gds,378634861,53.14808333333333,-27.8138222222222
gds,378634871,53.14808333333333,-27.8138222222222
gds,378634841,53.14808333333333,-27.8138222222222
gds,378635070,53.255374999999994,-27.86483333333331
gds,378635074,53.255374999999994,-27.86483333333331
gds,378635078,53.255374999999994,-27.86483333333331
gds,378634832,53.14808333333333,-27.8138222222222
gds,378634860,53.14808333333333,-27.8138222222222
gds,378634870,53.14808333333333,-27.8138222222222
gds,378635098,53.255374999999994,-27.86483333333331
gds,378635099,53.255374999999994,-27.86483333333331
gds,378635105,53.255374999999994,-27.86483333333331
gds,378635106,53.255374999999994,-27.86483333333331
gds,378635082,53.255374999999994,-27.86483333333331
gds,378635108,53.255374999999994,-27.86483333333331
gds,378635069,53.255374999999994,-27.86483333333331
gds,378635073,53.255374999999994,-27.86483333333331
gds,378635077,53.255374999999994,-27.86483333333331
gds,378635095,53.255374999999994,-27.86483333333331
gds,378635100,53.255374999999994,-27.86483333333331
gds,378635096,53.255374999999994,-27.86483333333331
gds,378635103,53.255374999999994,-27.86483333333331
gds,378635071,53.255374999999994,-27.86483333333331
gds,378635072,53.255374999999994,-27.86483333333331
gds,378635075,53.255374999999994,-27.86483333333331
gds,378635076,53.255374999999994,-27.86483333333331
gds,378635079,53.255374999999994,-27.86483333333331
gds,378635080,53.255374999999994,-27.86483333333331
gds,233007098,53.0936725,-27.806827777777755
gds,233007099,53.0936725,-27.806827777777755
gds,368829128,53.16531,-27.81191666666666
gds,377847710,53.163183333333336,-27.812466666666694
gds,233001906,53.13623041666666,-27.77199722222224
gds,233004336,53.145208333333336,-27.777944444444415
gds,365267398,53.15542583333333,-27.78361944444447
gds,362042498,53.155,-27.7836111111111
gds,233335468,53.155,-27.7836111111111
gds,233338277,53.155,-27.7836111111111
gds,365267406,53.155,-27.7836111111111
gds,233290131,53.155,-27.7836111111111
gds,233007790,53.116578749999995,-27.776233333333323
gds,233007791,53.116578749999995,-27.776233333333323
gds,365497028,53.155,-27.7836111111111
gds,364362946,53.15542583333333,-27.78361944444447
gds,233338233,53.15542583333333,-27.78361944444447
gds,233338278,53.15542583333333,-27.78361944444447
gds,362839288,53.15542583333333,-27.78361944444447
gds,233337663,53.15542583333333,-27.78361944444447
gds,233338285,53.155,-27.7836111111111
gds,233336117,53.16694291666666,-27.798827777777774
