field,obs_id,instrument,filter,proposal_id,title,t_exptime,s_ra,s_dec
primer-cosmos-east,262819509,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,300769344,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,300769431,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,300769514,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,262819505,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819513,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819512,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819511,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,262819510,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,389719960,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719946,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719931,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,262819503,MIRI/IFU,,4761,,0.0,150.09458708333335,2.336344444444445
primer-cosmos-east,389719966,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719947,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719930,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,300769363,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,300769455,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,300769537,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719948,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719945,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,266463087,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463090,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463091,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463094,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360864,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463088,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360870,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463092,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360865,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463089,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360871,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463093,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,389719949,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,389719944,MIRI/IMAGE,,9400,,0.0,150.15095333333335,2.2801222222222224
primer-cosmos-east,266463103,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463106,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463107,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463110,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360880,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463104,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360886,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463108,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360881,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463105,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360887,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463109,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,200763671,MIRI/IMAGE,,1727,,0.0,150.1675720833333,2.4477805555555556
primer-cosmos-east,234388089,MIRI/IMAGE,,5893,,0.0,150.09925833333332,2.4726250000000003
primer-cosmos-east,214654572,MIRI/IFU,,3257,,0.0,150.1195833333333,2.295908333333333
primer-cosmos-east,214654574,MIRI/IFU,,3257,,0.0,150.1195833333333,2.295908333333333
primer-cosmos-east,214654575,MIRI/IFU,,3257,,0.0,150.1195833333333,2.295908333333333
primer-cosmos-east,214654573,MIRI/IFU,,3257,,0.0,150.1195833333333,2.295908333333333
primer-cosmos-east,250360817,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463041,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,250360823,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
primer-cosmos-east,266463045,MIRI/IMAGE,,7814,,0.0,150.18048124999999,2.400672222222222
