ID,field,z_phot,z_dist,chi2nu_null,chi2nu_geff,delta_chi2nu,bic_null,bic_geff,delta_bic,C_blue,C_red,C_AGN,alpha_AGN,ir_excess,N_filt
67270,primer-uds-north,5.67,0.0266,8.75957461820763e+83,6.634546495878534e+83,2.1250281223290968e+83,2.627872385462289e+84,1.99036394876356e+84,6.375084366987289e+83,1.0,0.0,0.5,1.2,9.93,7
68006,primer-uds-north,5.16,0.0215,1.5968876696030684e+84,1.2891650950148678e+84,3.077225745882006e+83,4.790663008809205e+84,3.8674952850446034e+84,9.231677237646015e+83,1.0,0.0,0.5,1.2,17.17,7
69921,primer-uds-north,5.65,0.0265,4.274195727248077e+83,3.2413639092646784e+83,1.0328318179833988e+83,1.2822587181744232e+84,9.724091727794036e+83,3.098495453950196e+83,1.0,0.0,0.5,1.2,14.53,7
69936,primer-uds-north,7.03,0.0435,1.1312303979048703e+84,7.434920388877865e+83,3.877383590170838e+83,3.3936911937146107e+84,2.2304761166633596e+84,1.163215077051251e+84,1.0,0.0,0.5,1.2,3.61,7
70423,primer-uds-north,5.48,0.0247,2.7140759790913886e+82,2.128188346345624e+82,5.858876327457641e+81,5.4281519581827765e+82,4.256376692691248e+82,1.1717752654915282e+82,1.0,0.0,0.5,1.2,16.2,6
70813,primer-uds-north,4.71,0.0173,3.008420845143559e+83,2.558777956570959e+83,4.496428885726004e+82,9.025262535430676e+83,7.676333869712876e+83,1.348928665717801e+83,1.0,0.0,0.5,1.2,6.03,7
71037,primer-uds-north,6.85,0.041,3.8397588025624398e+84,2.5281952767042672e+84,1.3115635258581725e+84,1.151927640768732e+85,7.584585830112801e+84,3.934690577574518e+84,1.0,0.0,0.5,1.2,14.7,7
71893,primer-uds-north,6.43,0.0355,1.6623440188840208e+83,1.2017082319067863e+83,4.606357869772342e+82,4.987032056652062e+83,3.605124695720359e+83,1.3819073609317027e+83,1.0,0.0,0.5,1.2,4.21,7
4278,primer-cosmos-east,5.66,0.0266,1.2410807235438088e+83,9.41795379455421e+82,2.9928534408838785e+82,3.7232421706314263e+83,2.825386138366263e+83,8.978560322651634e+82,1.0,0.0,0.5,1.2,3.48,7
6282,primer-cosmos-east,5.67,0.0267,1.3616641408167754e+84,1.0307072478937996e+84,3.3095689292297554e+83,4.084992422450325e+84,3.0921217436813987e+84,9.928706787689266e+83,1.0,0.0,0.5,1.2,4.82,7
9227,primer-cosmos-east,5.71,0.0272,6.863714772840215e+84,5.355884135663199e+84,1.5078306371770165e+84,2.0591144318520646e+85,1.6067652406989595e+85,4.523491911531051e+84,1.0,0.0,0.5,1.2,3.14,7
10696,primer-cosmos-east,5.67,0.0267,2.5143033046680714e+83,1.9037007228582804e+83,6.10602581809791e+82,7.542909914004214e+83,5.711102168574841e+83,1.8318077454293729e+83,1.0,0.0,0.5,1.2,7.7,7
11967,primer-cosmos-east,5.48,0.0247,3.611843031268793e+82,2.8981128074003814e+82,7.137302238684116e+81,1.0835529093806378e+83,8.694338422201144e+82,2.141190671605234e+82,1.0,0.0,0.5,1.2,5.15,7
14086,primer-cosmos-east,7.13,0.0447,8.934540641736944e+83,5.800021546270306e+83,3.1345190954666363e+83,2.6803621925210827e+84,1.7400064638810922e+84,9.403557286399908e+83,1.0,0.0,0.5,1.2,11.3,7
14487,primer-cosmos-east,7.17,0.0453,2.4771046343847713e+83,1.5909003939634304e+83,8.862042404213405e+82,7.431313903154315e+83,4.772701181890292e+83,2.6586127212640227e+83,1.0,0.0,0.5,1.2,4.53,7
15393,primer-cosmos-east,5.69,0.0269,4.973161088578768e+82,3.755343063072177e+82,1.2178180255065908e+82,1.4919483265736303e+83,1.1266029189216532e+83,3.6534540765197716e+82,1.0,0.0,0.5,1.2,4.27,7
15850,primer-cosmos-east,7.05,0.0436,1.082751755577904e+85,7.101926201777762e+84,3.725591354001276e+84,3.248255266733711e+85,2.1305778605333286e+85,1.1176774062003825e+85,1.0,0.0,0.5,1.2,18.0,7
16083,primer-cosmos-east,4.58,0.0162,5.777892984923686e+83,4.963565247749181e+83,8.14327737174505e+82,1.7333678954771055e+84,1.4890695743247541e+84,2.442983211523516e+83,1.0,0.0,0.5,1.2,6.66,7
16408,primer-cosmos-east,4.57,0.0161,3.3912103017000254e+83,2.9143234054449165e+83,4.768868962551088e+82,1.0173630905100076e+84,8.742970216334748e+83,1.4306606887653266e+83,1.0,0.0,0.5,1.2,6.29,7
16563,primer-cosmos-east,5.02,0.0201,4.164069136457893e+84,3.417062081802512e+84,7.470070546553813e+83,1.249220740937368e+85,1.0251186245407535e+85,2.2410211639661453e+84,1.0,0.0,0.5,1.2,12.77,7
17813,primer-cosmos-east,5.23,0.0221,7.996543331271125e+82,6.607431910961252e+82,1.3891114203098728e+82,2.3989629993813376e+83,1.9822295732883757e+83,4.1673342609296184e+82,1.0,0.0,0.5,1.2,8.08,7
18893,primer-cosmos-east,4.85,0.0185,1.23374465232768e+83,9.943967167054925e+82,2.3934793562218754e+82,3.70123395698304e+83,2.9831901501164774e+83,7.180438068665624e+82,1.0,0.0,0.5,1.2,1.58,7
19462,primer-cosmos-east,4.37,0.0144,4.265357707226795e+81,3.810060536846656e+81,4.55297170380139e+80,8.53071541445359e+81,7.620121073693312e+81,9.105943407602781e+80,1.0,0.0,0.5,1.2,7.04,6
19946,primer-cosmos-east,5.97,0.0301,1.3964146911217751e+84,1.0470777813359181e+84,3.49336909785857e+83,4.189244073365325e+84,3.1412333440077544e+84,1.0480107293575708e+84,1.0,0.0,0.5,1.2,5.61,7
20187,primer-cosmos-east,6.61,0.0378,3.7589423942327692e+84,2.5646440126697733e+84,1.194298381562996e+84,1.1276827182698307e+85,7.693932038009319e+84,3.582895144688988e+84,1.0,0.0,0.5,1.2,9.15,7
21943,primer-cosmos-east,4.72,0.0174,2.300014714345305e+83,1.8795670812626253e+83,4.2044763308267924e+82,6.900044143035915e+83,5.638701243787876e+83,1.2613428992480383e+83,1.0,0.0,0.5,1.2,5.69,7
23571,primer-cosmos-east,4.76,0.0178,8.785607805166452e+82,7.394253163968918e+82,1.3913546411975344e+82,2.6356823415499356e+83,2.218275949190675e+83,4.174063923592602e+82,1.0,0.0,0.5,1.2,3.11,7
26971,primer-cosmos-east,6.41,0.0353,7.945814995671065e+84,5.612003860987024e+84,2.333811134684041e+84,2.3837444987013196e+85,1.6836011582961072e+85,7.001433404052124e+84,1.0,0.0,0.5,1.2,4.35,7
27072,primer-cosmos-east,4.96,0.0195,2.2007806524526e+84,1.8236765333746013e+84,3.7710411907799866e+83,6.602341957357802e+84,5.471029600123805e+84,1.1313123572339962e+84,1.0,0.0,0.5,1.2,0.91,7
27765,primer-cosmos-east,5.17,0.0216,6.676099352856481e+83,5.381723499901449e+83,1.2943758529550315e+83,2.0028298058569443e+84,1.6145170499704347e+84,3.8831275588650965e+83,1.0,0.0,0.5,1.2,7.74,7
31668,primer-cosmos-east,5.61,0.026,1.1513721687451319e+85,9.088312132210351e+84,2.4254095552409676e+84,3.4541165062353954e+85,2.7264936396631055e+85,7.2762286657229035e+84,1.0,0.0,0.5,1.2,11.88,7
31770,primer-cosmos-east,5.78,0.0279,1.3888952718652379e+85,1.035956991995857e+85,3.5293827986938084e+84,4.1666858155957134e+85,3.1078709759875714e+85,1.0588148396081423e+85,1.0,0.0,0.5,1.2,11.06,7
32928,primer-cosmos-east,4.46,0.0152,3.317632577860319e+84,2.7688764203487975e+84,5.487561575115216e+83,9.952897733580957e+84,8.306629261046392e+84,1.6462684725345647e+84,1.0,0.0,0.5,1.2,6.71,7
40209,primer-cosmos-east,5.46,0.0245,3.1718682588349693e+83,2.5525665248671005e+83,6.193017339678688e+82,9.515604776504908e+83,7.657699574601301e+83,1.8579052019036074e+83,1.0,0.0,0.5,1.2,7.85,7
40642,primer-cosmos-east,4.63,0.0167,1.7369194046084663e+83,1.48816195330151e+83,2.487574513069563e+82,5.210758213825399e+83,4.4644858599045305e+83,7.462723539208691e+82,1.0,0.0,0.5,1.2,2.79,7
40799,primer-cosmos-east,7.68,0.0528,2.6200129934999453e+84,1.5832069790084204e+84,1.0368060144915245e+84,7.860038980499835e+84,4.749620937025261e+84,3.1104180434745737e+84,1.0,0.0,0.5,1.2,11.34,7
42464,primer-cosmos-east,5.37,0.0235,4.374506770040254e+84,3.441781471192778e+84,9.327252988474759e+83,1.3123520310120762e+85,1.0325344413578335e+85,2.7981758965424272e+84,1.0,0.0,0.5,1.2,6.14,7
43445,primer-cosmos-east,5.7,0.027,3.348201049846459e+82,2.609512000184192e+82,7.386890496622672e+81,1.0044603149539375e+83,7.828536000552576e+82,2.216067148986801e+82,1.0,0.0,0.5,1.2,3.83,7
45179,primer-cosmos-east,7.11,0.0444,3.996049254670753e+84,2.603314444014293e+84,1.39273481065646e+84,1.198814776401226e+85,7.80994333204288e+84,4.178204431969379e+84,1.0,0.0,0.5,1.2,7.0,7
47824,primer-cosmos-east,5.66,0.0265,7.441921630287428e+83,5.643700712274971e+83,1.7982209180124573e+83,2.2325764890862286e+84,1.6931102136824916e+84,5.394662754037373e+83,1.0,0.0,0.5,1.2,4.98,7
48498,primer-cosmos-east,4.45,0.0151,3.082539263490097e+82,2.573867612809224e+82,5.086716506808733e+81,9.247617790470292e+82,7.721602838427671e+82,1.526014952042621e+82,1.0,0.0,0.5,1.2,5.66,7
48540,primer-cosmos-east,5.66,0.0266,1.1775812520730626e+83,8.929803811636912e+82,2.8460087090937134e+82,3.532743756219188e+83,2.6789411434910736e+83,8.538026127281143e+82,1.0,0.0,0.5,1.2,6.73,7
50325,primer-cosmos-east,6.43,0.0355,2.8346487491330787e+84,2.0489589805268535e+84,7.856897686062251e+83,8.503946247399236e+84,6.146876941580561e+84,2.3570693058186746e+84,1.0,0.0,0.5,1.2,2.7,7
50988,primer-cosmos-east,4.53,0.0157,5.913237497546366e+84,5.126260590359958e+84,7.869769071864068e+83,1.7739712492639098e+85,1.5378781771079877e+85,2.3609307215592212e+84,1.0,0.0,0.5,1.2,9.68,7
51514,primer-cosmos-east,4.44,0.015,1.9656060138610398e+84,1.7125869274230918e+84,2.530190864379477e+83,5.896818041583119e+84,5.137760782269276e+84,7.590572593138425e+83,1.0,0.0,0.5,1.2,7.18,7
51855,primer-cosmos-east,4.65,0.0168,8.22147502857021e+83,7.031814745357958e+83,1.1896602832122538e+83,2.4664425085710632e+84,2.109544423607387e+84,3.568980849636764e+83,1.0,0.0,0.5,1.2,3.91,7
52084,primer-cosmos-east,7.08,0.044,1.2681338330230624e+85,8.278834141410543e+84,4.4025041888200805e+84,3.804401499069187e+85,2.483650242423163e+85,1.3207512566460241e+85,1.0,0.0,0.5,1.2,15.64,7
52124,primer-cosmos-east,4.83,0.0184,6.365771208879244e+83,5.340465271162337e+83,1.0253059377169076e+83,1.909731362663773e+84,1.6021395813487012e+84,3.075917813150721e+83,1.0,0.0,0.5,1.2,5.72,7
54661,primer-cosmos-east,5.67,0.0267,9.2007388715355e+82,6.967462094693926e+82,2.2332767768415737e+82,2.76022166146065e+83,2.0902386284081774e+83,6.699830330524722e+82,1.0,0.0,0.5,1.2,3.77,7
55423,primer-cosmos-east,5.41,0.0239,3.500073896280551e+84,2.740004646711495e+84,7.60069249569056e+83,1.0500221688841653e+85,8.220013940134484e+84,2.2802077487071684e+84,1.0,0.0,0.5,1.2,15.5,7
344,primer-uds-south,7.14,0.0449,1.0008256973016911e+83,6.36770892184229e+82,3.640548051174621e+82,2.0016513946033822e+83,1.273541784368458e+83,7.281096102349242e+82,1.0,0.0,0.5,1.2,9.61,6
2480,primer-uds-south,4.68,0.0171,3.384941354198432e+82,2.8856122164055265e+82,4.993291377929056e+81,1.0154824062595295e+83,8.656836649216578e+82,1.4979874133787162e+82,1.0,0.0,0.5,1.2,3.87,7
4620,primer-uds-south,5.75,0.0275,1.5780463570096868e+84,1.222315077592423e+84,3.5573127941726386e+83,4.734139071029061e+84,3.6669452327772687e+84,1.0671938382517916e+84,1.0,0.0,0.5,1.2,6.75,7
7830,primer-uds-south,5.55,0.0254,3.566215817841373e+83,2.7435910747443074e+83,8.226247430970657e+82,1.069864745352412e+84,8.230773224232922e+83,2.467874229291198e+83,1.0,0.0,0.5,1.2,5.26,7
9104,primer-uds-south,6.09,0.0315,3.8713811392194526e+83,2.8536246380956317e+83,1.0177565011238209e+83,1.1614143417658357e+84,8.560873914286896e+83,3.053269503371462e+83,1.0,0.0,0.5,1.2,5.81,7
9791,primer-uds-south,5.03,0.0202,1.2901449275331698e+83,1.0579718368238492e+83,2.3217309070932058e+82,3.870434782599509e+83,3.173915510471548e+83,6.965192721279613e+82,1.0,0.0,0.5,1.2,8.42,7
11501,primer-uds-south,4.68,0.017,2.0880989490778674e+84,1.7806961261253893e+84,3.0740282295247826e+83,6.2642968472336034e+84,5.342088378376167e+84,9.222084688574354e+83,1.0,0.0,0.5,1.2,5.96,7
14258,primer-uds-south,5.47,0.0246,2.462981117949488e+83,1.9799125784049e+83,4.830685395445878e+82,7.388943353848463e+83,5.9397377352147e+83,1.4492056186337632e+83,1.0,0.0,0.5,1.2,5.48,7
17986,primer-uds-south,4.94,0.0194,2.9154680422126323e+84,2.4156139361809724e+84,4.998541060316598e+83,8.746404126637896e+84,7.246841808542917e+84,1.4995623180949795e+84,1.0,0.0,0.5,1.2,7.11,7
21488,primer-uds-south,5.41,0.024,1.2369553035786725e+85,9.676771593874986e+84,2.6927814419117396e+84,3.7108659107360174e+85,2.903031478162496e+85,8.078344325735215e+84,1.0,0.0,0.5,1.2,12.38,7
22358,primer-uds-south,4.68,0.017,8.860181484571074e+82,7.55882401513888e+82,1.3013574694321936e+82,2.658054445371322e+83,2.267647204541664e+83,3.9040724082965804e+82,1.0,0.0,0.5,1.2,2.64,7
23107,primer-uds-south,4.95,0.0195,8.68510721754353e+82,7.186674925824298e+82,1.4984322917192323e+82,2.605532165263059e+83,2.1560024777472893e+83,4.4952968751576956e+82,1.0,0.0,0.5,1.2,5.3,7
25430,primer-uds-south,7.13,0.0448,1.218841931373187e+84,7.910576516357382e+83,4.277842797374487e+83,3.656525794119561e+84,2.3731729549072147e+84,1.2833528392123458e+84,1.0,0.0,0.5,1.2,6.39,7
28931,primer-uds-south,7.9,0.0562,1.2378355748626003e+85,7.1703757777734065e+84,5.207979970852596e+84,3.7135067245878006e+85,2.1511127333320218e+85,1.562393991255779e+85,1.0,0.0,0.5,1.2,11.87,7
29392,primer-uds-south,7.47,0.0497,6.5456132437835305e+84,4.001960901323681e+84,2.5436523424598495e+84,1.9636839731350592e+85,1.2005882703971042e+85,7.63095702737955e+84,1.0,0.0,0.5,1.2,8.01,7
30157,primer-uds-south,4.73,0.0175,6.870480058925932e+82,5.582247755946844e+82,1.2882323029790873e+82,2.0611440176777795e+83,1.6746743267840535e+83,3.86469690893726e+82,1.0,0.0,0.5,1.2,3.39,7
30191,primer-uds-south,4.04,0.012,1.2925149324390711e+82,1.176838826703644e+82,1.1567610573542701e+81,3.877544797317213e+82,3.530516480110932e+82,3.4702831720628087e+81,1.0,0.0,0.5,1.2,6.09,7
30520,primer-uds-south,5.35,0.0233,3.08274642693487e+83,2.5180801810820226e+83,5.646662458528476e+82,9.248239280804612e+83,7.554240543246067e+83,1.6939987375585434e+83,1.0,0.0,0.5,1.2,4.03,7
32880,primer-uds-south,4.76,0.0177,1.38807190089114e+83,1.1686167418256142e+83,2.1945515906552574e+82,4.16421570267342e+83,3.5058502254768427e+83,6.583654771965774e+82,1.0,0.0,0.5,1.2,8.18,7
33445,primer-uds-south,4.35,0.0143,2.109717178699967e+83,1.7891662139323132e+83,3.205509647676537e+82,6.3291515360999e+83,5.367498641796939e+83,9.616528943029611e+82,1.0,0.0,0.5,1.2,1.97,7
