id,field,z_phot,ha_observed_um,ha_instrument,nirspec_programs,has_spectrum,ha_flux,ha_fwhm_kms,ha_ew_angstrom,ha_snr,oiii_flux,oiii_ew,hb_flux,z_spec
14381,gds,5.44441,4.23,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
14605,gds,6.9280586,5.2,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
16053,gds,6.9018006,5.19,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
18537,gds,4.277338,3.46,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
22388,gds,7.18187,5.37,MIRI (unlikely),1180|1210,False,,,,,,,,
23636,gds,7.1328406,5.34,MIRI (unlikely),1180|1210,False,,,,,,,,
23868,gds,8.927632,6.52,MIRI (unlikely),1180|1210,False,,,,,,,,
29303,gds,5.9859753,4.58,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
32147,gds,4.603241,3.68,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
32402,gds,4.9424376,3.9,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
35367,gds,5.489472,4.26,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
37563,gds,5.7131443,4.41,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
39509,gds,4.2876787,3.47,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
41129,gds,7.1333513,5.34,MIRI (unlikely),1180|1210,False,,,,,,,,
44531,gds,7.1240745,5.33,MIRI (unlikely),1180|1210,False,,,,,,,,
45202,gds,7.1312556,5.34,MIRI (unlikely),1180|1210,False,,,,,,,,
46221,gds,4.0452294,3.31,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
46281,gds,4.789628,3.8,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
51983,gds,7.1353054,5.34,MIRI (unlikely),1180|1210,False,,,,,,,,
52017,gds,6.3311334,4.81,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
64049,gds,5.2713456,4.12,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
65646,gds,5.658066,4.37,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
66116,gds,6.846422,5.15,NIRSpec (F100LP+G140H/F170LP+G235H),1180|1210,False,,,,,,,,
