id,field,ra,dec,f090w_flux,f090w_fluxerr,f105w_flux,f105w_fluxerr,f115w_flux,f115w_fluxerr,f115wn_flux,f115wn_fluxerr,f125w_flux,f125w_fluxerr,f140w_flux,f140w_fluxerr,f150w_flux,f150w_fluxerr,f150wn_flux,f150wn_fluxerr,f160w_flux,f160w_fluxerr,f200w_flux,f200w_fluxerr,f200wn_flux,f200wn_fluxerr,f277w_flux,f277w_fluxerr,f356w_flux,f356w_fluxerr,f410m_flux,f410m_fluxerr,f435w_flux,f435w_fluxerr,f444w_flux,f444w_fluxerr,f475w_flux,f475w_fluxerr,f606w_flux,f606w_fluxerr,f775w_flux,f775w_fluxerr,f814w_flux,f814w_fluxerr,f606wu_flux,f606wu_fluxerr,f850lp_flux,f850lp_fluxerr,f110w_flux,f110w_fluxerr,f182m_flux,f182m_fluxerr,f210m_flux,f210m_fluxerr,f150w2-f162m_flux,f150w2-f162m_fluxerr,f250m_flux,f250m_fluxerr,f300m_flux,f300m_fluxerr,f335m_flux,f335m_fluxerr,f350lpu_flux,f350lpu_fluxerr,f430m_flux,f430m_fluxerr,f460m_flux,f460m_fluxerr,f480m_flux,f480m_fluxerr,f814wu_flux,f814wu_fluxerr,f850lpu_flux,f850lpu_fluxerr,z_phot,z_phot16,z_phot84,av,av_err,lbol,lbol_err,muv,muv_err,r_eff_16_pix,r_eff_50_pix,r_eff_84_pix,r_eff_16_phys,r_eff_50_phys,r_eff_84_phys,verdict,delta_chi2nu,Av_null,C_AGN,Av_geff,chi2nu_geff,alpha_AGN,ir_excess,group,fxb_full_05_7keV,offaxis_factor,sep_from_center_arcmin,ha_observed_um,ha_instrument,logMstar_best,logMstar_err,method,n_bands_used
9227,primer-cosmos-east,150.12492421630216,2.214572200483446,0.161614230890725,0.0054551460687683,-99.0,-99.0,0.2030464512007537,0.0055424351966122,,,0.1970271078046204,0.0130745342153103,0.1534382855437645,0.0255329788662557,0.1641740633088022,0.0046314562747309,,,0.1600743662115572,0.0127709035601022,0.1939353460127578,0.0038344126144195,,,0.261896171680606,0.0034167462588063,0.6818771586465453,0.0037140606458131,0.261380076044042,0.0056533935278145,-0.0032051339965363,0.0040842011298591,0.5157519288997977,0.0048129824308666,0.0054216569137122,0.0120300098801415,0.0124605579155005,0.0071700904522737,,,0.0967863057356289,0.0069529209080319,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.713857,5.677495,5.766107,0.0,0.1539217397239773,44.630865890131304,0.2568049080156422,-20.6002220843258,0.1154845858065929,0.6282516026496887,0.7045189440250397,0.7976528477668762,147.35180518153018,165.23975068084368,187.0836246671304,Support,1263.91,0.99,0.1334,0.0,942.48,0.749,3.14,Support,9.976029260254246e-15,3.33,6.1,4.41,NIRSpec (F100LP+G140H/F170LP+G235H),10.58,0.3,M_UV_relation,0
10696,primer-cosmos-east,150.1495153793968,2.2286532067228113,0.010241408096756,0.0058167781428808,-99.0,-99.0,0.0267281416134121,0.0058620069602553,,,0.0292329272014589,0.0134117460524207,0.0090387226375883,0.0259536497715118,0.0201041584355387,0.0049567289775753,,,0.0012239166200742,0.0121951958876035,0.0284909247987821,0.0039715685645378,,,0.0408318801443861,0.0024765553472655,0.115329623589551,0.0024099341478876,0.0819653388946771,0.0042127853134068,-0.0047826862626886,0.0057924377369616,0.1548298000082258,0.003496414875968,0.0061048330080874,0.007020908868173,0.0022947327497514,0.0054721180232953,,,0.0049977062468184,0.0055942262341412,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6677623,5.647373,5.6844573,1.2000000000000002,0.1512099230303841,44.54897787202853,0.2985035526472486,-17.913941567128244,0.1127727691130004,0.3005465602874755,0.3751714378595352,0.5204236125946045,70.79713813967766,88.3758712353823,122.5916621929334,Support,49.15,2.33,0.3186,0.84,1.56,0.01,7.7,Support,7.540762577847918e-15,2.51,4.92,4.38,NIRSpec (F100LP+G140H/F170LP+G235H),9.42,0.3,M_UV_relation,0
11967,primer-cosmos-east,150.1368162018058,2.2375628581426503,0.0173326810760734,0.0052677169218123,-99.0,-99.0,0.0118426471805428,0.0047422221038058,,,0.0037685888115854,0.0144731841612228,0.0143708786456,0.0090188822981315,0.0106947397637601,0.0040166700046239,,,-0.0015979762928413,0.0127523619647722,0.0115732036183308,0.0032889559631474,,,0.0172583849576854,0.0021848659229269,0.0428794836490329,0.002052838936263,0.057459231940368,0.0038701669099954,6.534281866410379e-05,0.0033467338821975,0.0550797282842516,0.0031036511252038,0.0172735983050191,0.0142439063732798,0.0066006422375041,0.0068623365945275,,,0.0073140407513634,0.0087642068399658,0.0127762338129654,0.0078940014452671,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.482298,5.350056,6.710068,3.1,0.292845474886098,45.011070952798974,0.1213555885879242,-17.70741974049986,0.2544083209687127,0.3850608992576599,0.555377870798111,0.8610315918922424,92.31458731974716,133.1464167047015,206.4239091219961,Neutral,0.06,1.88,0.0009,2.01,8.08,2.5,5.15,Neutral,6.904052784243799e-15,2.3,4.56,4.25,NIRSpec (F100LP+G140H/F170LP+G235H),9.3,0.3,M_UV_relation,0
14086,primer-cosmos-east,150.14935997753886,2.252564342128723,0.0012625659486201,0.0048365743482185,-99.0,-99.0,0.0175247236767887,0.0047379784572946,,,0.0046349180878566,0.0128457696150601,0.0532032043324659,0.0240758095093679,0.0107295677498714,0.0038315090362954,,,0.0005960331767404,0.0093424554105587,0.0118342873497186,0.0031882938923662,,,0.0305056916883054,0.0021006239661425,0.0741179548382371,0.0020000882905311,0.1488678288619819,0.003804186769056,-0.0010292575243229,0.0038619927124432,0.1212609202208929,0.0030178268928993,0.0066805522353741,0.0121836245531037,0.0002289069860923,0.0062028412073031,,,0.0132038729248782,0.0076023559143029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.127323,5.441244,7.147128,1.9,0.2161911112210892,45.30666451987038,0.1416297952140458,-17.672069166585732,0.2161911112210894,0.3029005825519562,0.3788807541131973,0.5248265504837035,62.6460382405794,78.36029237983924,108.54486932402612,Neutral,-0.13,2.11,0.3503,2.24,6.68,0.01,11.3,Neutral,5.303022702995592e-15,1.77,3.5,5.33,MIRI (unlikely),9.59,0.3,M_UV_relation,0
14487,primer-cosmos-east,150.12353516120825,2.254835218295432,0.0010030089499984,0.0056292172395894,-99.0,-99.0,0.0251793311904022,0.0056760321155709,,,0.0349446450452372,0.0153146886209441,0.0122523986253827,0.010054038706248,0.0128816754999156,0.0047046088339608,,,0.0287448328690431,0.0134446548596148,0.0244459229200709,0.0038909568674597,,,0.021485920104832,0.0026565487922708,0.0445964811489493,0.002443811775666,0.0736252809918302,0.0050390890174961,0.0032176021381571,0.0040148058559715,0.0583685269237209,0.0041567600874056,0.0272488075053662,0.0146290443277032,-0.0148270786584663,0.006870036046304,,,0.0022846715812987,0.0092434519967545,0.0017169402088915,0.0080197023928478,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.1692533,7.0069613,7.4625435,2.0,0.1649594992098065,45.02603779455422,0.3602334031555981,-18.42799352396667,0.1265223452924218,0.4640827298164368,0.6865074932575226,1.070608983039856,95.64393634165891,141.4839957719728,220.644404201756,Neutral,0.02,1.11,0.1669,1.23,5.31,0.455,4.53,Neutral,5.950241783065228e-15,1.98,3.97,5.36,MIRI (unlikely),9.93,0.3,M_UV_relation,0
15393,primer-cosmos-east,150.1606400419916,2.260086902949174,0.0121300717272291,0.0041874836213182,-99.0,-99.0,0.0147280441976647,0.0040954561812843,,,0.0104389514883564,0.0126902381843945,-0.0113762348832613,0.0249755820192692,0.0100997671420755,0.0032998635484199,,,0.0156263371636556,0.0107442480239086,0.0107413114093141,0.0027290660292353,,,0.0149214128069064,0.0020069940571401,0.0344899399045682,0.0018703629107546,0.0095920887162656,0.0034935487003314,-0.0208369914385428,0.0053977607015036,0.0431664520123244,0.0027674230118865,-0.0062391363875762,0.0112043820046731,-0.0104677124397333,0.0055094949942653,,,0.0137481374940017,0.0066062510891633,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.68946,5.659401,5.9460554,1.4,0.1828369827440625,44.07797773646327,0.198192479556151,-17.60131108719087,0.1443998288266765,0.3569458878040313,0.5261861681938171,0.8921098852157593,83.91113658630518,123.6962826516061,209.7179348076164,Weak,5.67,1.92,0.0005,0.6,0.66,2.5,4.27,Support,4.681915225301761e-15,1.56,3.0,4.39,NIRSpec (F100LP+G140H/F170LP+G235H),9.29,0.3,M_UV_relation,0
15850,primer-cosmos-east,150.124732216842,2.262793675222228,0.0208111523399077,0.0036979856826185,-99.0,-99.0,0.022560900489762,0.0035958536607136,,,0.0275415557711268,0.0135801665391873,0.0302569265180877,0.0094274833391424,0.0222623009802545,0.0029303060377996,,,0.0160931314099005,0.0115332541003212,0.0302518043608771,0.0024596298158581,,,0.0512016361934497,0.0018692751224711,0.1652535490498549,0.001921606178549,0.215740095568979,0.0035371903372512,0.0010729449975037,0.0033069366946546,0.4006884030741802,0.0030934082716202,0.0106232381427763,0.0125302171081938,0.0059501160955969,0.0047086521743743,,,0.0047390029336757,0.0052627931925015,0.0125044970978882,0.0068527548682089,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0456376,6.8909955,7.1198378,3.3000000000000003,0.1425964425926933,46.39097637244016,0.3595897022462716,-18.854532485601553,0.1041592886753122,0.3168779158592224,0.3682446181774139,0.4427505409717559,65.99078051588556,76.68805100667778,92.20413386440288,Neutral,-1.73,4.17,0.1858,4.11,6.24,0.01,18.0,Neutral,5.342434901774941e-15,1.78,3.53,5.28,NIRSpec (F100LP+G140H/F170LP+G235H),10.09,0.3,M_UV_relation,0
16083,primer-cosmos-east,150.15079646268185,2.2640963505382845,0.0398404951708956,0.0042799883116802,-99.0,-99.0,0.0273517016572268,0.0041264198951221,,,0.0245151700642667,0.0132468386198138,0.0416424448447924,0.0245248399013346,0.0390294745534203,0.003406699509669,,,0.0213170114334601,0.0117213009615618,0.0650435462373574,0.0028193779625196,,,0.1759523658432075,0.0024670657515775,0.319490930487685,0.0024964257494099,0.2284786894077473,0.0041224029976124,-0.0048014520636822,0.0053488416969265,0.2600430696890656,0.0033646105366736,0.0111476021632884,0.012038117323903,0.0132990446287267,0.0047283695395032,,,0.030549254898273,0.0058055607907465,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.57788,4.5403266,4.6972613,1.0,0.166293730370939,44.54384430841221,0.1342559060694544,-18.228176455232106,0.1278565764535564,0.2854479086399078,0.3452038466930389,0.4626615142822265,74.80267612083195,90.46193984352976,121.24215437880616,Neutral,1.37,0.0,0.2398,0.0,550.84,0.183,6.66,Neutral,4.479407785062761e-15,1.49,2.81,3.66,NIRSpec (F100LP+G140H/F170LP+G235H),9.35,0.3,M_UV_relation,0
16408,primer-cosmos-east,150.15615715727048,2.2660570085501224,0.0313847310932707,0.0052985824923461,-99.0,-99.0,0.0402072322077479,0.0051525980789806,,,0.0408250936350783,0.0134567512501042,-0.0193974862790972,0.024755935879587,0.0415482575463049,0.0041746441939203,,,0.0341720841070481,0.0114989269964836,0.0592389409658118,0.0033785864222964,,,0.1753776476980784,0.0027347649078943,0.2773728476599691,0.0026565247582733,0.2554020395445799,0.0046114312507418,-0.0049563746141346,0.0054796481182499,0.2612199565997196,0.0037276336821066,0.0026582707595944,0.0099028643462853,0.0218482676199617,0.0050047141368259,,,0.0389761936682845,0.0064431023614955,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.574863,4.5220294,4.740056,1.1,0.1715447866190027,44.60082383946506,0.3827059643158188,-18.39209251194425,0.133107632701618,0.2866553902626038,0.3485599905252456,0.4717834341526031,75.14202280023157,91.36930141555192,123.67031205445036,Neutral,0.53,0.0,0.2405,0.01,167.05,0.24,6.29,Neutral,4.313368020024263e-15,1.44,2.65,3.66,NIRSpec (F100LP+G140H/F170LP+G235H),9.42,0.3,M_UV_relation,0
16563,primer-cosmos-east,150.11970350414322,2.26701306487594,0.0305508986233903,0.0034601046882247,-99.0,-99.0,0.0355420193425033,0.0034397354581057,,,0.0186569109882531,0.0085595301813668,0.0202939303516994,0.0282969946244074,0.0378438846120257,0.0028608002198096,,,0.0254545850717751,0.0113484259542919,0.0471598744584816,0.0023744414594336,,,0.2412859156262411,0.0022215171822474,0.5223144994459196,0.00242609876743,0.4489438581035864,0.0037779400953264,-9.743103928036712e-05,0.0032835434459271,0.4834433285643447,0.003214136360457,-0.010245942166833,0.011646172440762,0.0057682748596878,0.0043156233547019,,,0.0320668585113602,0.0051845818724852,0.015214252933059,0.0067897321597238,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0219927,4.9464006,5.348527,1.8,0.1907272409282506,45.19648364960499,0.1914456360451013,-18.386393790064066,0.1522900870108685,0.2619000065326691,0.2829626202583313,0.3314226186275482,65.65486377532858,70.93498214271098,83.08326206681518,Weak,5.68,0.56,0.1352,0.69,1601.88,0.111,12.77,Support,5.341639064769095e-15,1.78,3.53,3.95,NIRSpec (F100LP+G140H/F170LP+G235H),9.5,0.3,M_UV_relation,0
17813,primer-cosmos-east,150.15276902849044,2.2731888044520874,0.0095607629046902,0.0042090210252179,-99.0,-99.0,0.0112521874088326,0.0040332862923804,,,0.0303732267676989,0.0090355482150483,0.0650929196000952,0.0266181117268124,0.0114922854442526,0.0033039710577671,,,0.00284338262226,0.0125749716776183,0.0134595923558304,0.0027292928214427,,,0.0327731408478606,0.0019740623517021,0.0432108800473666,0.0018422740473158,0.0991012198469674,0.0034905806085374,0.011534646905805,0.0055882899134289,0.0928168315140719,0.0027539550114001,-0.0082416353265286,0.0127084205787528,-0.0114167669194976,0.0047647690519549,,,0.0124781781407531,0.0058785178485811,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.226693,5.164284,5.269545,1.8,0.1485926639042338,44.476127034495434,0.193648262305209,-17.484805685649018,0.1101555099868498,0.3362408399581909,0.4452674686908722,0.6528880190849304,82.61965919435042,109.40921548419055,160.42484796189157,Neutral,-0.15,5.0,0.3018,5.0,7.87,0.169,8.08,Neutral,3.949905540624354e-15,1.32,2.25,4.09,NIRSpec (F100LP+G140H/F170LP+G235H),9.15,0.3,M_UV_relation,0
18893,primer-cosmos-east,150.175824712277,2.2802447039933083,0.029701775789648,0.0051982821964437,-99.0,-99.0,0.0365601027531041,0.0049673389886394,,,0.0222780727268528,0.0140755191290541,0.0234899362961342,0.0232384244408224,0.04617862078097,0.0040482037508584,,,0.0446761855150501,0.0123285993199837,0.0473915929508534,0.0035092396987308,,,0.1389909717259348,0.0028883026402418,0.1297347224563066,0.0027657391403198,0.1192982777583593,0.0047693216168857,-99.0,-99.0,0.0729431290781279,0.0037410415515395,-99.0,-99.0,0.0114166988785136,0.0055505581157455,,,0.0275142698708663,0.0067296690874421,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.8477397,4.7977743,4.873869,0.1,0.1476178013523035,43.82570538272963,0.2547510256861079,-18.71116084971713,0.1091806474349201,0.4502341592311859,0.6542483270168304,0.9918555736541748,114.83272871473577,166.86677167428374,252.97387965435215,Support,14.06,0.0,0.0871,0.0,225.49,0.988,1.58,Support,3.766393341049544e-15,1.26,2.02,3.84,NIRSpec (F100LP+G140H/F170LP+G235H),9.61,0.3,M_UV_relation,0
19462,primer-cosmos-east,150.11522538084762,2.2829872921207177,-0.0035436361597707,0.0056815932322629,-99.0,-99.0,0.0232935853900139,0.0056848334283202,,,0.0137635530522829,0.0132435314433989,0.0704746611095066,0.0310446606681129,0.0144204138222803,0.0046911070940981,,,0.0238025094434061,0.0119305612955022,0.0312365793419861,0.0038448843921346,,,0.0654309311556926,0.0022299920815889,0.1096480036204766,0.0020754494500897,0.0836997718561501,0.004061864407066,-0.0117015468796329,0.0051729548379427,0.101507491886783,0.0033706818001252,-0.0088207561632299,0.011789627133464,0.0140334660795954,0.005981943154357,,,0.0146639061773649,0.0060801894924593,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.365069,4.230365,6.2596855,0.4,0.4194415003903323,43.784074278711806,0.1997640008655199,-17.517428739792308,0.3810043464729489,0.2862512707710266,0.3512226641178131,0.5128861165046692,76.65361375045273,94.0519368287005,137.34288119184097,Support,12.09,0.47,0.4352,0.08,53.71,0.01,7.04,Support,4.843582884744605e-15,1.61,3.14,3.52,NIRSpec (F100LP+G140H/F170LP+G235H),9.0,0.3,M_UV_relation,0
19946,primer-cosmos-east,150.13261022932556,2.2854226857852873,0.0156172352934764,0.003398654647621,-99.0,-99.0,0.0134159229163796,0.003267268252137,,,0.0126596491585649,0.008691354225918,0.0131523628316954,0.0212508089060874,0.0263662155652542,0.0027251199625449,,,0.0267216331061719,0.0110749346945983,0.0276960239919568,0.0022545361993714,,,0.0803489184436442,0.0017838172533058,0.1517235021234711,0.0017962310669718,0.1475617827336674,0.0031221367296201,-99.0,-99.0,0.1480027123549141,0.0025138461836142,0.0035159396914021,0.0134566687177108,0.0008773786845208,0.0056569658484561,,,0.0065415478350918,0.0056488397386986,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.974449,5.6627064,6.112001,1.0,0.126925784239746,44.67299303497486,0.340065792750051,-17.95800058449554,0.0884886303223613,0.3108264815807343,0.3828732669353485,0.5061778998374938,71.15741327823605,87.65106225812531,115.87915491586163,Weak,3.41,0.51,0.5373,0.0,152.13,0.01,5.61,Support,3.913300690620782e-15,1.3,2.21,4.58,NIRSpec (F100LP+G140H/F170LP+G235H),9.5,0.3,M_UV_relation,0
20187,primer-cosmos-east,150.16025737937798,2.286544505284899,0.0117328933041306,0.0058342880909532,-99.0,-99.0,0.0540635374661266,0.0055997765426291,,,0.0326683839540186,0.0118051401142166,0.0458010733279596,0.0238061838827635,0.0441939300829077,0.0046026298107655,,,0.0403818993566199,0.0101492083860216,0.0517482349252959,0.0038696532325627,,,0.0837797755784494,0.0027392616131495,0.2215914034212626,0.0026558454541899,0.238160224249901,0.0046471493962282,-0.003550167471533,0.0060089878619815,0.4042006402575828,0.0038633441554345,-99.0,-99.0,0.003834707770523,0.0066264992740178,,,0.0087277452252523,0.0060765122131316,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,6.6081676,6.536915,6.7627773,2.4000000000000004,0.1613548583834005,45.863721409238245,0.390192230039733,-19.234168973485463,0.1229177044660154,0.291625941991806,0.3373474776744842,0.4187234675884246,63.06640707710126,72.95404931448154,90.55224812753109,Support,37.95,2.88,0.3157,3.12,11.53,0.01,9.15,Support,3.3714027997117772e-15,1.12,1.41,4.99,NIRSpec (F100LP+G140H/F170LP+G235H),10.17,0.3,M_UV_relation,0
21943,primer-cosmos-east,150.16301259177584,2.2946759190769757,0.0169955268808566,0.003592433197829,-99.0,-99.0,0.0183698253923243,0.0034976799698092,,,0.0013118466118591,0.0123887170701387,0.0180081052169262,0.022982729416998,0.0220545915368049,0.0029027656390635,,,0.0282666051109668,0.0108008314968189,0.0283181623665449,0.0025345622975751,,,0.078948445023498,0.001984074038497,0.1554965762986311,0.0019638061445393,0.1224866564048639,0.0033221507753811,0.0098199324348154,0.0051275663351379,0.1255390502766613,0.0027481316047013,-99.0,-99.0,0.0054973206622885,0.0064579138589361,,,0.0196483102488473,0.0053872598955762,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.7154994,4.5712404,4.7767925,0.8,0.1365982335466162,44.16644971617496,0.2085066840552178,-17.48759376893191,0.0981610796292322,0.3575264763832092,0.458646222949028,0.6126601600646973,92.401123642153,118.53507125803986,158.33928657099585,Neutral,0.05,0.1,0.2309,0.23,234.55,0.201,5.69,Neutral,3.164624750049758e-15,1.05,0.94,3.75,NIRSpec (F100LP+G140H/F170LP+G235H),9.06,0.3,M_UV_relation,0
23571,primer-cosmos-east,150.12923557237977,2.301744061249596,0.0084075332072909,0.0037298026958529,-99.0,-99.0,0.0241289043095901,0.0035903984123488,,,0.0217986603014058,0.010451194924499,0.0257901695841762,0.0207919225100242,0.0230264735028092,0.0029991384204187,,,0.0123503796971801,0.0108606557901947,0.0229583171120415,0.0024674511052408,,,0.065973900022192,0.001779680567333,0.0837762759269667,0.0017038554564624,0.0693454587776475,0.0031661151175478,0.0009538999035844,0.0037006338844272,0.0716022870536406,0.0025277418010748,-99.0,-99.0,0.0118072176254109,0.0047439578315309,,,0.0179654856123658,0.0047258579695511,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.760719,4.5230947,4.811995,0.2,0.1180062622799089,43.69029471827781,0.1735854505144956,-17.571934379257396,0.0795691083625236,0.3095353162288666,0.3999940454959869,0.5889745545387267,79.63625868554637,102.9091919716332,151.52949445603952,Weak,4.23,0.0,0.1252,0.0,40.91,0.784,3.11,Support,3.683827937187485e-15,1.23,1.91,3.78,NIRSpec (F100LP+G140H/F170LP+G235H),9.1,0.3,M_UV_relation,0
26971,primer-cosmos-east,150.12915260966713,2.3158155426656775,0.0315616313778963,0.0046208307899219,-99.0,-99.0,0.064208374081763,0.0045312996703659,,,0.0535908406850763,0.0150066647128656,0.0257247540009509,0.0285200341054736,0.0785303816098385,0.003844445928335,,,0.0449569639165841,0.0111950332067494,0.0995004873103682,0.0031535741157088,,,0.147596304932944,0.0023508724192745,0.4406250047723197,0.0026187146315543,0.160179969815136,0.0038040817388683,-0.0080049369285537,0.0044792541297223,0.341386951947941,0.0033182226956937,-99.0,-99.0,-0.0066379897830319,0.0055814931281512,,,0.0223361392352557,0.006899980965983,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,6.4066525,6.3416157,6.465545,0.5,0.1509020031762551,44.79830651459673,0.2828162696356344,-19.574107712870415,0.112464849258874,0.5447060990333558,0.6067659556865692,0.6751433515548706,119.91348731349996,133.57555911087675,148.6283958728195,Support,1197.28,1.01,0.1722,0.0,814.38,0.462,4.35,Support,3.664086760608939e-15,1.22,1.88,4.86,NIRSpec (F100LP+G140H/F170LP+G235H),10.27,0.3,M_UV_relation,0
27072,primer-cosmos-east,150.20508952388434,2.3169437028962645,39.085406279188085,0.0175362936680388,-99.0,-99.0,19.568679019527803,0.1028139103729292,,,-99.0,-99.0,-99.0,-99.0,24.43837567091142,0.0861121350800682,,,-99.0,-99.0,21.843284309668352,0.0139660647724778,,,11.020415115857327,-124.1706434531228,30.20910092336014,0.0142809105757494,27.180249938968263,0.0147299808315469,-99.0,-99.0,22.287690937037027,0.0130279524534009,-99.0,-99.0,3.795648229341256,0.0087221493541417,,,19.023184887751498,0.0128714407807444,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,4.957128,4.943915,4.964197,0.0,0.1507203366174316,46.59575706911795,0.2408214326142093,-24.93581603619396,0.1122831827000467,0.2511274290084839,0.2530731409788131,0.2575540947914123,63.35870005467246,63.849597371654575,64.98012863099271,Neutral,-0.04,5.0,0.0011,5.0,139508.68,2.5,0.91,Neutral,4.4026279590655665e-15,1.47,2.74,3.91,NIRSpec (F100LP+G140H/F170LP+G235H),12.3,0.3,M_UV_relation,0
27765,primer-cosmos-east,150.15836273334443,2.320200072943564,0.0309831781762506,0.0037919928574236,-99.0,-99.0,0.0388200161377819,0.0037300093331958,,,0.0048632441362209,0.0124168994136823,0.0366507278835163,0.0254315967013722,0.031105230454699,0.0030625584678178,,,0.0242545126063069,0.011241587707927,0.0248822039208982,0.0025473670032951,,,0.1005527776301075,0.0018720443084081,0.1175523032609985,0.0017873971625488,0.279680649024971,0.0034175882536153,-0.005576475960518,0.0055122302721671,0.2407418056465846,0.0027648352871834,-99.0,-99.0,0.0007609643583257,0.0079464185882898,,,0.0444779802800202,0.0061687880053611,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.1726418,5.1333156,5.212574,2.2,0.1517843967337389,45.10875502552641,0.275638762928215,-18.41738423430438,0.1133472428163528,0.2832262754440308,0.3363379389047622,0.4427867031097412,69.96031920878711,83.07954313529999,109.3736767268456,Neutral,-0.54,2.03,0.0326,2.17,136.17,1.192,7.74,Neutral,3.072034485278089e-15,1.02,0.62,4.05,NIRSpec (F100LP+G140H/F170LP+G235H),9.54,0.3,M_UV_relation,0
31668,primer-cosmos-east,150.14110035653763,2.3383750263790875,0.031901268923047,0.004120725116138,-99.0,-99.0,0.0463611241207363,0.00405540133606,,,0.0421801946119984,0.0128650983072699,0.0455222372673386,0.0238810164177468,0.0536888255676489,0.0033807105109215,,,0.0635339427191015,0.0113439263774511,0.0800899827901644,0.0028194859889459,,,0.3490222979238201,0.0023140730808065,0.7239855557011519,0.0026672262803643,0.5967588727463147,0.0038860972711165,-0.0102694906689601,0.003817280375586,0.6375844856809083,0.0033581514144572,-99.0,-99.0,0.0142084850864772,0.0045394394748895,,,0.0389128537777009,0.0068628516088719,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.6076913,5.4341836,5.7174525,1.6,0.1419434622094211,45.495762608354575,0.2508172022999675,-18.95291826112945,0.1035063082920366,0.2603411614894867,0.2780912071466446,0.3194186878204346,61.67499063225755,65.8799880032613,75.67049507800881,Null wins,-628.25,0.4,0.4339,0.0,3389.1,0.01,11.88,Null wins,3.784182056114418e-15,1.26,2.05,4.34,NIRSpec (F100LP+G140H/F170LP+G235H),9.86,0.3,M_UV_relation,0
31770,primer-cosmos-east,150.17577901959814,2.3387875925965056,0.0791969548912173,0.005587529564809,-99.0,-99.0,0.1004098483890644,0.0056072733072553,,,0.0846058132902766,0.0132991053659491,0.0935689037764773,0.025301391296466,0.1046995246569771,0.0045844046172638,,,0.0737203181861858,0.0130927810204287,0.1426100319400168,0.00391849065857,,,0.2752986270556811,0.0031718111525783,0.6799198198948447,0.0033504700187042,0.6175444410195489,0.0052022715148852,-99.0,-99.0,1.1580546699776224,0.0047163612731457,-99.0,-99.0,-0.0019901189642165,0.0062030092030113,,,0.0481768685233985,0.0061758412292989,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,5.77907,5.622505,5.8317294,1.9,0.1369323207846366,45.84868051222367,0.2951674395775321,-19.908183131952807,0.0984951668672522,0.2625948190689087,0.2825436592102051,0.3258615469932556,61.21477426979186,65.86514684958436,75.96319345951296,Support,137.11,2.81,0.3329,2.82,90.52,0.01,11.06,Support,3.7271730464240695e-15,1.24,1.97,4.45,NIRSpec (F100LP+G140H/F170LP+G235H),10.3,0.3,M_UV_relation,0
