SDSS_NAME,RA,DEC,Z,LORD_TYPE,AUTOCLASS,PSFMAG_U,PSFMAG_G,PSFMAG_R,PSFMAG_I,PSFMAG_Z
142726.55+573459.8,216.860647814905,57.58328674319461,0.8535552620887756,red1,QSO,22.399149,21.886074,21.257193,20.45435,20.023884
142801.72+345554.6,217.00719104496474,34.93185047157762,0.7111270427703857,red1,QSO,22.571404,22.248798,22.28865,21.433933,20.544191
142823.85+533854.7,217.09939026056418,53.648539831510526,0.8017488718032837,red1,UNK,22.48524,22.858334,22.189413,21.075975,20.43489
142832.06+262735.9,217.13361696779808,26.45997718836469,0.359,red2,QSO,22.601213,21.984423,20.705345,20.208487,19.64836
142855.33+131401.6,217.23055811892206,13.233789226115515,0.845,red1,QSO,21.903812,21.195845,20.690762,20.222204,19.67579
142923.88+354303.8,217.34954113002118,35.71772363237746,0.6962689757347107,red1,QSO,21.867105,21.3082,21.262209,20.8304,20.17653
143021.14+261607.0,217.58809979332554,26.26862081211702,0.743,red1,UNK,21.73095,21.081072,20.93213,20.228136,19.915363
143109.03+403750.4,217.78764093871575,40.630686399728425,0.7815980911254883,red1,QSO,22.161043,21.904478,21.931938,21.378307,20.814592
143145.57+463622.7,217.93989091024574,46.60632040988946,0.8783482909202576,red1,QSO,22.800352,22.044199,21.333212,20.798615,20.28373
143234.46+540157.3,218.14361719802667,54.03260785385888,0.762,red1,QSO,22.018738,21.93265,21.568071,21.02236,20.555796
143249.19+571354.7,218.20495996445084,57.23187525670152,0.7399982213973999,red1,QSO,22.850584,22.19,21.554825,20.918486,20.500217
143351.00+422114.9,218.46250268830403,42.354159296021066,0.472,red2,UNK,22.84627,22.123087,20.858755,20.106564,19.49675
143355.52+492821.4,218.48134775449944,49.47262418282139,0.4693123698234558,red2,QSO,22.023384,21.306911,20.316582,19.745245,19.235336
143403.68-025316.3,218.51535313684138,-2.8878718433967268,0.416,red2,UNK,22.211376,21.489943,20.668045,19.940739,19.448015
143420.31+153931.8,218.58464357599206,15.658853658271177,0.464,red2,UNK,22.290388,21.846579,20.651367,19.882868,19.41379
143833.07+033606.5,219.6378265590156,3.6018237038118914,0.383,red2,QSO,21.924192,21.444094,20.291857,19.80085,19.257582
144147.83+541627.0,220.44932648705415,54.274184235761396,0.8635333180427551,red1,QSO,22.218838,21.701677,21.457836,21.038616,20.334326
144401.55+322239.1,221.00648062135497,32.377538494586744,0.823,red1,QSO,21.70127,21.147644,21.011038,20.583527,19.982878
144424.31+572817.5,221.1013162473136,57.471532857802266,0.681700587272644,red1,QSO,22.684498,21.98616,21.352879,20.804888,20.175447
144609.93+043010.3,221.5413903609006,4.502864623731957,0.693,red1,GALAXY,22.556953,21.833231,21.152336,20.685589,19.887836
144643.33+275700.6,221.68056241851338,27.95017240344091,0.773,red1,UNK,22.631268,21.85635,21.335667,20.51766,19.777292
144748.95+425506.0,221.95398898263633,42.918356233973455,0.852,red1,QSO,21.66134,21.23298,21.255642,20.833998,20.093388
145230.84+344457.3,223.12851348582703,34.749265270171286,0.8314316868782043,red1,QSO,22.165462,21.48307,21.06777,20.454441,20.019154
145615.09+570126.3,224.0628957973799,57.02399721563285,0.813,red1,QSO,22.0644,21.382689,20.53292,20.036472,19.410398
145638.50+470650.7,224.16042650720033,47.11410539606439,0.831,red1,QSO,21.57641,21.041489,20.657017,20.231436,19.441578
145851.69+492416.0,224.71541640143468,49.404445341360386,0.447,red2,QSO,21.648361,21.054634,20.567993,19.998127,19.55151
145931.65+201958.6,224.88188360247605,20.33295706648199,0.48,red2,UNK,21.477493,20.980183,20.28334,19.55218,19.105366
145941.33+542038.4,224.92222504877924,54.34401443737311,0.46175631880760193,red2,QSO,21.93058,21.63508,20.797224,20.157978,19.77724
150013.42+123645.2,225.05593118538852,12.612565826662472,0.407,red2,UNK,21.854273,21.139292,20.273203,19.480022,18.853758
150157.12+552530.0,225.48803067880453,55.42501590516339,0.8327484130859375,red1,QSO,22.141027,21.559618,21.223978,20.662918,20.15398
150314.02+531226.5,225.80843714301142,53.20737845951131,0.778,red1,QSO,21.94721,21.617409,21.503014,21.130997,20.471716
150348.70+372658.9,225.95293319249424,37.449698567500775,0.8718247413635254,red1,QSO,21.987038,21.74397,23.158281,21.697573,21.299421
150356.55+092245.4,225.98565154427774,9.379291317437811,0.411,red2,UNK,22.674028,21.971884,20.680948,19.95862,19.42097
150405.33+113550.4,226.02224332826478,11.597346663720195,0.683,red1,QSO,22.994118,22.715683,21.436441,20.393309,19.6004
150418.88+562149.3,226.0786875851205,56.36371513888804,0.6813271045684814,red1,QSO,22.160612,22.116867,21.203884,20.374134,20.112408
150453.63+362447.8,226.2234915566196,36.413281020914496,0.835,red1,QSO,22.259943,21.629396,21.84174,21.454536,20.818594
150601.71+372159.7,226.50715051487936,37.36660442615971,0.7804728150367737,red1,QSO,22.935953,22.383646,21.855463,21.322418,20.627634
150603.04+525134.7,226.51269164441504,52.859653084148306,0.4500783085823059,red2,QSO,22.42495,21.64924,21.199196,20.568499,20.119164
150608.18+403028.4,226.53409565819118,40.50791365857442,0.7346863746643066,red1,QSO,22.226461,21.471018,21.372757,20.694777,20.311985
150634.01+130113.3,226.64172317376858,13.020380105707906,0.686,red1,UNK,22.658676,22.115467,21.24381,20.419825,19.832745
150656.58+021956.6,226.735754,2.332389,0.749931,red1,UNK,19.156075,18.89959,24.667873,24.259966,22.754541
150737.56+460557.2,226.90651111812883,46.09924845400332,0.7175931930541992,red1,QSO,21.579145,21.734705,22.605,22.19111,20.85339
150749.11+394720.2,226.95464264219078,39.78895882713567,0.7309890389442444,red1,QSO,22.745588,21.95619,21.507399,21.063478,20.350048
150749.92+533915.2,226.95803280158572,53.65423145822381,0.8035558462142944,red1,QSO,23.04036,22.44516,21.792887,20.95867,20.608725
150838.89+363316.5,227.16204521802047,36.55459402698571,0.6825222373008728,red1,QSO,22.103937,21.929214,22.015568,21.597038,21.007713
150849.06+593641.4,227.20444908802142,59.61152712024779,0.38683950901031494,red2,QSO,21.133429,20.836914,20.61111,19.036041,18.72524
151011.94+074342.0,227.54975468702838,7.728352958232974,0.338,red2,QSO,21.308596,21.222351,20.260628,19.805283,19.16244
151036.74+510854.6,227.65309841598463,51.14850066758951,0.44984835386276245,red2,STAR,19.598322,18.825237,17.9441,17.292154,16.901354
151224.60+504622.1,228.10252735041038,50.77282717277335,0.4697454273700714,red2,QSO,21.811916,21.25769,20.834942,20.316597,19.815964
151505.98+554421.1,228.77492714098832,55.73920026730122,0.45660990476608276,red2,QSO,21.537136,21.707525,21.069939,20.516962,20.064713
151616.84+355532.2,229.07019047987467,35.925612858684815,0.7766187191009521,red1,QSO,22.98459,22.392014,22.34358,21.814636,21.005198
151635.33+350935.2,229.14721606185157,35.15980249003122,0.7444369196891785,red1,QSO,21.23643,20.79539,20.717209,20.24156,19.66818
152203.48+522939.0,230.51451019240272,52.49418176477795,0.7235054969787598,red1,QSO,22.220089,21.496439,20.87066,20.4115,19.867521
152444.66+422425.5,231.18608585329036,42.40708944937387,0.840177595615387,red1,QSO,21.383003,21.114191,24.750347,20.880995,21.589014
152618.85+394549.3,231.5785530796595,39.763707445283316,0.7912935018539429,red1,QSO,22.576633,22.265413,22.237272,21.943932,21.009008
152639.62+132517.0,231.66511458546188,13.421390826158065,0.472,red2,UNK,22.146734,21.358479,20.706823,19.989914,19.538977
152701.22+093248.9,231.75508592195288,9.546935719195265,0.48,red2,UNK,21.150606,20.730675,20.343863,19.708956,19.225475
152845.04+581632.3,232.18766776243496,58.27566158182827,0.761635959148407,red1,QSO,22.717047,22.297892,21.660776,21.110958,20.617887
152900.17+104953.9,232.2507255495338,10.831661404926866,0.471,red2,UNK,22.133356,21.595612,20.741198,20.094252,19.576267
152913.73+370200.6,232.30721785705174,37.03351963721697,0.3812931776046753,red2,QSO,21.904959,21.261433,20.337784,19.77519,19.328165
153040.32+020216.8,232.66802275892127,2.038017462419876,0.822,red1,QSO,22.83913,22.309898,21.807291,21.377207,20.38994
153203.01+394603.0,233.01257133678746,39.76752373870642,0.8362818956375122,red1,QSO,22.811876,22.115194,22.2236,21.478544,21.00444
153239.99+023339.6,233.16665838766056,2.5610264016674735,0.857,red1,QSO,22.099691,21.594099,21.812082,21.456282,20.763283
153247.07+445236.4,233.19615051833972,44.87678688013901,0.473,red2,UNK,22.34773,21.620388,20.663078,19.964846,19.659767
153344.11+554011.4,233.43381811113733,55.669847521382245,0.427,red2,GALAXY,22.653206,22.09106,20.994547,20.333447,19.918407
153452.79+443028.3,233.71996977809508,44.50788832626922,0.76,red1,UNK,21.51109,21.056889,20.91093,20.180584,19.878103
153822.92+363702.9,234.59552191079388,36.61749258301115,0.47,red2,UNK,22.493397,21.911196,20.752193,19.99743,19.703377
153903.12+540345.1,234.76301244613134,54.06254668123545,0.7952157258987427,red1,QSO,21.607317,20.929953,21.984745,21.298792,20.637001
154137.56+370241.3,235.4065247662627,37.04483068921194,0.734,red1,QSO,22.481333,21.915401,21.88076,21.369146,20.779902
154246.51+194626.1,235.693798,19.77392,0.399721,red2,UNK,19.910933,19.78029,19.237211,18.759829,18.218401
154326.99+492053.8,235.86247601150632,49.34830208517773,0.34233996272087097,red2,QSO,22.443647,21.85204,21.112083,20.644957,20.041338
154439.31+472716.3,236.16381142254232,47.45455064514266,0.7075291872024536,red1,QSO,21.652428,21.106396,21.07725,20.528746,20.042915
154540.88+441709.9,236.42035829608926,44.28609816111359,0.7760788798332214,red1,QSO,21.581778,21.700333,21.785124,21.202765,20.748226
154729.19+092517.7,236.871633,9.421589,0.684253,red1,UNK,22.30256,22.028303,20.788012,19.880869,19.725306
154919.73+030619.9,237.3322224985654,3.105528206834593,0.68,red1,QSO,21.681707,21.17063,20.289635,19.542255,18.981745
155007.97+563132.2,237.53321223687533,56.5256266473607,0.7665693163871765,red1,QSO,21.916252,21.618553,21.544067,20.90293,20.454012
155106.78+581140.3,237.77827929928824,58.19454354646299,0.7325801253318787,red1,QSO,22.573574,21.774914,21.550562,21.11488,20.481955
155213.55+065733.6,238.0564663210521,6.959359888090985,0.759,red1,UNK,22.398191,21.643677,21.378248,20.663446,20.130642
155319.58+174940.5,238.33159912430284,17.827927783929848,0.464,red2,UNK,22.165686,21.852198,21.19805,19.846138,20.012064
155531.07+360447.0,238.8794834795143,36.07974004263889,0.7996019124984741,red1,QSO,22.759813,22.37832,22.226917,22.037489,20.472696
155658.80+403345.9,239.24503427985383,40.56275889851444,0.37099456787109375,red2,QSO,22.187279,22.149626,21.515827,21.185438,19.616135
155702.15+435548.5,239.25899631173866,43.93014217819703,0.75,red1,UNK,21.915024,21.415747,20.986235,20.185343,19.774101
155728.73+345331.0,239.3697119913337,34.89195897659804,0.46153557300567627,red2,QSO,21.017763,20.914595,20.87206,20.356972,19.68474
155904.71+453834.3,239.76966136094387,45.64286882336656,0.8745527267456055,red1,QSO,22.707941,22.066061,21.34383,20.760794,20.24645
155952.81+485350.9,239.97008050279823,48.89747908947371,0.7785020470619202,red1,QSO,22.195257,21.41417,21.621862,21.118715,20.532476
160010.53+203453.3,240.04389564260242,20.581487701415007,0.859,red1,VI,22.373827,21.913061,21.276875,20.577803,20.143854
160048.35+522602.4,240.20146500787845,52.43401124837209,0.34217914938926697,red2,QSO,21.928642,21.350069,20.16451,19.571758,19.122782
160104.47+163415.8,240.26863504116153,16.571074408350956,0.794,red1,UNK,21.470884,21.188763,20.889307,20.214024,19.83642
160446.98+312721.2,241.1957694468985,31.45591428762821,0.401,red2,UNK,21.16759,21.10167,20.249174,19.632729,19.194008
160553.00+455052.2,241.47085715989311,45.84783594411563,0.45126742124557495,red2,QSO,22.514837,21.8597,21.4754,20.966356,19.662848
160630.06+400239.6,241.6252799021227,40.044358282761564,0.735,red1,UNK,21.793812,21.231455,20.570984,19.847145,19.5136
160755.63+092219.0,241.98181950915864,9.37195450249094,0.472,red2,UNK,21.68267,21.54839,20.7946,20.132614,19.788132
160837.46+395458.2,242.15608878246272,39.91618371093639,0.8228241801261902,red1,QSO,22.007145,21.993256,21.967068,21.560598,20.876425
160941.39+552913.3,242.4224850289113,55.48704699053187,0.4739304780960083,red2,QSO,21.559391,21.312141,20.883167,20.373045,19.875313
161104.75+534956.0,242.76982745994837,53.832240660453515,0.435,red2,QSO,21.031527,20.907145,20.452597,19.715519,19.399778
161249.19+453952.6,243.20495833172714,45.66461588213155,0.7867083549499512,red1,QSO,22.547709,21.839066,21.393469,20.816301,20.283081
161359.04+245811.4,243.4960195116827,24.96985462339273,0.763,red1,QSO,21.871498,21.315046,21.73878,21.613806,20.385157
161709.06+334212.4,244.287757,33.703446,0.73051,red1,UNK,19.38713,25.02763,24.739513,24.314825,22.792967
161809.74+350208.8,244.5406050444104,35.03580416335323,0.446,red2,QSO,21.250088,20.599754,19.736,19.025066,18.600468
161818.03+341645.6,244.57515874529912,34.27935009258906,0.7762255072593689,red1,QSO,22.172554,21.620901,20.843529,20.237032,19.795572
161955.74+560601.9,244.98226762899878,56.10054068958598,0.7131507396697998,red1,QSO,22.212652,21.453968,20.973574,20.31661,19.905874
162000.27+471234.7,245.00116026260613,47.209654488631585,0.7804493308067322,red1,QSO,22.392944,22.02564,22.064505,21.36088,20.598742
162055.97+502456.6,245.23323857740695,50.4157371570075,0.7316875457763672,red1,QSO,23.346294,22.626331,22.244081,21.337858,21.17728
162314.46+344752.7,245.8102522368917,34.79798288276343,0.8141402006149292,red1,QSO,22.010048,22.342272,21.496906,20.362862,19.87091
162415.20+420030.8,246.06334398365868,42.008571494232484,0.8363155722618103,red1,QSO,22.096518,21.780464,21.817825,21.414629,20.642096
162524.79+402607.7,246.35329216155412,40.435483865196204,0.7935751676559448,red1,QSO,22.158827,21.98488,21.853405,21.447311,20.638987
162535.65+373702.9,246.39855535473063,37.617478261844845,0.838,red1,UNK,22.177168,21.978352,21.033175,20.035757,19.345629
162645.75+341346.1,246.69064418089363,34.229482774193656,0.7023177146911621,red1,QSO,20.674955,20.115381,24.758253,20.400274,19.839678
162758.00+525213.4,246.9916687267797,52.8703955924196,0.7366961240768433,red1,QSO,22.36799,21.844692,21.522053,21.237968,20.402374
163042.58+234838.4,247.6774499967326,23.810676647839497,0.387,red2,QSO,21.251541,21.10893,20.583567,20.172367,19.489508
163120.80+353048.1,247.83667384286423,35.513373053422576,0.7250069379806519,red1,QSO,21.278439,20.579056,20.299026,19.691689,19.232761
163447.14+244017.8,248.69643347179812,24.67163316077049,0.738,red1,QSO,22.37562,21.622404,20.87364,20.410065,19.852478
163630.76+424414.9,249.12818870253975,42.73749088153828,0.41738805174827576,red2,QSO,22.178553,21.601543,21.075306,20.555262,20.06692
163708.86+403555.3,249.28693748360547,40.59871288904377,0.4317799210548401,red2,QSO,22.86301,22.23568,21.543098,20.891872,20.476948
163820.30+313613.0,249.58461112309408,31.603615436807463,0.8104618787765503,red1,QSO,21.56556,21.744673,21.68978,21.151314,20.635227
163946.60+390649.9,249.9441766982282,39.11388408812399,0.3486160337924957,red2,QSO,23.146448,22.49695,20.986244,20.426289,19.87431
164045.57+193255.2,250.18990039576255,19.548686526541125,0.778,red1,UNK,21.385204,20.589832,20.95822,20.447979,19.927345
164232.61+355538.3,250.63591351830615,35.9273116949098,0.791901707649231,red1,QSO,22.448309,21.86065,21.464928,20.884916,20.344929
164553.87+382007.9,251.47447284181118,38.33554183421556,0.3459584414958954,red2,QSO,21.458069,20.687515,19.844837,19.432896,18.75719
164630.09+403814.3,251.62540985098482,40.63732004167576,0.8697172403335571,red1,QSO,22.112368,21.488071,21.357737,20.993685,20.19181
164709.14+352044.7,251.78809410285976,35.34575871068489,0.7332150340080261,red1,QSO,22.27021,21.73087,21.45652,20.856222,20.383333
164741.14+374135.5,251.9214316658883,37.693205320182955,0.433,red2,UNK,21.467705,21.351738,20.888435,20.180763,19.785006
164911.48+492438.9,252.29786240764685,49.41081483862278,0.34448373317718506,red2,QSO,20.767555,20.8626,20.13411,19.696957,19.10473
165343.05+410204.4,253.42938683199094,41.034556716470846,0.8230774998664856,red1,QSO,21.870926,21.721336,21.899912,21.27707,20.878237
165352.32+343837.1,253.4680302309855,34.64365651474688,0.7128730416297913,red1,QSO,22.433533,21.67,21.641752,21.280552,20.58594
165532.71+423340.7,253.886301,42.561307,0.40427,red2,UNK,21.127003,20.531586,20.013092,19.545074,18.86582
165600.17+412413.4,254.00071808575672,41.40373507452613,0.3735189139842987,red2,QSO,22.93748,22.156967,20.666384,20.035374,19.437443
170003.29+433811.2,255.0137218073747,43.63646899816077,0.7639957666397095,red1,QSO,21.74276,21.659859,21.731705,21.33398,20.497005
170044.89+362953.0,255.1870771081098,36.49806827581594,0.454,red2,UNK,22.041801,21.65263,21.034145,20.282848,20.031187
170106.06+342045.8,255.27528021929118,34.34605852915525,0.7398114204406738,red1,QSO,22.479729,22.235817,21.343847,20.689337,20.3218
170433.56+313200.8,256.1398689727368,31.533556377162775,0.6982734203338623,red1,QSO,22.054697,21.735296,21.269253,20.59394,20.104195
170446.03+372148.3,256.19183088306715,37.363430053725175,0.79,red1,QSO,21.292173,20.849848,20.640509,20.073433,19.611555
170558.15+390122.1,256.4923254692959,39.022826364429214,0.7445765137672424,red1,QSO,22.55134,22.075895,21.50391,20.924913,20.385178
170606.16+395402.5,256.52570670659827,39.900704437389116,0.692,red1,UNK,22.369415,22.192535,21.645912,20.800055,20.077312
170811.61+244313.3,257.048385,24.720373,0.811185,red1,UNK,21.55032,21.337267,20.80465,19.939188,19.528662
170948.05+402400.7,257.45024477946146,40.400202282282706,0.820976197719574,red1,QSO,22.339136,21.664162,21.445679,21.08676,20.357695
171328.69+402123.7,258.36956937543516,40.356585684940946,0.451,red2,UNK,21.791595,21.365059,20.653658,20.013502,19.470419
171344.84+364254.0,258.4368728360076,36.71502113462373,0.35613229870796204,red2,QSO,20.404032,20.145906,19.45515,19.040552,18.446676
172008.44+382204.9,260.03516868698983,38.36803589362669,0.7953353524208069,red1,QSO,21.602932,21.380636,21.181337,20.45976,19.98079
172124.57+603514.6,260.352411,60.587415,0.470249,red2,UNK,20.560947,20.280298,20.164461,19.593746,19.10209
210345.64-005623.1,315.940176,-0.939765,0.422981,red2,UNK,20.322685,19.99031,19.620207,19.14141,18.599758
210835.39+001713.8,317.14747751846244,0.28716685209923193,0.436,red2,UNK,22.003235,21.594147,20.80404,20.18104,19.786343
211146.95+005855.0,317.94565446694037,0.9819592157601764,0.74,red1,QSO,23.086363,23.253176,23.062332,21.761389,21.322063
211212.68+061107.1,318.0528639267061,6.185327510455863,0.6835395097732544,red1,QSO,22.654505,22.092386,21.622704,21.135834,20.468071
211458.17+004745.1,318.7423996467119,0.7958613774964446,0.395,red2,UNK,21.096226,20.802357,24.577948,24.195454,19.597656
212233.02+005527.2,320.6375956055166,0.9242361534827085,0.404,red2,UNK,22.181583,22.001673,21.115425,20.50496,20.047634
212305.03+082820.3,320.7709598698716,8.472313385369267,0.443,red2,UNK,23.20689,22.634708,21.138775,20.040737,19.731493
212353.34+004709.2,320.9722584286009,0.785904110589621,0.772,red1,QSO,23.492682,22.8097,23.19731,22.395164,21.207048
212501.07-081000.1,321.254496,-8.166705,0.863524,red1,UNK,18.65476,18.454998,24.611397,24.217218,18.488834
212657.62+031402.0,321.74009788046203,3.2339108673591506,0.7095394730567932,red1,QSO,22.096298,22.178852,21.361612,20.675716,20.205732
212710.71-003740.3,321.79462666701744,-0.6278770929825768,0.693,red1,UNK,22.151808,21.373991,20.806078,20.132534,19.776152
213028.53+005658.2,322.61887751524796,0.9495115884476791,0.8754649758338928,red1,QSO,22.099508,22.171354,21.774107,21.382956,20.524004
213048.18-004229.8,322.70077927060373,-0.7082962588875162,0.45,red2,UNK,22.583702,21.844387,20.745878,20.239435,19.737011
213135.42-003712.7,322.897612615732,-0.62021992269455,0.719,red1,QSO,22.460274,22.376486,21.884293,21.424936,20.580658
213335.13-010131.1,323.3963953017156,-1.0253127260836192,0.7958967089653015,red1,QSO,22.346716,21.969103,21.956167,21.651106,20.628618
213509.43-003720.9,323.78929802297955,-0.6224777803717504,0.734842836856842,red1,QSO,22.050972,21.84721,21.416157,21.002132,20.404898
214028.60+014302.3,325.119181573206,1.7173059030961848,0.4471275210380554,red2,QSO,22.09555,21.858877,21.173784,20.578749,20.145111
214051.68-010134.5,325.21536455398336,-1.0262720897583313,0.833,red1,QSO,22.041883,21.735823,21.580488,21.125156,20.53745
214053.14-010643.7,325.2214387257806,-1.1121638869301926,0.3958998918533325,red2,QSO,22.148085,21.894926,21.341213,20.876614,20.1425
214426.70-010823.5,326.1112520089556,-1.139864144120612,0.8695759773254395,red1,QSO,21.65645,21.668413,21.403372,21.047539,20.296463
214619.79-012137.8,326.5824641172728,-1.3605219126070591,0.8138847351074219,red1,QSO,21.76873,21.434406,21.465868,20.883657,20.416372
214714.22-004642.6,326.8092705379818,-0.7785137265609432,0.684,red1,UNK,21.825294,21.156967,20.6992,20.075706,19.67149
214806.52+280926.9,327.0271713705032,28.157499361558397,0.7370011210441589,red1,QSO,22.369207,21.820494,21.847757,21.52617,20.633833
215506.98+233230.1,328.7790884048584,23.541707001846667,0.7784478664398193,red1,QSO,21.740494,21.477644,21.40532,21.032879,20.320065
215605.30+183547.8,329.02210493465554,18.596634396915306,0.7130469083786011,red1,QSO,22.114128,21.703995,21.701971,21.242188,20.670095
215707.83+300818.2,329.2826491297318,30.138414840448647,0.45628800988197327,red2,QSO,21.27755,20.487955,21.243624,20.89292,19.507734
215822.77+213648.2,329.59491601567476,21.61341341271383,0.7063242793083191,red1,QSO,22.306007,21.98002,21.948462,21.599516,20.881752
215952.37-010345.0,329.9682287999576,-1.062508420700316,0.42093250155448914,red2,QSO,21.404196,21.428928,21.243233,20.757362,20.157473
220020.13+260050.9,330.08389338959967,26.014165092046255,0.7949044704437256,red1,QSO,21.62584,21.321848,21.235664,20.272348,19.96294
220036.24-013037.5,330.15100237816785,-1.510420981602123,0.8668849468231201,red1,QSO,21.151295,21.18274,21.476112,20.939463,20.434528
220041.70+123218.6,330.17379,12.538515,0.288597,red2,UNK,17.49205,17.631712,18.53332,17.775743,17.237352
220247.52-003837.9,330.69803177728727,-0.643880699883859,0.424,red2,UNK,21.989113,21.210146,20.932339,20.516397,19.909636
220337.17-004225.7,330.9048871962612,-0.7071410967215298,0.288,red2,UNK,21.757301,21.234753,20.195833,19.759613,18.991806
220429.96+273850.4,331.1248685502139,27.647341425905857,0.6932762265205383,red1,QSO,21.85873,21.590498,21.09846,20.499891,20.032705
220531.94+010257.6,331.38311585575764,1.0493383934896974,0.716,red1,UNK,22.68188,22.361607,21.89594,21.105347,20.523083
220735.67-005829.8,331.8986575967264,-0.9749589094150649,0.6885626912117004,red1,QSO,22.48024,22.132467,21.91207,21.237667,20.785324
220801.89+295621.7,332.00787888222646,29.939373119882056,0.7547467947006226,red1,QSO,22.701836,22.524982,21.851238,21.638765,20.003674
220859.24+194430.5,332.2468739961203,19.741809195828747,0.6882619261741638,red1,QSO,21.933708,21.320414,21.05146,20.493807,20.044588
220949.10+311844.3,332.4546174309656,31.31231585235843,0.7457404732704163,red1,QSO,21.970814,21.844555,21.797258,21.339817,20.755894
220956.54+215647.2,332.48560790835865,21.94645861247591,0.842,red1,QSO,22.124708,21.543823,21.54005,21.207827,20.4247
221026.82-001720.9,332.61178058189756,-0.28914507462692596,0.452,red2,UNK,21.341637,20.910368,20.459705,20.003027,19.396442
221029.67+010843.8,332.6236288742792,1.1455030883762864,0.744,red1,QSO,22.567331,22.059052,21.711952,21.039074,20.40204
221108.48+261147.4,332.7853440911929,26.196502640293897,0.4605657160282135,red2,QSO,22.396755,21.731174,21.34979,20.809246,20.254496
221120.38+010905.6,332.83491941757745,1.15157627413146,0.3410740792751312,red2,UNK,22.079464,21.93566,21.047173,20.49359,19.936653
221302.57+003015.9,333.260714,0.504423,0.763843,red1,UNK,21.588026,21.051184,21.000292,20.646475,19.940454
221328.84-000759.4,333.37017104919323,-0.13318349319353792,0.7946889400482178,red1,QSO,22.974195,22.403868,22.069118,21.754232,20.969275
221706.94-005359.9,334.27892212015297,-0.8999976309586579,0.691,red1,UNK,21.752697,21.280193,21.166506,20.758015,20.017923
221724.33+010841.3,334.35139644217287,1.144816320395774,0.8510482907295227,red1,QSO,23.461931,22.84303,21.827366,21.481394,20.71994
221826.15+000012.8,334.6089616749576,0.0035736101182920104,0.4284464120864868,red2,QSO,21.18481,20.696129,20.463676,19.891342,19.406153
221958.69+011045.1,334.9945568712301,1.179210491433455,0.831,red1,UNK,22.033178,21.693441,21.042929,20.578428,19.947643
222023.43+310731.8,335.09765777171367,31.12552689828529,0.7604830265045166,red1,QSO,22.363838,21.813686,21.254232,21.1409,19.879482
222216.64+005451.1,335.56935783779744,0.9142148670816398,0.7844030261039734,red1,QSO,21.96468,22.06306,21.408669,20.621763,20.258123
222220.22-011334.5,335.5842811676965,-1.2262525727121911,0.75,red1,UNK,21.959513,21.377863,21.035269,20.226198,19.87582
222249.63+011225.7,335.7067954895683,1.207160400610909,0.7952640652656555,red1,QSO,21.954824,21.579945,21.32785,20.840164,20.29907
222301.79+150531.7,335.7574788590897,15.092150048311776,0.469,red2,UNK,21.483732,21.20039,20.788134,20.055565,19.720362
222313.25+021023.9,335.8052255517883,2.1733095051788243,0.4290735423564911,red2,QSO,22.438196,21.918673,21.36409,20.664854,20.158882
222335.55+004332.2,335.898134,0.725624,0.75122,red1,UNK,21.691832,21.197662,20.49996,20.357967,18.98681
222349.96-010133.5,335.95816826748614,-1.025980695492313,0.4595721960067749,red2,QSO,22.681417,22.39841,21.9204,21.299728,20.819208
222410.98+284117.4,336.045763213392,28.688182733881604,0.7420005798339844,red1,QSO,22.694113,22.07879,21.684162,21.111198,20.608576
222534.04+151105.3,336.3918396249922,15.184828291970652,0.819,red1,UNK,21.975815,21.192217,20.966791,20.353748,19.781172
222603.64+002449.2,336.51517568412766,0.41368944226985516,0.7269915342330933,red1,QSO,22.735798,22.011356,21.750523,21.18057,20.5913
222723.77+320145.4,336.8490579283837,32.029291021269444,0.4690570831298828,red2,QSO,21.293728,20.6241,20.55314,20.04886,19.54397
222829.12+303601.7,337.12133346882354,30.600498110801055,0.6861456632614136,red1,QSO,21.616556,21.398746,21.245108,20.556725,20.238535
222946.24+211357.1,337.442683475875,21.232555245289433,0.444177508354187,red2,QSO,21.416883,21.581917,21.042572,20.5078,19.888294
223122.02+005212.1,337.84175259612357,0.8700374161937771,0.7348985075950623,red1,QSO,21.968996,21.53573,21.670033,21.180021,20.642084
223159.59+330231.0,337.9983154413287,33.041965784457005,0.42185840010643005,red2,QSO,22.219913,21.774355,21.246584,20.50132,20.199001
223331.29+201756.2,338.3803968237965,20.298957489830492,0.7119030952453613,red1,QSO,22.06084,21.905302,21.802628,21.426712,20.6583
223354.25-010759.7,338.47606829557793,-1.133255490143067,0.416,red2,UNK,22.759598,22.12149,21.119293,20.555449,20.06812
223619.97+001117.3,339.0832194308932,0.1881620844291131,0.7796602845191956,red1,QSO,21.991356,21.5388,21.679499,21.220165,20.62189
223700.72+010200.7,339.25303320572203,1.0335536119072997,0.8769309520721436,red1,QSO,22.473011,22.161762,21.966274,21.57537,20.784163
223717.98+001937.6,339.3249498339027,0.32711557928454355,0.7392915487289429,red1,QSO,23.082113,22.665428,22.407436,21.525343,21.006624
224021.45-030245.2,340.08940650945965,-3.045899082607107,0.451,red2,UNK,21.719048,21.845434,21.117346,20.420794,20.014843
224057.21+203225.8,340.2383968316172,20.540500704100992,0.4675765335559845,red2,QSO,22.024803,21.34355,21.230368,20.509903,20.12077
224101.98+271207.4,340.25827950230007,27.202064228036505,0.8772546648979187,red1,QSO,23.023584,22.269808,21.888712,21.607836,20.598728
