SDSS_NAME,RA,DEC,Z,LORD_TYPE,AUTOCLASS,PSFMAG_U,PSFMAG_G,PSFMAG_R,PSFMAG_I,PSFMAG_Z
224107.47+330649.3,340.2811270041167,33.11370153502186,0.783,red1,QSO,22.588413,21.853954,21.957947,21.62933,20.740305
224213.27+005328.0,340.5552983653156,0.8911146349383202,0.826472282409668,red1,QSO,21.78643,21.763618,21.7723,21.230043,20.427286
224344.83+240605.8,340.93679192615787,24.101612546418448,0.846,red1,QSO,22.311434,21.602156,21.383432,20.897022,20.213045
224348.11+042709.6,340.9504659343397,4.45268328863272,0.752428412437439,red1,QSO,22.9916,22.553408,21.77652,21.187996,20.372192
224603.14+040838.0,341.5131133468392,4.143898818979,0.8542898297309875,red1,QSO,21.646078,21.661886,21.521496,21.23246,20.380442
224638.09+011355.2,341.6587183900846,1.2320198556062327,0.386,red2,QSO,21.377825,21.517782,21.139437,20.819468,20.031845
224906.93+180053.9,342.27890233620025,18.014977178941503,0.34509551525115967,red2,QSO,21.572638,21.425425,20.248724,19.605728,19.117981
225106.81-080107.8,342.778379,-8.018843,0.449759,red2,UNK,21.42362,20.94465,19.883144,19.297955,18.863142
225311.01+004103.2,343.29588719001714,0.6842397143009614,0.7059504389762878,red1,QSO,22.187164,22.19059,21.78233,20.945814,20.75761
225344.90-004732.4,343.4370948232572,-0.7923492528606206,0.8282440900802612,red1,QSO,22.96934,22.213644,21.68011,21.10934,20.548437
225350.31+033129.5,343.45965963610024,3.524873065999237,0.8343055248260498,red1,QSO,22.213816,21.726618,21.669153,21.319332,20.595194
225506.42+213702.6,343.7767678761301,21.6174159006775,0.787,red1,QSO,21.671059,22.083723,21.927288,21.493765,20.835045
225512.60+042656.6,343.8025326783612,4.449075645867097,0.7455586791038513,red1,QSO,22.539837,21.778183,21.592434,21.168839,20.42471
225637.06+002038.2,344.1544203430587,0.34396693572268733,0.8361085057258606,red1,QSO,21.993986,21.425262,21.595657,21.226028,20.47148
225824.86+203224.0,344.6035955208623,20.540001469454545,0.39227575063705444,red2,QSO,20.6874,20.768612,20.289917,19.768694,19.095556
225936.09+242924.9,344.90038766477335,24.49025335233229,0.8240793347358704,red1,QSO,22.515162,21.788567,22.379013,22.25814,20.672852
230024.09+004420.3,345.10038094846516,0.738975781863007,0.819247841835022,red1,QSO,22.672619,22.261759,22.277359,21.519941,20.91458
230158.37+062512.5,345.4932389530498,6.420157627566171,0.31269949674606323,red2,QSO,20.986282,20.936062,20.05906,19.693169,18.947115
230223.86+000848.6,345.5994448161105,0.1468478638083883,0.759,red1,QSO,20.165184,23.565668,22.724976,20.13059,19.855701
230303.93+010236.2,345.7663754762061,1.0434164774482642,0.7007397413253784,red1,QSO,22.38876,21.592852,21.675983,21.18989,20.585253
230308.41+010103.5,345.78505599342486,1.0176403182734899,0.45,red2,QSO,22.063608,21.365034,20.531803,20.043108,19.516777
230507.35-004754.1,346.28066207924525,-0.7983813020858236,0.7630000114440918,red1,QSO,22.864847,22.624067,22.544853,21.980923,21.487873
230543.65+333008.1,346.43188518726214,33.502277517521996,0.7881337404251099,red1,QSO,21.07267,20.566708,21.67403,21.096867,20.17772
230746.44+312328.8,346.94352781990574,31.391334141475483,0.4154897928237915,red2,QSO,21.622553,21.475786,20.786636,20.123436,19.655313
230759.69+220104.2,346.99871471207234,22.017855185252948,0.8634885549545288,red1,QSO,22.066639,21.994516,21.746643,21.30163,20.743698
230818.09+054333.9,347.0753940751387,5.726083643171456,0.8685991168022156,red1,QSO,22.018347,21.348402,21.500011,21.042767,20.372417
230924.77+064335.2,347.35324804789224,6.726468698440695,0.8479616045951843,red1,QSO,22.112644,22.07926,21.949121,21.61564,20.784006
230954.48+345558.9,347.4770321625002,34.93304428033536,0.7693548798561096,red1,QSO,22.372276,21.891275,21.470615,20.737062,20.215172
230958.10+180342.9,347.4921092244575,18.06191935769557,0.816,red1,QSO,20.99407,20.296886,19.412098,19.031559,18.244507
230959.39+190214.5,347.497482805765,19.037387406833762,0.7210834622383118,red1,QSO,21.441568,21.434591,21.483839,20.945637,20.47545
231037.05+333126.0,347.65439269477287,33.52390135409329,0.4547308683395386,red2,QSO,22.191545,21.789795,21.20804,20.63012,20.079075
231058.26-000827.4,347.74277949954967,-0.1409581483485885,0.6821104884147644,red1,QSO,23.685837,23.113874,21.725222,20.915863,20.505404
231123.48+010625.9,347.84784594044106,1.1071987197759243,0.4387178122997284,red2,QSO,22.18386,21.84743,21.545527,21.016943,20.441523
231134.98+041137.8,347.8957505956188,4.193860618342892,0.7246819138526917,red1,QSO,21.53652,21.351223,21.025208,20.620396,19.93033
231225.27-003529.8,348.1053238542255,-0.591621098687878,0.8610336184501648,red1,QSO,22.443514,21.714157,21.539394,20.982538,20.378012
231333.93-005109.8,348.3913845366564,-0.8527421345708781,0.4,red2,UNK,20.702671,20.559425,20.03745,19.639875,19.001955
231536.68-001005.6,348.90287027782375,-0.16822863963549156,0.7507656216621399,red1,QSO,22.260458,22.15732,21.981443,21.294104,20.83924
231622.12-000202.8,349.09220784361713,-0.034134872021682514,0.8023399710655212,red1,QSO,22.403732,21.624378,21.185122,20.754416,20.014336
231626.52-000417.8,349.1105196621892,-0.07162010376899834,0.479,red2,UNK,22.760208,22.07682,21.284649,20.662626,20.123981
231929.90+335737.6,349.87461239939466,33.96045222303929,0.436398983001709,red2,QSO,21.615393,21.653582,20.908306,20.33116,19.818167
231932.06+224847.4,349.88359858836,22.81317292119174,0.729,red1,QSO,21.668133,21.914957,21.774405,21.4907,20.612293
232023.85+234535.4,350.099391444936,23.759833976269245,0.8004702925682068,red1,QSO,20.025303,21.526114,20.931746,20.643509,19.520708
232050.51+001425.4,350.2104700265844,0.2404105709104531,0.7682457566261292,red1,QSO,23.31012,23.046045,22.030617,21.402035,20.778057
232248.68+043543.5,350.7028653643097,4.595419053053786,0.46675828099250793,red2,QSO,22.24854,21.622778,20.311178,19.39688,18.755444
232601.11+005130.3,351.5046424762219,0.8584219476414264,0.7363404631614685,red1,QSO,21.95663,21.569902,21.370274,20.904505,20.272367
232959.81+085222.9,352.4992092711946,8.87302851565766,0.8730693459510803,red1,QSO,22.44478,21.940125,21.539623,20.911127,20.398344
233126.69+253703.4,352.86121350827597,25.617637479670666,0.7602844834327698,red1,QSO,21.893051,21.350279,21.218002,20.80483,20.134317
233200.12+081135.4,353.00051749784507,8.193182399200243,0.6841647624969482,red1,QSO,22.321898,21.992544,21.420671,20.577782,20.204424
233211.20+211100.5,353.04666892816573,21.183497041330725,0.8591871857643127,red1,QSO,22.252174,21.548689,21.797516,21.26357,20.369726
233403.50+285450.8,353.5145867867484,28.91411415274243,0.7216099500656128,red1,QSO,22.129923,21.385021,20.987293,20.375927,19.884161
233404.02+084725.7,353.5167711950555,8.790484801871596,0.38409554958343506,red2,QSO,21.689781,21.096603,19.967186,19.419952,18.85676
233451.53-002320.1,353.7147137189065,-0.38894211005279056,0.467,red2,UNK,22.440063,21.751284,20.957403,20.298283,19.837934
233554.44+271514.5,353.97687076281875,27.25402881255504,0.8339213728904724,red1,QSO,22.065004,21.485596,21.432022,21.035194,20.102463
233644.48+002504.3,354.1853567803942,0.41786790297056475,0.842,red1,QSO,22.718601,22.461996,22.341738,22.11029,20.80092
233738.02+010056.1,354.40842379510593,1.01559399856661,0.708,red1,QSO,22.532942,21.86301,21.899876,21.287186,20.55694
234322.49+315918.1,355.8437224040435,31.98838384943185,0.711984395980835,red1,QSO,23.197208,22.586172,21.80078,21.514666,20.25716
234548.28+031007.6,356.4512027169292,3.168793368021506,0.6852194666862488,red1,QSO,22.020767,21.809027,21.367514,20.71277,20.361452
234631.67+240043.1,356.6319842337784,24.011974758175402,0.40810874104499817,red2,QSO,21.836008,21.229183,20.682281,20.21465,19.631567
234641.03+045545.7,356.6709845960653,4.9293719399216,0.7087395787239075,red1,QSO,19.929707,21.267035,21.037308,21.001991,19.391525
234743.18+010602.5,356.9299377697039,1.1006978505753173,0.754,red1,UNK,22.673712,21.902035,21.877277,21.396156,20.518969
234743.66+020815.6,356.93192173567456,2.1376934131946874,0.7755760550498962,red1,QSO,22.099514,21.492018,21.443771,21.029438,20.42425
234842.40+041635.9,357.1766810864993,4.276648024143885,0.8515443801879883,red1,QSO,22.917452,22.140743,21.566278,21.10154,20.275517
234843.64+304638.5,357.18185108062755,30.777369804699408,0.8709514737129211,red1,QSO,22.12308,21.691643,21.460785,21.033587,20.440653
234908.09+195322.3,357.2837299450674,19.889545686427994,0.8231672644615173,red1,QSO,21.364307,21.367731,21.38122,20.993822,20.280602
234957.77-085633.7,357.490744,-8.942699,0.703674,red1,UNK,21.66231,20.947586,20.485025,20.21037,19.256092
235042.15-010424.9,357.6756453739019,-1.0736054846957441,0.397,red2,UNK,22.348309,21.724255,20.583485,19.991,19.34899
235050.73-002848.5,357.7113948722511,-0.4801556742347237,0.441263,red2,QSO,20.75289,20.546349,20.166332,19.68737,19.139421
235051.11+333645.6,357.71299840401207,33.612681527824975,0.4635920226573944,red2,QSO,22.003181,21.58392,21.130013,20.410574,20.006302
235225.51+353756.8,358.10630053922563,35.63246640800012,0.7399999499320984,red1,QSO,22.251335,21.680376,20.345892,19.542845,18.847603
235233.17+274427.4,358.1382490556489,27.740958949757395,0.745,red1,QSO,21.676434,21.391426,20.945738,20.507181,19.8253
235310.00+331257.6,358.291668022658,33.21600336819034,0.4618871212005615,red2,QSO,22.467552,21.726038,20.431673,19.771254,19.354736
235327.07+063529.6,358.362831107744,6.5915556026166895,0.7313122749328613,red1,QSO,22.534256,22.051212,21.336912,20.69402,20.328638
235349.53+183509.1,358.4563878272983,18.585861463771142,0.40817272663116455,red2,QSO,22.131336,21.66218,20.867832,20.159836,19.771984
235406.50+005221.3,358.52710960472484,0.8725974487546351,0.457,red2,UNK,21.743845,21.235197,20.42244,19.847542,19.397894
235414.98-011845.5,358.5624330374632,-1.3126504159225458,0.40147656202316284,red2,QSO,22.110586,21.616602,21.010235,20.52428,20.008589
235553.92-011425.9,358.97467178858955,-1.240540713338897,0.8367848992347717,red1,QSO,22.947475,22.324814,21.945505,21.505547,20.756853
235603.47+005814.8,359.0144614179532,0.9707993128760973,0.7686166763305664,red1,UNK,22.51748,21.81119,21.342167,20.834879,20.299139
235645.81+002253.7,359.19090559101267,0.38159659793316575,0.863196611404419,red1,QSO,22.930634,22.297419,22.100756,21.810246,20.982962
235724.35+103223.2,359.35149969589895,10.539779332409418,0.7803745269775391,red1,QSO,22.826416,22.225822,20.79789,20.221895,19.67831
235745.59+043855.1,359.4399640903588,4.648664542506953,0.40167760848999023,red2,QSO,21.347666,20.934967,20.479567,19.990307,19.456057
235755.46+263818.6,359.4811133927518,26.638527607386827,0.8340528011322021,red1,QSO,21.452852,20.881844,21.058079,20.608519,19.742447
235842.25+241323.2,359.6760619436623,24.223123093622714,0.4771574139595032,red2,QSO,21.587734,21.31166,21.141523,20.523567,19.970634
235918.49-031025.8,359.82707889231426,-3.1738595447440265,0.86,red1,QSO,21.627888,21.585428,20.89987,20.267393,19.821747
235931.18+335033.0,359.87994498784633,33.84252701749978,0.7714477181434631,red1,QSO,21.981997,21.86117,21.860783,21.587366,20.54692
235940.58-002803.5,359.9190838810991,-0.4676546798764478,0.8599485158920288,red1,QSO,22.960192,22.164343,21.392582,20.804007,20.35045
