id,field,ra,dec,z_phot,F444W_mag,r_eff_50_phys,r_eff_arcsec,SB_F444W,logSigma_Mstar,logMstar_best,verdict
52141,primer-uds-north,34.44713116480162,-5.122991975711636,7.130078,33.31166779238714,83.40011570308987,0.015791480275598128,25.54665668508599,6.407666693708249,10.25,Neutral
52856,primer-uds-north,34.38713641481489,-5.121605238050311,6.320852,34.04267285468196,130.3689840091876,0.02300418398410186,27.094581698234194,5.869651438003615,10.1,Support
53667,primer-uds-north,34.26703329974927,-5.120073981052057,4.5639205,32.768063945962346,139.53292252148583,0.02080066143832449,25.60132435406128,5.140646618723733,9.43,Neutral
54143,primer-uds-north,34.466942861952305,-5.1192260932954206,4.7315016,33.42368959932932,135.45754054007486,0.020538468422295307,26.229404554161153,5.386393628012552,9.65,Neutral
54603,primer-uds-north,34.34025165777664,-5.118707167823379,5.651867,33.67726868409341,120.81149651493617,0.020041898432507133,26.429837650335788,5.595783471902828,9.76,Support
55902,primer-uds-north,34.3723692861514,-5.115911848045463,8.670386,33.767270860441336,76.45530737967627,0.0163659258592228,26.079848439213627,6.333184722643235,10.1,Null wins
56783,primer-uds-north,34.21687919902369,-5.114384799480999,5.3133664,33.11879925147343,87.9203147264202,0.014120146472150015,25.11086994218308,5.161821531894725,9.05,Neutral
57469,primer-uds-north,34.43021892134757,-5.113188391459482,5.667973,32.45504845730128,105.37355869003378,0.017507476690088248,24.914040922983602,6.174536705298976,10.22,Support
57944,primer-uds-north,34.35325571098699,-5.11226685839519,5.28979,33.087283730463874,79.15001961700119,0.012682576405812808,24.846195849158217,5.753097946327085,9.55,Neutral
61010,primer-uds-north,34.21842694680572,-5.107160386031185,7.1341963,33.80221300748205,145.64056178251772,0.02758604936440653,27.248535234366294,5.403435309042559,9.73,Neutral
61298,primer-uds-north,34.39440513225522,-5.106746992298238,5.242596,32.727138840019975,85.42160650122935,0.01362481167722948,24.64166606251512,5.396864530345237,9.26,Neutral
61378,primer-uds-north,34.21395271523686,-5.106552572188026,7.4582853,34.20394777585723,117.58698040520518,0.022882195612192756,27.24431092719022,5.999281524057132,10.14,Null wins
62716,primer-uds-north,34.39679207216778,-5.104411139932186,5.386735,32.64688542489992,88.86082499488971,0.014372803191676125,24.677467500525044,6.032579318065492,9.93,Neutral
64273,primer-uds-north,34.228526240834974,-5.101526094376732,7.13156,33.90731299426441,95.45100089901749,0.018075528766055515,26.435642729157966,5.16043902647062,9.12,Neutral
66007,primer-uds-north,34.22810058989839,-5.098143957617616,4.5963383,32.99666600883605,90.98577110551594,0.013608300743840293,24.90856018372734,4.7220530398309695,8.64,Neutral
67270,primer-uds-north,34.20229581680351,-5.0953506417754015,5.6651006,32.09647398693927,82.00542927635038,0.013621239596905081,24.010431829759145,6.022314787264179,9.85,Support
68006,primer-uds-north,34.441683442818885,-5.093647804999169,5.1602645,31.542591687105983,74.1397249355095,0.011730595012845504,23.132066576154536,5.529898059143582,9.27,Neutral
69921,primer-uds-north,34.26162479642979,-5.0893585216531125,5.6548767,32.52587613030804,112.60075282301597,0.018685104285549384,25.126228442455805,5.676917411761729,9.78,Null wins
69936,primer-uds-north,34.29256639351791,-5.089318798905567,7.0339665,33.24328272808146,78.70314772328626,0.01478124999085323,25.3347132205626,6.508015795472058,10.3,Neutral
70423,primer-uds-north,34.22631186034366,-5.088100079900028,5.4776564,33.161782398657266,95.35114842972806,0.015557973308592734,25.364422190762014,5.041348143700761,9.0,Neutral
70813,primer-uds-north,34.21381277634704,-5.087049613041547,4.7062697,32.61094686061549,100.70344797393987,0.01523017362180739,24.767345813647943,5.4639113188645565,9.47,Weak
71037,primer-uds-north,34.446952703995976,-5.086685438086616,6.849483,32.245340334250926,68.42158433044855,0.012648770112857964,23.99845651344023,6.099613747527723,9.77,Weak
71893,primer-uds-north,34.356130376619554,-5.084246459987784,6.429184,33.85254641836418,134.07548138606464,0.02388878546464921,26.986391451316628,5.565301270132941,9.82,Weak
4278,primer-cosmos-east,150.13230609496728,2.16969237330149,5.6582265,33.67303151168898,166.72576349784188,0.02767543940275142,27.126378817903568,5.305994570225091,9.75,Support
6282,primer-cosmos-east,150.14915417262176,2.1839552062959657,5.673777,32.32152694811631,74.25574260142744,0.012344118298993794,24.021702005380682,6.5085399087037175,10.25,Weak
9227,primer-cosmos-east,150.12492421630216,2.214572200483446,5.713857,32.118963470034394,165.23975068084368,0.027573132900199932,25.564268722227776,6.143770937945436,10.58,Support
10696,primer-cosmos-east,150.1495153793968,2.2286532067228113,5.6677623,33.42542924023957,88.3758712353823,0.01468307345269693,25.502388778839354,5.527332583541909,9.42,Support
11967,primer-cosmos-east,150.1368162018058,2.2375628581426503,5.482298,34.547586149390334,133.1464167047015,0.02173450210293288,27.476209309930745,5.051341033986177,9.3,Neutral
14086,primer-cosmos-east,150.14935997753886,2.252564342128723,7.127323,33.69076347310431,78.36029237983924,0.014833758805885779,25.789894220774656,5.801807904448173,9.59,Neutral
